infectee,infectors
Ant244,['SEED']
Ant35,['Ant244']
Ant332,['Ant35']
Ant217,['Ant244']
Ant172,['Ant332']
Ant63,['Ant332']
Ant296,['Ant332']
Ant7,['Ant332']
Ant137,['Ant332']
Ant294,['Ant217']
Ant44,['Ant137']
Ant257,['Ant137']
Ant607,['Ant244']
Ant599,['Ant257']
Ant60,['Ant257']
Ant206,['Ant257']
Ant140,['Ant257']
Ant72,['Ant257']
Ant55,['Ant244']
Ant673,['Ant332']
Ant556,['Ant137']
Ant232,['Ant556']
Ant593,['Ant556']
Ant195,['Ant556']
Ant126,['Ant195']
Ant96,['Ant195']
Ant114,['Ant607']
Ant169,['Ant114']
Ant30,['Ant114']
Ant219,['Ant556']
Ant262,['Ant114']
Ant2,['Ant195']
Ant518,['Ant114']
Ant305,['Ant195']
Ant32,['Ant114']
Ant210,['Ant114']
Ant564,['Ant195']
Ant476,['Ant195']
Ant650,['Ant114']
Ant256,['Ant114']
Ant560,['Ant195']
Ant400,['Ant518']
Ant237,['Ant114']
Ant6,['Ant114']
Ant98,['Ant195']
Ant65,['Ant114']
Ant147,['Ant114']
Ant437,['Ant114']
Ant492,['Ant195']
Ant298,['Ant195']
Ant324,['Ant114']
Ant144,['Ant114']
Ant268,['Ant114']
Ant356,['Ant556']
Ant398,['Ant195']
Ant502,['Ant114']
Ant552,['Ant356']
Ant15,['Ant356']
Ant209,['Ant356']
Ant202,['Ant55']
Ant215,['Ant356']
Ant112,['Ant6']
Ant19,['Ant356']
Ant289,['Ant114']
Ant638,['Ant114']
Ant174,['Ant356']
Ant243,['Ant112']
Ant12,['Ant518']
Ant102,['Ant356']
Ant621,['Ant398']
Ant342,['Ant621']
Ant575,['Ant356']
Ant592,['Ant621']
Ant265,['Ant621']
Ant20,['Ant621']
Ant99,['Ant621']
Ant105,['Ant621']
Ant50,['Ant621']
Ant632,['Ant112']
Ant395,['Ant621']
Ant52,['Ant621']
Ant604,['Ant621']
Ant176,['Ant114']
Ant62,['Ant621']
Ant148,['Ant621']
Ant665,['Ant621']
Ant227,['Ant621']
Ant161,['Ant621']
