infectee,infectors
056013623,['SEED']
056003124,['056013623']
055890813,['056003124']
055538073,['056003124']
056372882,['055538073']
056275101,['056372882']
047046342,['055890813']
055559296,['056275101']
055525300,['055559296']
056061350,['055538073']
046872832,['055525300']
056045073,['055559296']
052879087,['056013623']
052541327,['055559296']
047015314,['055538073']
047010771,['055538073']
055808328,['047010771']
053262316,['047010771']
056000067,['056061350']
047067854,['047010771']
056011514,['056000067']
055567108,['055890813']
047070111,['056000067']
047017555,['055808328']
055554329,['047017555']
053262854,['047017555']
047017342,['047017555']
047099563,['055538073']
053074379,['053262854']
055801556,['055554329']
047070316,['053262854']
055538856,['055525300']
053295566,['055554329']
056003088,['047017555']
052772812,['055538073']
055814593,['053295566']
043807838,['055554329']
055894883,['047099563']
053839289,['047070316']
047095571,['047070316']
055542071,['043807838']
053619831,['055814593']
055797562,['055554329']
055569832,['055538073']
056293894,['056003088']
047087846,['043807838']
052788796,['055554329']
056016338,['047095571']
046876775,['055894883']
056378060,['043807838']
056274834,['047099563']
047044314,['053262316']
055804021,['047095571']
047084094,['055801556']
047070535,['043807838']
055515114,['052772812']
056371613,['047084094']
047082332,['047017555']
056012337,['047044314']
056304325,['043807838']
056294378,['055542071']
055569586,['047044314']
055524051,['052772812']
046854066,['046872832']
055525534,['056293894']
056075544,['047084094']
056280872,['047082332']
055895532,['055542071']
055536834,['055554329']
043867886,['047084094']
056374302,['047084094']
047083633,['047082332']
056272513,['047095571']
047047808,['047044314']
055522350,['055538073']
047065092,['047044314']
056290614,['047084094']
047055595,['047044314']
056280347,['047084094']
056031599,['047084094']
055546381,['043807838']
055802635,['046876775']
047082073,['047044314']
055536814,['047044314']
055560378,['047044314']
047056256,['047044314']
055562778,['046876775']
053373795,['056294378']
055514338,['055562778']
055540557,['055524051']
047030601,['055562778']
056033847,['047084094']
055892553,['043867886']
055799866,['047082332']
056009119,['047099563']
055515378,['047070535']
047017029,['055802635']
044009639,['047044314']
047023582,['047017029']
047021519,['055515378']
053769315,['047023582']
055889126,['047065092']
053583368,['053769315']
052815610,['047023582']
053823309,['053769315']
053002059,['055515378']
052894866,['053002059']
047083818,['044009639']
047048629,['047030601']
056513570,['053769315']
055515513,['053823309']
