infectee,infectors
R591,['SEED']
R626,['R591']
R476_R580,"['R626', 'R591']"
R605,"['R626', 'R591']"
R463,"['R626', 'R591']"
R557,"['R626', 'R463', 'R476_R580', 'R591', 'R605']"
R611,"['R626', 'R557', 'R463']"
R587,"['R626', 'R557', 'R611', 'R463', 'R476_R580', 'R591']"
R685,"['R626', 'R557', 'R611', 'R587', 'R476_R580', 'R591']"
R592,"['R626', 'R587', 'R463', 'R591', 'R557', 'R605']"
R247_R539_L433,"['R587', 'R476_R580']"
R391,"['R626', 'R557', 'R587', 'R476_R580', 'R591', 'R247_R539_L433', 'R685']"
R456,"['R591', 'R391', 'R685']"
R523,"['R626', 'R592', 'R557', 'R605', 'R587', 'R476_R580', 'R591', 'R391', 'R247_R539_L433']"
R444,"['R626', 'R557', 'R685']"
R150_L230,"['R626', 'R587', 'R476_R580', 'R456', 'R591', 'R523', 'R391', 'R247_R539_L433', 'R592', 'R685', 'R557', 'R605']"
R080_L289,"['R626', 'R150_L230', 'R592', 'R557', 'R605', 'R611', 'R587', 'R463', 'R476_R580', 'R591', 'R523', 'R391', 'R685']"
R648,"['R626', 'R150_L230', 'R557', 'R476_R580', 'R391', 'R080_L289']"
R305,"['R626', 'R150_L230', 'R592', 'R557', 'R605']"
R683,"['R626', 'R150_L230', 'R605', 'R587', 'R476_R580', 'R456', 'R591', 'R391', 'R685']"
R630,"['R150_L230', 'R080_L289']"
R561,"['R305', 'R626', 'R150_L230', 'R611', 'R683', 'R587', 'R463', 'R476_R580', 'R591', 'R523', 'R391', 'R592', 'R685', 'R557', 'R605', 'R080_L289']"
R617,"['R561', 'R605', 'R591', 'R080_L289']"
R693,"['R626', 'R150_L230', 'R561', 'R557', 'R605', 'R683', 'R587', 'R476_R580', 'R456', 'R444', 'R591', 'R523', 'R391', 'R685', 'R080_L289']"
R526,"['R305', 'R626', 'R150_L230', 'R561', 'R592', 'R557', 'R605', 'R611', 'R683', 'R693', 'R587', 'R463', 'R476_R580', 'R617', 'R591', 'R523', 'R391', 'R685', 'R080_L289']"
R584,"['R626', 'R150_L230', 'R561', 'R557', 'R605', 'R526', 'R587', 'R476_R580', 'R617', 'R591']"
R563,"['R626', 'R557', 'R526', 'R693', 'R591', 'R685']"
R484,"['R626', 'R150_L230', 'R561', 'R557', 'R526', 'R587', 'R476_R580', 'R591', 'R584']"
R297,"['R626', 'R150_L230', 'R561', 'R557', 'R605', 'R526', 'R683', 'R693', 'R591', 'R584']"
R556,"['R305', 'R611', 'R683', 'R693', 'R587', 'R463', 'R626', 'R476_R580', 'R617', 'R591', 'R523', 'R150_L230', 'R391', 'R561', 'R592', 'R685', 'R557', 'R605', 'R080_L289', 'R526']"
R606,"['R556', 'R626', 'R561', 'R557', 'R587', 'R591', 'R080_L289']"
R296,"['R556', 'R305', 'R626', 'R150_L230', 'R561', 'R592', 'R611', 'R683', 'R693', 'R587', 'R463', 'R484', 'R476_R580', 'R606', 'R617', 'R444', 'R591', 'R297', 'R563', 'R523', 'R584', 'R391', 'R685', 'R648', 'R557', 'R605', 'R080_L289', 'R526']"
R309,"['R556', 'R626', 'R150_L230', 'R561', 'R592', 'R296', 'R557', 'R605', 'R526', 'R683', 'R693', 'R587', 'R476_R580', 'R606', 'R591', 'R444', 'R630', 'R297', 'R523', 'R584', 'R391', 'R685', 'R080_L289']"
R627,"['R556', 'R626', 'R150_L230', 'R296', 'R557', 'R526', 'R683', 'R693', 'R587', 'R476_R580', 'R591', 'R309', 'R523', 'R391', 'R444', 'R297', 'R247_R539_L433', 'R685', 'R648']"
R677,"['R556', 'R561', 'R296', 'R693', 'R587', 'R476_R580', 'R591', 'R309', 'R523', 'R391', 'R685', 'R080_L289']"
R377,"['R556', 'R626', 'R150_L230', 'R561', 'R592', 'R296', 'R557', 'R605', 'R526', 'R611', 'R683', 'R693', 'R587', 'R476_R580', 'R591', 'R309', 'R627', 'R484', 'R297', 'R584', 'R080_L289']"
R613,"['R626', 'R150_L230', 'R296', 'R557', 'R605', 'R526', 'R611', 'R683', 'R693', 'R476_R580', 'R309', 'R391', 'R627', 'R685', 'R377', 'R297']"
R459_R553,"['R556', 'R296', 'R557', 'R526', 'R591', 'R309', 'R377', 'R484']"
R306,"['R556', 'R626', 'R150_L230', 'R561', 'R296', 'R557', 'R526', 'R611', 'R693', 'R587', 'R677', 'R463', 'R476_R580', 'R613', 'R591', 'R297', 'R309', 'R523', 'R391', 'R627', 'R685', 'R377', 'R080_L289']"
R600,"['R556', 'R626', 'R561', 'R592', 'R296', 'R557', 'R526', 'R611', 'R693', 'R587', 'R463', 'R476_R580', 'R306', 'R444', 'R613', 'R591', 'R297', 'R563', 'R309', 'R523', 'R391', 'R627', 'R685', 'R648', 'R377', 'R080_L289']"
R320,"['R626', 'R296', 'R557', 'R526', 'R693', 'R600', 'R309', 'R685', 'R613']"
R601,"['R556', 'R626', 'R150_L230', 'R561', 'R592', 'R296', 'R557', 'R605', 'R526', 'R693', 'R600', 'R587', 'R476_R580', 'R306', 'R613', 'R591', 'R309', 'R523', 'R391', 'R247_R539_L433', 'R627', 'R685', 'R377', 'R080_L289']"
R462_R577,"['R296', 'R526', 'R309', 'R377', 'R459_R553', 'R484']"
R664,"['R556', 'R626', 'R561', 'R296', 'R557', 'R526', 'R693', 'R600', 'R587', 'R476_R580', 'R306', 'R601', 'R591', 'R309', 'R391', 'R685', 'R613', 'R320', 'R080_L289']"
R599,"['R556', 'R626', 'R150_L230', 'R561', 'R296', 'R557', 'R526', 'R683', 'R693', 'R600', 'R587', 'R476_R580', 'R606', 'R306', 'R456', 'R613', 'R601', 'R591', 'R297', 'R563', 'R309', 'R523', 'R584', 'R391', 'R627', 'R685', 'R320', 'R648', 'R664', 'R080_L289']"
R486_R650,"['R556', 'R626', 'R150_L230', 'R561', 'R296', 'R557', 'R526', 'R611', 'R693', 'R600', 'R587', 'R476_R580', 'R306', 'R599', 'R601', 'R591', 'R309', 'R523', 'R391', 'R627', 'R377', 'R630', 'R247_R539_L433', 'R080_L289']"
R566,"['R556', 'R626', 'R150_L230', 'R561', 'R592', 'R296', 'R557', 'R605', 'R526', 'R683', 'R693', 'R600', 'R587', 'R463', 'R476_R580', 'R606', 'R306', 'R599', 'R601', 'R591', 'R309', 'R523', 'R391', 'R627', 'R685', 'R377', 'R486_R650', 'R664', 'R459_R553', 'R080_L289', 'R444', 'R613', 'R297', 'R563', 'R320', 'R648', 'R462_R577']"
R475,"['R556', 'R305', 'R626', 'R150_L230', 'R561', 'R592', 'R693', 'R587', 'R677', 'R463', 'R476_R580', 'R606', 'R599', 'R601', 'R591', 'R309', 'R685', 'R296', 'R377', 'R486_R650', 'R664', 'R557', 'R459_R553', 'R080_L289', 'R462_R577', 'R566', 'R526']"
R572,"['R626', 'R561', 'R475', 'R296', 'R557', 'R526', 'R611', 'R693', 'R600', 'R587', 'R463', 'R476_R580', 'R306', 'R599', 'R601', 'R591', 'R309', 'R523', 'R391', 'R627', 'R685', 'R486_R650', 'R664', 'R459_R553', 'R566', 'R613', 'R563', 'R320', 'R462_R577']"
R588,"['R556', 'R305', 'R626', 'R572', 'R683', 'R693', 'R600', 'R587', 'R677', 'R463', 'R484', 'R476_R580', 'R606', 'R306', 'R617', 'R613', 'R599', 'R601', 'R591', 'R297', 'R309', 'R523', 'R150_L230', 'R584', 'R391', 'R561', 'R592', 'R475', 'R627', 'R685', 'R296', 'R377', 'R486_R650', 'R664', 'R557', 'R605', 'R080_L289', 'R566', 'R526']"
R075_L114_L277,"['R556', 'R626', 'R588', 'R150_L230', 'R561', 'R475', 'R296', 'R557', 'R605', 'R526', 'R683', 'R693', 'R600', 'R587', 'R677', 'R476_R580', 'R606', 'R306', 'R617', 'R572', 'R456', 'R613', 'R599', 'R601', 'R591', 'R309', 'R523', 'R584', 'R391', 'R247_R539_L433', 'R627', 'R685', 'R320', 'R486_R650', 'R664', 'R080_L289', 'R566']"
R440,"['R626', 'R296', 'R557', 'R526', 'R600', 'R599', 'R601', 'R309', 'R523', 'R486_R650', 'R566', 'R572']"
R176_L222,"['R556', 'R296', 'R526', 'R693', 'R075_L114_L277', 'R599', 'R591', 'R309', 'R685', 'R572', 'R320', 'R459_R553', 'R566']"
R646,"['R588', 'R296', 'R605', 'R526', 'R617', 'R075_L114_L277', 'R599', 'R080_L289', 'R584']"
R678,"['R556', 'R626', 'R588', 'R150_L230', 'R561', 'R475', 'R296', 'R557', 'R605', 'R526', 'R683', 'R693', 'R600', 'R587', 'R476_R580', 'R306', 'R599', 'R591', 'R309', 'R627', 'R685', 'R572', 'R613', 'R297', 'R377', 'R080_L289', 'R566']"
R631,['R601']
R607,"['R626', 'R296', 'R557', 'R526', 'R693', 'R600', 'R075_L114_L277', 'R599', 'R309', 'R391', 'R685', 'R572']"
R570,"['R556', 'R305', 'R626', 'R572', 'R683', 'R693', 'R600', 'R587', 'R463', 'R484', 'R476_R580', 'R306', 'R444', 'R613', 'R075_L114_L277', 'R599', 'R601', 'R588', 'R591', 'R297', 'R563', 'R440', 'R309', 'R523', 'R150_L230', 'R584', 'R391', 'R561', 'R592', 'R475', 'R627', 'R685', 'R678', 'R296', 'R607', 'R648', 'R377', 'R486_R650', 'R664', 'R557', 'R605', 'R080_L289', 'R566', 'R526']"
R213_L226,"['R556', 'R626', 'R570', 'R588', 'R561', 'R475', 'R296', 'R557', 'R600', 'R587', 'R606', 'R599', 'R601', 'R591', 'R309', 'R486_R650', 'R566']"
R632,"['R556', 'R588', 'R561', 'R475', 'R587', 'R591', 'R213_L226', 'R486_R650']"
R446,"['R626', 'R570', 'R150_L230', 'R561', 'R296', 'R557', 'R526', 'R683', 'R693', 'R600', 'R476_R580', 'R306', 'R075_L114_L277', 'R599', 'R601', 'R309', 'R685', 'R176_L222', 'R486_R650', 'R664', 'R566', 'R572', 'R630', 'R320']"
