infectee,infectors
047087890,['SEED']
047065537,['047087890']
055523792,['047065537']
055888262,['047087890']
056281599,['047065537']
047101802,['047087890']
056003620,['056281599']
055814813,['047101802']
055885109,['056281599']
056008286,['047101802']
055519605,['047087890']
055542003,['056003620']
055792331,['055542003']
055567341,['047087890']
055805532,['047087890']
047081626,['055792331']
047048095,['055542003']
056004294,['055519605']
047055629,['047081626']
055569370,['047055629']
053005596,['055519605']
055811513,['047087890']
047089574,['055885109']
055525109,['047048095']
053352287,['047048095']
055522056,['055792331']
046880002,['047055629']
056007339,['046880002']
056010591,['047055629']
056300824,['055525109']
055816855,['046880002']
055542858,['055816855']
055537127,['055542858']
055526034,['055816855']
046871114,['053352287']
055542834,['055885109']
055889260,['055811513']
056292574,['055542858']
046878555,['055537127']
055797373,['046878555']
055893301,['055797373']
047067829,['055542858']
047001301,['055893301']
053339885,['046878555']
056372526,['053339885']
055810024,['055816855']
056292776,['047001301']
047065034,['046878555']
055890331,['056372526']
055885589,['053352287']
055551578,['056292574']
056286602,['046878555']
056526626,['055551578']
056011288,['053352287']
055889331,['046880002']
056288774,['056286602']
055815780,['055893301']
056019086,['056372526']
056005045,['046880002']
055793513,['056019086']
