infectee,infectors
VMVE,['SEED']
VMLZ,['VMVE']
FMZY,['VMVE']
VMWB,['FMZY']
VMYB,['VMWB']
YWFM,['VMLZ']
VMOZ,['VMLZ']
VMPE,['VMYB']
WUMU,['VMYB']
FMOY,['VMOZ']
YRFM,['VMYB']
ZYVM,['VMVE']
VMWE,['VMYB']
VMLB,['VMYB']
VMZU,['FMOY']
VMVW,['VMZU']
YYFM,['VMVE']
VMZR,['VMYB']
YYVM,['VMVE']
MVLE,['YYVM']
VMPW,['VMYB']
YOFM,['FMOY']
UMRO,['FMZY']
VMYW,['YOFM']
VMWL,['FMOY']
WPXX,['VMZR']
VMZL,['VMWB']
VMZV,['ZYVM']
VMPB,['VMWB']
UMRW,['VMYB']
FMLZ,['ZYVM']
UMOE,['FMOY']
UMVL,['FMOY']
YVFM,['FMLZ']
FMLL,['FMOY']
UMWW,['VMZU']
VMWZ,['WPXX']
VMUU,['UMWW']
FMVV,['VMPB']
VMEV,['VMWZ']
FMBV,['VMVE']
VMZZ,['YOFM']
ZEVM,['YYVM']
VMVZ,['YVFM']
FMUU,['VMUU']
VMYO,['FMUU']
WZVM,['VMWB']
GGFM,['ZYVM']
VMRE,['FMZY']
UMPP,['UMWW']
VMPO,['FMUU']
FMLW,['UMRO']
VMYL,['VMWZ']
VMOB,['VMVE']
UWUM,['VMYB']
UMYO,['UMOE']
FMBL,['FMLW']
FMZF,['FMLW']
FMVW,['VMVW']
VMZO,['GGFM']
VMVY,['UMYO']
WWFM,['UMOE']
VMPY,['ZYVM']
UMUV,['VMUU']
