infectee,infectors
22,['SEED']
35,['22']
21,['22']
27,"['21', '22', '35']"
23,"['27', '21', '22', '35']"
32,"['27', '21', '22', '23']"
5,"['27', '23', '32']"
4,"['27', '21', '22', '23', '35']"
9,"['27', '21', '22', '23', '4', '35', '32']"
18,"['27', '21', '22', '23', '4', '9', '32', '35']"
19,"['27', '21', '22', '23', '4', '9', '18', '35', '32']"
33,"['27', '21', '22', '23', '4', '9', '19', '18', '35', '32']"
24,"['27', '21', '22', '23', '4', '9', '33', '18', '35', '19', '32']"
2,"['24', '27', '21', '22', '23', '4', '9', '33', '18', '35', '19']"
15,"['24', '27', '21', '22', '23', '2', '4', '9', '33', '18', '35', '19', '32']"
29,"['24', '27', '21', '22', '23', '2', '4', '9', '15', '33', '18', '35', '19', '32']"
1,"['24', '27', '21', '22', '23', '29', '2', '5', '4', '9', '15', '33', '18', '35', '19', '32']"
10,"['24', '27', '21', '22', '23', '29', '1', '2', '5', '4', '9', '15', '33', '18', '35', '19', '32']"
20,"['24', '27', '21', '22', '23', '29', '1', '2', '4', '9', '10', '15', '33', '18', '35', '19', '32']"
26,"['24', '27', '20', '21', '22', '23', '29', '1', '2', '4', '10', '15', '33', '18', '35', '19', '32']"
11,"['24', '26', '27', '20', '21', '22', '23', '29', '1', '2', '4', '9', '10', '15', '33', '18', '35', '19']"
14,"['24', '26', '27', '20', '21', '22', '23', '29', '1', '2', '5', '4', '9', '11', '10', '15', '33', '18', '35', '19', '32']"
17,"['24', '26', '27', '20', '21', '22', '23', '29', '1', '2', '4', '9', '11', '10', '15', '14', '33', '18', '35', '19', '32']"
12,"['24', '26', '27', '20', '21', '22', '23', '29', '1', '2', '5', '4', '9', '11', '10', '15', '14', '17', '33', '18', '35', '19', '32']"
31,"['24', '26', '27', '20', '21', '22', '23', '29', '1', '2', '4', '9', '11', '10', '12', '15', '14', '17', '33', '18', '35', '19', '32']"
16,"['24', '26', '27', '20', '21', '22', '23', '29', '1', '2', '4', '11', '10', '12', '15', '14', '17', '33', '18', '31', '35', '19', '32']"
13,"['24', '26', '27', '20', '21', '22', '23', '29', '1', '2', '5', '4', '9', '11', '10', '12', '15', '14', '17', '16', '33', '18', '31', '35', '19', '32']"
7,"['24', '26', '27', '20', '21', '22', '23', '29', '1', '2', '4', '9', '11', '10', '13', '12', '15', '14', '17', '16', '33', '18', '31', '19', '32']"
30,"['24', '26', '27', '20', '21', '22', '23', '29', '1', '2', '4', '7', '9', '11', '10', '13', '12', '15', '14', '17', '16', '33', '18', '31', '35', '19', '32']"
3,"['24', '26', '27', '20', '21', '22', '23', '29', '1', '2', '4', '7', '9', '11', '10', '13', '12', '15', '14', '17', '16', '33', '18', '31', '30', '35', '19', '32']"
8,"['24', '26', '27', '20', '21', '22', '23', '29', '1', '3', '2', '4', '7', '9', '11', '10', '13', '12', '15', '14', '17', '16', '33', '18', '31', '30', '19', '32']"
36,"['24', '26', '27', '20', '21', '22', '23', '29', '1', '3', '2', '4', '7', '9', '8', '11', '10', '13', '12', '14', '17', '16', '33', '18', '31', '30', '35', '19', '32']"
25,"['24', '26', '27', '20', '21', '22', '23', '29', '1', '3', '2', '4', '7', '8', '11', '10', '13', '12', '15', '14', '17', '16', '33', '18', '31', '30', '36', '35', '19', '32']"
34,"['24', '25', '26', '27', '20', '21', '22', '23', '29', '1', '3', '2', '4', '7', '9', '8', '11', '10', '13', '12', '15', '14', '17', '16', '33', '18', '31', '30', '36', '35', '19', '32']"
6,"['24', '25', '26', '27', '20', '21', '22', '23', '29', '1', '3', '2', '4', '7', '9', '8', '11', '10', '13', '12', '15', '14', '17', '16', '33', '32', '31', '30', '36', '35', '34', '19']"
28,"['24', '25', '26', '27', '20', '21', '22', '29', '3', '2', '4', '7', '6', '9', '11', '10', '13', '12', '15', '14', '17', '33', '31', '30', '36', '35', '34', '19']"
