infectee,infectors
Ant15,['SEED']
Ant26,['Ant15']
Ant13,['Ant15']
Ant52,['Ant26']
Ant169,['Ant26']
Ant576,['Ant26']
Ant161,['Ant26']
Ant252,['Ant26']
Ant71,['Ant252']
Ant437,['Ant252']
Ant482,['Ant252']
Ant207,['Ant252']
Ant458,['Ant252']
Ant97,['Ant252']
Ant173,['Ant252']
Ant48,['Ant252']
Ant614,['Ant252']
Ant264,['Ant252']
Ant0,['Ant252']
Ant38,['Ant252']
Ant23,['Ant252']
Ant178,['Ant252']
Ant250,['Ant252']
Ant238,['Ant252']
Ant206,['Ant252']
Ant124,['Ant252']
Ant476,['Ant252']
Ant7,['Ant252']
Ant331,['Ant252']
Ant311,['Ant252']
Ant632,['Ant252']
Ant740,['Ant252']
Ant50,['Ant252']
Ant251,['Ant252']
Ant112,['Ant252']
Ant534,['Ant112']
Ant398,['Ant112']
Ant102,['Ant252']
Ant395,['Ant112']
Ant176,['Ant112']
Ant556,['Ant112']
Ant2,['Ant112']
Ant62,['Ant112']
Ant117,['Ant112']
Ant4,['Ant117']
Ant334,['Ant117']
Ant105,['Ant117']
Ant159,['Ant117']
Ant564,['Ant117']
Ant44,['Ant117']
Ant509,['Ant117']
Ant592,['Ant117']
Ant72,['Ant117']
Ant518,['Ant117']
Ant263,['Ant117']
Ant313,['Ant117']
Ant172,['Ant117']
Ant650,['Ant117']
Ant610,['Ant117']
Ant53,['Ant117']
Ant289,['Ant117']
Ant43,['Ant117']
Ant1,['Ant117']
Ant198,['Ant117']
Ant298,['Ant117']
Ant51,['Ant117']
Ant242,['Ant117']
Ant66,['Ant117']
Ant156,['Ant117']
Ant663,['Ant117']
Ant60,['Ant112']
Ant209,['Ant117']
Ant6,['Ant117']
Ant255,['Ant112']
Ant501,['Ant117']
Ant81,['Ant117']
Ant638,['Ant117']
Ant74,['Ant117']
Ant57,['Ant117']
Ant126,['Ant112']
Ant149,['Ant117']
Ant111,['Ant518']
Ant380,['Ant117']
Ant186,['Ant117']
Ant299,['Ant117']
Ant12,['Ant117']
Ant245,['Ant117']
Ant9,['Ant117']
Ant256,['Ant117']
Ant35,['Ant117']
Ant329,['Ant117']
Ant530,['Ant117']
Ant475,['Ant117']
Ant194,['Ant117']
Ant59,['Ant117']
Ant115,['Ant117']
Ant158,['Ant117']
Ant17,['Ant117']
Ant131,['Ant117']
Ant30,['Ant117']
Ant391,['Ant117']
Ant127,['Ant117']
Ant296,['Ant117']
Ant308,['Ant117']
Ant27,['Ant117']
Ant221,['Ant117']
Ant54,['Ant117']
Ant220,['Ant117']
Ant196,['Ant117']
Ant621,['Ant117']
Ant665,['Ant621']
Ant170,['Ant621']
Ant96,['Ant621']
Ant604,['Ant621']
Ant278,['Ant621']
Ant538,['Ant621']
Ant227,['Ant621']
Ant599,['Ant621']
Ant68,['Ant621']
Ant301,['Ant621']
Ant580,['Ant621']
Ant20,['Ant621']
Ant28,['Ant621']
Ant191,['Ant621']
Ant462,['Ant621']
Ant70,['Ant621']
Ant218,['Ant621']
Ant260,['Ant621']
Ant492,['Ant621']
Ant190,['Ant621']
Ant137,['Ant621']
Ant673,['Ant621']
Ant390,['Ant621']
Ant394,['Ant621']
Ant540,['Ant621']
Ant118,['Ant580']
Ant356,['Ant621']
Ant342,['Ant621']
Ant142,['Ant621']
Ant607,['Ant621']
Ant212,['Ant621']
Ant175,['Ant621']
Ant324,['Ant621']
Ant954,['Ant621']
Ant76,['Ant621']
Ant229,['Ant621']
Ant215,['Ant621']
Ant243,['Ant580']
Ant560,['Ant621']
Ant217,['Ant621']
Ant210,['Ant621']
Ant109,['Ant621']
Ant347,['Ant621']
Ant85,['Ant621']
Ant219,['Ant621']
Ant397,['Ant621']
Ant65,['Ant621']
Ant19,['Ant621']
Ant32,['Ant621']
Ant244,['Ant580']
