infectee,infectors
096361847,['SEED']
072869257,['096361847']
072809522,['072869257']
095594023,['072809522']
095593071,['072809522']
072888895,['072809522']
095588081,['095593071']
079784108,['095588081']
095566335,['079784108']
073088516,['079784108']
095582312,['079784108']
095595316,['073088516']
073043573,['095582312']
073107614,['095582312']
079566084,['073088516']
079782624,['073107614']
072626337,['073107614']
095592888,['073043573']
073105623,['073107614']
072834264,['073105623']
096382809,['072626337']
079630098,['073043573']
096359313,['096382809']
095565087,['096359313']
072823560,['072626337']
096543825,['073043573']
095582381,['096359313']
095565295,['096382809']
072793593,['095582381']
095592841,['096359313']
079619856,['095565295']
095594604,['096359313']
095593348,['095592841']
079604028,['095582381']
079790001,['079630098']
095570867,['095593348']
073047886,['079604028']
073076048,['073047886']
095571796,['073047886']
079776085,['095593348']
073052339,['079790001']
067008281,['079790001']
079552260,['096543825']
072796785,['095571796']
095583111,['073047886']
072788298,['079552260']
079768583,['073047886']
072854069,['096359313']
072786528,['079782624']
096554111,['079768583']
079626258,['079776085']
079570341,['079552260']
079577792,['072788298']
096550288,['079768583']
079586858,['079577792']
073033266,['072786528']
096368787,['073052339']
095594783,['073033266']
079581319,['067008281']
079561551,['095594783']
073080095,['079561551']
079802341,['079561551']
095595115,['079802341']
079601771,['072788298']
096375348,['072788298']
