infectee,infectors
Ant210,['SEED']
Ant599,['Ant210']
Ant244,['Ant599']
Ant178,['Ant244']
Ant556,['Ant244']
Ant509,['Ant210']
Ant256,['Ant556']
Ant62,['Ant556']
Ant118,['Ant556']
Ant607,['Ant118']
Ant170,['Ant118']
Ant17,['Ant118']
Ant27,['Ant118']
Ant149,['Ant118']
Ant96,['Ant118']
Ant194,['Ant118']
Ant20,['Ant118']
Ant1,['Ant118']
Ant175,['Ant118']
Ant19,['Ant118']
Ant26,['Ant118']
Ant255,['Ant118']
Ant32,['Ant118']
Ant218,['Ant118']
Ant117,['Ant118']
Ant76,['Ant118']
Ant347,['Ant118']
Ant70,['Ant118']
Ant161,['Ant118']
Ant437,['Ant117']
Ant329,['Ant118']
Ant186,['Ant118']
Ant7,['Ant117']
Ant173,['Ant118']
Ant13,['Ant117']
Ant592,['Ant118']
Ant169,['Ant194']
Ant227,['Ant118']
Ant209,['Ant118']
Ant198,['Ant118']
Ant51,['Ant118']
Ant66,['Ant227']
Ant23,['Ant118']
Ant621,['Ant118']
Ant229,['Ant621']
Ant395,['Ant621']
Ant191,['Ant621']
Ant9,['Ant621']
Ant68,['Ant118']
Ant534,['Ant621']
Ant60,['Ant621']
Ant564,['Ant227']
Ant212,['Ant227']
Ant71,['Ant621']
Ant30,['Ant621']
Ant238,['Ant117']
Ant72,['Ant621']
Ant126,['Ant118']
Ant217,['Ant621']
Ant131,['Ant621']
Ant2,['Ant621']
Ant331,['Ant621']
Ant540,['Ant621']
Ant560,['Ant118']
Ant28,['Ant621']
Ant4,['Ant621']
Ant6,['Ant621']
Ant65,['Ant621']
Ant54,['Ant621']
Ant102,['Ant227']
Ant492,['Ant621']
Ant97,['Ant621']
Ant172,['Ant621']
Ant52,['Ant621']
Ant298,['Ant118']
Ant650,['Ant621']
Ant220,['Ant621']
Ant251,['Ant621']
Ant156,['Ant198']
Ant142,['Ant621']
Ant12,['Ant621']
Ant115,['Ant621']
Ant215,['Ant621']
Ant518,['Ant621']
Ant50,['Ant621']
Ant390,['Ant621']
Ant245,['Ant198']
Ant111,['Ant621']
Ant476,['Ant621']
Ant137,['Ant621']
Ant665,['Ant621']
Ant342,['Ant621']
Ant278,['Ant621']
Ant398,['Ant621']
Ant391,['Ant118']
Ant308,['Ant621']
Ant242,['Ant665']
Ant604,['Ant621']
Ant44,['Ant665']
Ant313,['Ant621']
Ant263,['Ant621']
Ant311,['Ant198']
Ant81,['Ant621']
Ant296,['Ant621']
Ant501,['Ant118']
Ant158,['Ant621']
Ant356,['Ant621']
Ant159,['Ant665']
Ant260,['Ant621']
Ant243,['Ant621']
Ant576,['Ant665']
Ant324,['Ant621']
Ant740,['Ant621']
Ant221,['Ant621']
Ant48,['Ant621']
Ant252,['Ant621']
Ant954,['Ant621']
Ant462,['Ant621']
Ant219,['Ant665']
Ant112,['Ant118']
Ant334,['Ant621']
Ant580,['Ant665']
Ant53,['Ant621']
Ant397,['Ant621']
Ant196,['Ant621']
Ant673,['Ant621']
Ant638,['Ant621']
Ant482,['Ant621']
Ant15,['Ant621']
Ant43,['Ant665']
Ant610,['Ant356']
Ant663,['Ant621']
Ant190,['Ant621']
Ant394,['Ant621']
Ant380,['Ant621']
Ant530,['Ant356']
Ant301,['Ant621']
Ant264,['Ant665']
Ant105,['Ant665']
Ant632,['Ant621']
Ant289,['Ant665']
Ant124,['Ant621']
Ant458,['Ant621']
Ant85,['Ant621']
Ant0,['Ant117']
Ant74,['Ant665']
Ant538,['Ant621']
Ant475,['Ant665']
Ant250,['Ant621']
Ant38,['Ant621']
Ant127,['Ant621']
Ant59,['Ant621']
Ant57,['Ant356']
Ant35,['Ant621']
Ant207,['Ant665']
Ant109,['Ant621']
Ant206,['Ant621']
Ant176,['Ant665']
Ant614,['Ant621']
Ant299,['Ant621']
