infectee,infectors
Ant252,['SEED']
Ant311,['Ant252']
Ant186,['Ant252']
Ant632,"['Ant252', 'Ant186']"
Ant173,"['Ant252', 'Ant186']"
Ant238,"['Ant252', 'Ant173', 'Ant632', 'Ant186']"
Ant313,"['Ant311', 'Ant173', 'Ant186']"
Ant4,"['Ant252', 'Ant313', 'Ant173', 'Ant632', 'Ant238', 'Ant186']"
Ant564,"['Ant173', 'Ant186', 'Ant313']"
Ant298,"['Ant252', 'Ant564', 'Ant313', 'Ant4', 'Ant173', 'Ant186']"
Ant17,"['Ant564', 'Ant313', 'Ant4', 'Ant632', 'Ant186']"
Ant2,"['Ant252', 'Ant313', 'Ant4', 'Ant17', 'Ant298', 'Ant173', 'Ant238', 'Ant186']"
Ant115,"['Ant564', 'Ant313', 'Ant632', 'Ant2', 'Ant17', 'Ant298', 'Ant173', 'Ant186']"
Ant149,"['Ant252', 'Ant115', 'Ant4', 'Ant2', 'Ant298', 'Ant173', 'Ant632', 'Ant238', 'Ant186']"
Ant278,"['Ant252', 'Ant149', 'Ant115', 'Ant313', 'Ant4', 'Ant2', 'Ant298', 'Ant173', 'Ant632', 'Ant238']"
Ant52,"['Ant252', 'Ant632', 'Ant149', 'Ant278', 'Ant115', 'Ant313', 'Ant311', 'Ant2', 'Ant17', 'Ant298', 'Ant173', 'Ant238', 'Ant186']"
Ant604,"['Ant564', 'Ant52', 'Ant115', 'Ant313', 'Ant4', 'Ant17', 'Ant186']"
Ant137,"['Ant564', 'Ant278', 'Ant115', 'Ant313', 'Ant2', 'Ant632', 'Ant17', 'Ant298', 'Ant604', 'Ant173']"
Ant215,"['Ant252', 'Ant564', 'Ant52', 'Ant278', 'Ant115', 'Ant149', 'Ant4', 'Ant2', 'Ant137', 'Ant17', 'Ant298', 'Ant632', 'Ant604', 'Ant173', 'Ant238', 'Ant186']"
Ant614,"['Ant564', 'Ant52', 'Ant115', 'Ant313', 'Ant4', 'Ant2', 'Ant137', 'Ant632', 'Ant17', 'Ant298', 'Ant215', 'Ant604', 'Ant173', 'Ant238', 'Ant186']"
Ant607,"['Ant252', 'Ant564', 'Ant115', 'Ant313', 'Ant4', 'Ant2', 'Ant137', 'Ant614', 'Ant17', 'Ant298', 'Ant215', 'Ant604', 'Ant186']"
Ant30,"['Ant252', 'Ant564', 'Ant52', 'Ant313', 'Ant149', 'Ant2', 'Ant614', 'Ant17', 'Ant298', 'Ant215', 'Ant604', 'Ant607', 'Ant186']"
Ant260,"['Ant252', 'Ant52', 'Ant278', 'Ant115', 'Ant137', 'Ant632', 'Ant149', 'Ant313', 'Ant4', 'Ant2', 'Ant17', 'Ant215', 'Ant173', 'Ant30', 'Ant238', 'Ant186']"
Ant673,"['Ant252', 'Ant564', 'Ant52', 'Ant149', 'Ant278', 'Ant115', 'Ant260', 'Ant313', 'Ant4', 'Ant2', 'Ant614', 'Ant17', 'Ant298', 'Ant215', 'Ant607', 'Ant173', 'Ant30', 'Ant186']"
Ant57,"['Ant252', 'Ant52', 'Ant313', 'Ant260', 'Ant173', 'Ant4', 'Ant2', 'Ant632', 'Ant215', 'Ant186', 'Ant238']"
Ant66,"['Ant52', 'Ant673', 'Ant278', 'Ant4', 'Ant2', 'Ant614']"
Ant245,"['Ant252', 'Ant2', 'Ant52', 'Ant17', 'Ant632', 'Ant215']"
Ant51,"['Ant252', 'Ant564', 'Ant245', 'Ant137', 'Ant313', 'Ant52', 'Ant57', 'Ant632', 'Ant673', 'Ant278', 'Ant115', 'Ant260', 'Ant149', 'Ant4', 'Ant2', 'Ant614', 'Ant17', 'Ant298', 'Ant215', 'Ant607', 'Ant173', 'Ant30', 'Ant238']"
Ant482,"['Ant252', 'Ant51', 'Ant673', 'Ant278', 'Ant115', 'Ant260', 'Ant311', 'Ant149', 'Ant4', 'Ant2', 'Ant137', 'Ant614', 'Ant215', 'Ant173', 'Ant30', 'Ant632', 'Ant186']"
Ant394,"['Ant252', 'Ant564', 'Ant245', 'Ant51', 'Ant52', 'Ant673', 'Ant278', 'Ant115', 'Ant260', 'Ant313', 'Ant137', 'Ant4', 'Ant2', 'Ant482', 'Ant614', 'Ant17', 'Ant298', 'Ant215', 'Ant607', 'Ant173', 'Ant30', 'Ant632', 'Ant186']"
Ant0,"['Ant252', 'Ant51', 'Ant52', 'Ant57', 'Ant278', 'Ant260', 'Ant313', 'Ant311', 'Ant4', 'Ant614', 'Ant215', 'Ant604', 'Ant173', 'Ant632', 'Ant238', 'Ant186']"
