infectee,infectors
Ant252,['SEED']
Ant242,['Ant252']
Ant1,['Ant242']
Ant59,"['Ant252', 'Ant242']"
Ant149,"['Ant242', 'Ant59', 'Ant1']"
Ant172,"['Ant252', 'Ant242', 'Ant59', 'Ant149']"
Ant599,"['Ant242', 'Ant59', 'Ant149']"
Ant592,"['Ant252', 'Ant242', 'Ant59', 'Ant149', 'Ant1', 'Ant172']"
Ant296,"['Ant252', 'Ant242', 'Ant59', 'Ant149', 'Ant1', 'Ant592', 'Ant599', 'Ant172']"
Ant502,"['Ant252', 'Ant242', 'Ant59', 'Ant592', 'Ant172', 'Ant296']"
Ant23,"['Ant252', 'Ant242', 'Ant1', 'Ant592', 'Ant599', 'Ant502', 'Ant296', 'Ant149']"
Ant646,"['Ant252', 'Ant23', 'Ant242', 'Ant172', 'Ant59', 'Ant592', 'Ant599', 'Ant502', 'Ant296']"
Ant311,"['Ant252', 'Ant23', 'Ant646', 'Ant242', 'Ant59', 'Ant149', 'Ant172', 'Ant592', 'Ant599', 'Ant502', 'Ant296']"
Ant740,"['Ant252', 'Ant23', 'Ant242', 'Ant59', 'Ant149', 'Ant172', 'Ant311', 'Ant592', 'Ant502', 'Ant296']"
Ant929,"['Ant242', 'Ant740', 'Ant172', 'Ant311', 'Ant646', 'Ant59', 'Ant592', 'Ant502', 'Ant296', 'Ant252']"
Ant158,"['Ant929', 'Ant252', 'Ant646', 'Ant242', 'Ant59', 'Ant149', 'Ant740', 'Ant592', 'Ant172', 'Ant311', 'Ant502', 'Ant296']"
Ant17,"['Ant929', 'Ant252', 'Ant23', 'Ant646', 'Ant242', 'Ant59', 'Ant740', 'Ant158', 'Ant311', 'Ant592', 'Ant172', 'Ant502', 'Ant296']"
Ant24,"['Ant929', 'Ant252', 'Ant242', 'Ant740', 'Ant172', 'Ant158', 'Ant311', 'Ant646', 'Ant59', 'Ant599', 'Ant17', 'Ant502', 'Ant296', 'Ant149', 'Ant23']"
Ant14,"['Ant929', 'Ant23', 'Ant646', 'Ant149', 'Ant740', 'Ant158', 'Ant1', 'Ant592', 'Ant599', 'Ant172', 'Ant17', 'Ant502', 'Ant296']"
Ant475,"['Ant929', 'Ant252', 'Ant24', 'Ant23', 'Ant646', 'Ant242', 'Ant59', 'Ant149', 'Ant502', 'Ant740', 'Ant158', 'Ant311', 'Ant592', 'Ant599', 'Ant14', 'Ant17', 'Ant296', 'Ant172']"
Ant305,"['Ant252', 'Ant24', 'Ant23', 'Ant646', 'Ant242', 'Ant59', 'Ant172', 'Ant158', 'Ant592', 'Ant599', 'Ant14', 'Ant17', 'Ant502', 'Ant296', 'Ant149', 'Ant475']"
Ant173,"['Ant1', 'Ant14']"
Ant96,"['Ant24', 'Ant242', 'Ant149', 'Ant475', 'Ant740', 'Ant311', 'Ant1', 'Ant592', 'Ant599', 'Ant14', 'Ant296']"
Ant540,"['Ant242', 'Ant740', 'Ant172', 'Ant158', 'Ant311', 'Ant646', 'Ant929', 'Ant59', 'Ant599', 'Ant14', 'Ant17', 'Ant502', 'Ant296', 'Ant149', 'Ant475', 'Ant252', 'Ant24', 'Ant305', 'Ant23']"
Ant120,"['Ant540', 'Ant929', 'Ant252', 'Ant24', 'Ant23', 'Ant242', 'Ant59', 'Ant305', 'Ant149', 'Ant475', 'Ant740', 'Ant158', 'Ant311', 'Ant502', 'Ant1', 'Ant592', 'Ant599', 'Ant14', 'Ant17', 'Ant96', 'Ant296', 'Ant172']"
Ant530,"['Ant540', 'Ant929', 'Ant252', 'Ant24', 'Ant23', 'Ant120', 'Ant646', 'Ant242', 'Ant59', 'Ant305', 'Ant149', 'Ant475', 'Ant740', 'Ant158', 'Ant311', 'Ant1', 'Ant592', 'Ant17', 'Ant502', 'Ant296', 'Ant172']"
Ant433,"['Ant929', 'Ant252', 'Ant24', 'Ant120', 'Ant646', 'Ant242', 'Ant59', 'Ant305', 'Ant149', 'Ant475', 'Ant740', 'Ant158', 'Ant311', 'Ant592', 'Ant599', 'Ant502', 'Ant96', 'Ant296', 'Ant172', 'Ant530']"
Ant391,"['Ant929', 'Ant252', 'Ant24', 'Ant23', 'Ant120', 'Ant646', 'Ant59', 'Ant305', 'Ant475', 'Ant740', 'Ant158', 'Ant311', 'Ant172', 'Ant1', 'Ant17', 'Ant502', 'Ant530', 'Ant296', 'Ant433']"
Ant334,"['Ant540', 'Ant929', 'Ant252', 'Ant24', 'Ant23', 'Ant120', 'Ant242', 'Ant740', 'Ant172', 'Ant158', 'Ant311', 'Ant646', 'Ant391', 'Ant1', 'Ant59', 'Ant530', 'Ant592', 'Ant599', 'Ant14', 'Ant17', 'Ant96', 'Ant296', 'Ant149', 'Ant475', 'Ant305']"
Ant65,"['Ant540', 'Ant252', 'Ant23', 'Ant120', 'Ant334', 'Ant242', 'Ant149', 'Ant475', 'Ant158', 'Ant311', 'Ant1', 'Ant592', 'Ant599', 'Ant14', 'Ant96', 'Ant296', 'Ant530']"
