infectee,infectors
Ant153,['SEED']
Ant838,['Ant153']
Ant192,"['Ant610', 'Ant153']"
Ant24,"['Ant192', 'Ant838', 'Ant153']"
Ant501,"['Ant192', 'Ant24', 'Ant153']"
Ant65,['Ant610']
Ant26,"['Ant24', 'Ant610', 'Ant838', 'Ant153']"
Ant117,"['Ant192', 'Ant153', 'Ant24', 'Ant838', 'Ant501', 'Ant65', 'Ant610']"
Ant534,"['Ant117', 'Ant24', 'Ant838', 'Ant501', 'Ant610']"
Ant126,"['Ant117', 'Ant192', 'Ant534', 'Ant610', 'Ant26', 'Ant65']"
Ant1,"['Ant117', 'Ant126', 'Ant24', 'Ant26', 'Ant153', 'Ant610', 'Ant65']"
Ant650,"['Ant117', 'Ant192', 'Ant610', 'Ant838', 'Ant1', 'Ant153', 'Ant126', 'Ant24', 'Ant26', 'Ant65']"
Ant607,"['Ant117', 'Ant650', 'Ant126', 'Ant26', 'Ant153', 'Ant501', 'Ant65', 'Ant610', 'Ant534']"
Ant23,"['Ant117', 'Ant192', 'Ant650', 'Ant126', 'Ant24', 'Ant607', 'Ant610', 'Ant153']"
Ant71,"['Ant117', 'Ant192', 'Ant24', 'Ant23', 'Ant838', 'Ant534']"
Ant387,"['Ant501', 'Ant153', 'Ant117', 'Ant1', 'Ant192', 'Ant71', 'Ant650', 'Ant126', 'Ant26', 'Ant65']"
Ant954,"['Ant117', 'Ant192', 'Ant24', 'Ant26', 'Ant23', 'Ant838', 'Ant607', 'Ant610', 'Ant501', 'Ant71', 'Ant153', 'Ant534']"
Ant73,"['Ant117', 'Ant192', 'Ant650', 'Ant126', 'Ant24', 'Ant838', 'Ant954', 'Ant153', 'Ant607', 'Ant534', 'Ant610', 'Ant65']"
Ant186,"['Ant387', 'Ant192', 'Ant650', 'Ant126', 'Ant26', 'Ant23', 'Ant153', 'Ant501', 'Ant1', 'Ant65', 'Ant607']"
Ant17,"['Ant117', 'Ant650', 'Ant126', 'Ant838', 'Ant954', 'Ant153', 'Ant73', 'Ant71', 'Ant607', 'Ant610', 'Ant534', 'Ant186']"
Ant172,"['Ant387', 'Ant117', 'Ant24', 'Ant838', 'Ant954', 'Ant153', 'Ant501', 'Ant73', 'Ant71', 'Ant17', 'Ant607', 'Ant186']"
Ant299,"['Ant387', 'Ant117', 'Ant192', 'Ant650', 'Ant126', 'Ant24', 'Ant954', 'Ant153', 'Ant73', 'Ant71', 'Ant17', 'Ant172', 'Ant610', 'Ant186', 'Ant534']"
Ant614,"['Ant117', 'Ant650', 'Ant26', 'Ant501', 'Ant610', 'Ant186']"
Ant250,"['Ant117', 'Ant650', 'Ant534', 'Ant954', 'Ant838', 'Ant172', 'Ant186', 'Ant501', 'Ant73', 'Ant71', 'Ant614', 'Ant17', 'Ant299', 'Ant126', 'Ant24', 'Ant23']"
Ant320,"['Ant387', 'Ant117', 'Ant192', 'Ant501', 'Ant607', 'Ant954', 'Ant838', 'Ant172', 'Ant153', 'Ant1', 'Ant73', 'Ant17', 'Ant650', 'Ant299', 'Ant126', 'Ant186', 'Ant26', 'Ant23', 'Ant65']"
Ant256,"['Ant387', 'Ant117', 'Ant192', 'Ant320', 'Ant650', 'Ant250', 'Ant299', 'Ant610', 'Ant838', 'Ant172', 'Ant186', 'Ant1', 'Ant614', 'Ant126', 'Ant24', 'Ant26', 'Ant23', 'Ant65']"
Ant14,"['Ant387', 'Ant117', 'Ant192', 'Ant320', 'Ant650', 'Ant250', 'Ant256', 'Ant126', 'Ant26', 'Ant23', 'Ant954', 'Ant153', 'Ant1', 'Ant71', 'Ant607', 'Ant534', 'Ant610', 'Ant172', 'Ant299', 'Ant186', 'Ant65']"
Ant326,"['Ant117', 'Ant954', 'Ant838', 'Ant172', 'Ant153', 'Ant501', 'Ant73', 'Ant71', 'Ant14', 'Ant17', 'Ant299', 'Ant24', 'Ant23']"
Ant251,"['Ant387', 'Ant117', 'Ant320', 'Ant650', 'Ant607', 'Ant610', 'Ant954', 'Ant172', 'Ant73', 'Ant14', 'Ant17', 'Ant534', 'Ant126', 'Ant186', 'Ant26', 'Ant23', 'Ant65']"
