infectee,infectors
Ant257,['SEED']
Ant673,['Ant257']
Ant174,['Ant257']
Ant332,['Ant257']
Ant7,['Ant257']
Ant105,['Ant257']
Ant102,['Ant257']
Ant148,['Ant174']
Ant172,['Ant257']
Ant342,['Ant257']
Ant593,['Ant257']
Ant210,['Ant257']
Ant52,['Ant257']
Ant20,['Ant332']
Ant144,['Ant257']
Ant607,['Ant257']
Ant518,['Ant607']
Ant209,['Ant257']
Ant604,['Ant518']
Ant50,['Ant20']
Ant265,['Ant518']
Ant476,['Ant257']
Ant114,['Ant604']
Ant324,['Ant604']
Ant30,['Ant114']
Ant437,['Ant114']
Ant65,['Ant114']
Ant169,['Ant324']
Ant62,['Ant324']
Ant19,['Ant518']
Ant268,['Ant114']
Ant161,['Ant50']
Ant112,['Ant518']
Ant296,['Ant518']
Ant206,['Ant114']
Ant298,['Ant114']
Ant63,['Ant518']
Ant147,['Ant114']
Ant650,['Ant518']
Ant243,['Ant112']
Ant556,['Ant518']
Ant126,['Ant518']
Ant256,['Ant114']
Ant395,['Ant114']
Ant356,['Ant604']
Ant96,['Ant518']
Ant99,['Ant518']
Ant217,['Ant114']
Ant665,['Ant356']
Ant400,['Ant114']
Ant140,['Ant518']
Ant502,['Ant518']
Ant560,['Ant356']
Ant244,['Ant356']
Ant492,['Ant356']
Ant195,['Ant356']
Ant35,['Ant114']
Ant98,['Ant356']
Ant32,['Ant492']
Ant599,['Ant114']
Ant289,['Ant114']
Ant72,['Ant356']
Ant202,['Ant112']
Ant44,['Ant356']
Ant621,['Ant665']
Ant592,['Ant621']
Ant575,['Ant621']
Ant232,['Ant621']
Ant638,['Ant112']
Ant215,['Ant621']
Ant227,['Ant621']
Ant60,['Ant621']
Ant6,['Ant621']
Ant176,['Ant112']
Ant564,['Ant227']
Ant262,['Ant621']
Ant398,['Ant621']
Ant15,['Ant227']
Ant294,['Ant112']
Ant552,['Ant621']
Ant137,['Ant621']
Ant632,['Ant112']
Ant305,['Ant621']
Ant219,['Ant621']
Ant2,['Ant621']
Ant55,['Ant621']
Ant237,['Ant621']
