infectee,infectors
Ant262,['SEED']
Ant227,['Ant262']
Ant140,['Ant227']
Ant98,"['Ant227', 'Ant140']"
Ant195,"['Ant227', 'Ant262', 'Ant140', 'Ant98']"
Ant19,"['Ant227', 'Ant262', 'Ant195', 'Ant140', 'Ant98']"
Ant63,"['Ant227', 'Ant195', 'Ant19', 'Ant140', 'Ant98']"
Ant650,"['Ant195', 'Ant19', 'Ant140', 'Ant98', 'Ant63']"
Ant268,"['Ant227', 'Ant140']"
Ant502,"['Ant227', 'Ant268', 'Ant195', 'Ant19', 'Ant140', 'Ant98']"
Ant638,"['Ant227', 'Ant268']"
Ant2,"['Ant268', 'Ant638', 'Ant502']"
Ant176,"['Ant227', 'Ant268', 'Ant638', 'Ant2']"
Ant210,"['Ant227', 'Ant268', 'Ant195', 'Ant19', 'Ant140', 'Ant98', 'Ant650', 'Ant502', 'Ant63']"
Ant172,"['Ant227', 'Ant638', 'Ant2', 'Ant268', 'Ant176']"
Ant202,"['Ant227', 'Ant172', 'Ant268', 'Ant176', 'Ant638']"
Ant289,"['Ant227', 'Ant262', 'Ant172', 'Ant268', 'Ant176', 'Ant202', 'Ant2', 'Ant195', 'Ant638', 'Ant140', 'Ant98', 'Ant210', 'Ant502', 'Ant63']"
Ant599,"['Ant227', 'Ant262', 'Ant195', 'Ant19', 'Ant98', 'Ant650', 'Ant502', 'Ant63']"
Ant65,"['Ant262', 'Ant289', 'Ant599', 'Ant195', 'Ant650', 'Ant502', 'Ant63']"
Ant437,"['Ant227', 'Ant262', 'Ant289', 'Ant268', 'Ant599', 'Ant195', 'Ant19', 'Ant650', 'Ant210', 'Ant502', 'Ant63', 'Ant65']"
Ant256,"['Ant227', 'Ant262', 'Ant289', 'Ant268', 'Ant202', 'Ant599', 'Ant195', 'Ant19', 'Ant140', 'Ant98', 'Ant650', 'Ant210', 'Ant437', 'Ant502', 'Ant63', 'Ant65']"
Ant99,"['Ant227', 'Ant262', 'Ant289', 'Ant599', 'Ant195', 'Ant19', 'Ant256', 'Ant650', 'Ant437', 'Ant502']"
Ant244,"['Ant227', 'Ant262', 'Ant289', 'Ant599', 'Ant195', 'Ant19', 'Ant140', 'Ant99', 'Ant98', 'Ant650', 'Ant210', 'Ant256', 'Ant437', 'Ant502', 'Ant63', 'Ant65']"
Ant206,"['Ant227', 'Ant256', 'Ant599', 'Ant195', 'Ant19', 'Ant140', 'Ant99', 'Ant98', 'Ant650', 'Ant502', 'Ant63']"
Ant604,"['Ant262', 'Ant289', 'Ant206', 'Ant227', 'Ant244', 'Ant195', 'Ant599', 'Ant19', 'Ant140', 'Ant99', 'Ant98', 'Ant650', 'Ant210', 'Ant256', 'Ant437', 'Ant63', 'Ant65']"
Ant147,"['Ant604', 'Ant227', 'Ant289', 'Ant268', 'Ant206', 'Ant599', 'Ant244', 'Ant195', 'Ant19', 'Ant256', 'Ant99', 'Ant98', 'Ant650', 'Ant210', 'Ant437', 'Ant63', 'Ant65']"
Ant476,"['Ant604', 'Ant262', 'Ant206', 'Ant599', 'Ant244', 'Ant195', 'Ant19', 'Ant147', 'Ant99', 'Ant98', 'Ant650', 'Ant502', 'Ant210', 'Ant63']"
Ant15,"['Ant604', 'Ant262', 'Ant206', 'Ant599', 'Ant195', 'Ant19', 'Ant140', 'Ant99', 'Ant650', 'Ant476', 'Ant210', 'Ant437']"
Ant50,"['Ant227', 'Ant206', 'Ant195', 'Ant19', 'Ant15', 'Ant147', 'Ant99', 'Ant98', 'Ant650', 'Ant476', 'Ant210', 'Ant437', 'Ant502', 'Ant63']"
Ant35,"['Ant604', 'Ant227', 'Ant244', 'Ant195', 'Ant599', 'Ant19', 'Ant15', 'Ant140', 'Ant147', 'Ant99', 'Ant476', 'Ant210', 'Ant437', 'Ant502', 'Ant63', 'Ant65']"
Ant6,"['Ant604', 'Ant227', 'Ant262', 'Ant289', 'Ant206', 'Ant35', 'Ant599', 'Ant244', 'Ant195', 'Ant50', 'Ant19', 'Ant15', 'Ant99', 'Ant650', 'Ant476', 'Ant210', 'Ant256', 'Ant437', 'Ant502', 'Ant63', 'Ant65', 'Ant147']"
Ant592,"['Ant206', 'Ant15', 'Ant50', 'Ant98']"
Ant298,"['Ant227', 'Ant206', 'Ant599', 'Ant244', 'Ant195', 'Ant50', 'Ant19', 'Ant15', 'Ant140', 'Ant99', 'Ant98', 'Ant650', 'Ant476', 'Ant502']"
Ant137,"['Ant604', 'Ant227', 'Ant262', 'Ant206', 'Ant6', 'Ant244', 'Ant195', 'Ant50', 'Ant19', 'Ant15', 'Ant35', 'Ant140', 'Ant298', 'Ant99', 'Ant98', 'Ant650', 'Ant476', 'Ant210', 'Ant147']"
Ant564,"['Ant604', 'Ant227', 'Ant137', 'Ant262', 'Ant289', 'Ant6', 'Ant244', 'Ant195', 'Ant19', 'Ant599', 'Ant35', 'Ant140', 'Ant147', 'Ant298', 'Ant99', 'Ant98', 'Ant476', 'Ant210', 'Ant256', 'Ant437', 'Ant502', 'Ant63', 'Ant65']"
Ant60,"['Ant604', 'Ant227', 'Ant137', 'Ant262', 'Ant206', 'Ant35', 'Ant599', 'Ant6', 'Ant195', 'Ant50', 'Ant19', 'Ant15', 'Ant147', 'Ant298', 'Ant99', 'Ant98', 'Ant650', 'Ant476', 'Ant210', 'Ant63', 'Ant65']"
Ant148,"['Ant604', 'Ant227', 'Ant564', 'Ant599', 'Ant6', 'Ant244', 'Ant195', 'Ant50', 'Ant19', 'Ant15', 'Ant140', 'Ant147', 'Ant298', 'Ant256', 'Ant99', 'Ant98', 'Ant650', 'Ant476', 'Ant210', 'Ant437', 'Ant502', 'Ant60', 'Ant65']"
Ant593,"['Ant604', 'Ant227', 'Ant262', 'Ant206', 'Ant35', 'Ant599', 'Ant6', 'Ant244', 'Ant195', 'Ant50', 'Ant256', 'Ant19', 'Ant15', 'Ant140', 'Ant147', 'Ant148', 'Ant99', 'Ant98', 'Ant650', 'Ant476', 'Ant210', 'Ant437', 'Ant502', 'Ant60', 'Ant63', 'Ant65']"
Ant560,"['Ant227', 'Ant137', 'Ant262', 'Ant289', 'Ant256', 'Ant564', 'Ant6', 'Ant244', 'Ant195', 'Ant599', 'Ant593', 'Ant19', 'Ant15', 'Ant35', 'Ant148', 'Ant99', 'Ant98', 'Ant650', 'Ant476', 'Ant210', 'Ant437', 'Ant502', 'Ant60', 'Ant147']"
