infectee,infectors
Ant149,['SEED']
Ant289,['Ant149']
Ant115,['Ant289']
Ant218,['Ant289']
Ant73,['Ant149']
Ant140,['Ant289']
Ant98,['Ant115']
Ant540,['Ant115']
Ant23,['Ant540']
Ant202,['Ant540']
Ant113,['Ant540']
Ant117,['Ant540']
Ant342,['Ant540']
Ant263,['Ant115']
Ant552,['Ant540']
Ant475,['Ant540']
Ant176,['Ant540']
Ant394,['Ant540']
Ant158,['Ant540']
Ant538,['Ant540']
Ant324,['Ant117']
Ant501,['Ant540']
Ant243,['Ant540']
Ant207,['Ant540']
Ant0,['Ant540']
Ant215,['Ant540']
Ant169,['Ant540']
Ant13,['Ant540']
Ant353,['Ant324']
Ant7,['Ant353']
Ant387,['Ant353']
Ant257,['Ant353']
Ant507,['Ant353']
Ant195,['Ant176']
Ant52,['Ant353']
Ant356,['Ant501']
Ant380,['Ant552']
Ant38,['Ant356']
Ant63,['Ant540']
Ant332,['Ant356']
Ant260,['Ant356']
Ant159,['Ant353']
Ant91,['Ant356']
Ant44,['Ant356']
Ant4,['Ant356']
Ant347,['Ant356']
Ant32,['Ant356']
Ant14,['Ant356']
Ant390,['Ant117']
Ant191,['Ant356']
Ant238,['Ant356']
Ant190,['Ant353']
Ant458,['Ant540']
Ant153,['Ant356']
Ant614,['Ant353']
Ant30,['Ant356']
Ant198,['Ant353']
Ant437,['Ant353']
Ant599,['Ant356']
Ant42,['Ant356']
Ant593,['Ant353']
Ant209,['Ant356']
Ant26,['Ant353']
Ant148,['Ant356']
Ant255,['Ant356']
Ant308,['Ant356']
Ant43,['Ant356']
Ant620,['Ant324']
Ant621,['Ant620']
Ant311,['Ant621']
Ant196,['Ant621']
Ant178,['Ant621']
Ant232,['Ant621']
Ant530,['Ant621']
Ant19,['Ant621']
Ant55,['Ant620']
Ant64,['Ant621']
Ant217,['Ant621']
Ant127,['Ant620']
Ant462,['Ant621']
Ant242,['Ant620']
Ant518,['Ant621']
Ant97,['Ant621']
Ant298,['Ant621']
Ant50,['Ant620']
Ant173,['Ant621']
Ant560,['Ant621']
Ant131,['Ant621']
Ant294,['Ant621']
Ant100,['Ant621']
Ant27,['Ant621']
Ant109,['Ant621']
Ant492,['Ant621']
Ant219,['Ant620']
Ant137,['Ant620']
Ant60,['Ant620']
Ant186,['Ant620']
Ant318,['Ant621']
Ant564,['Ant621']
Ant6,['Ant621']
Ant9,['Ant621']
Ant124,['Ant621']
Ant139,['Ant620']
Ant142,['Ant621']
Ant268,['Ant621']
Ant527,['Ant621']
Ant252,['Ant356']
Ant395,['Ant620']
Ant400,['Ant621']
Ant29,['Ant621']
Ant156,['Ant620']
Ant76,['Ant621']
Ant482,['Ant621']
