infectee,infectors
D45,['SEED']
D6M,['D45']
B70,['D6M']
B34,"['47M', 'D6M']"
D53,"['47M', 'D6M']"
43M,['D53']
D33,"['47M', 'D6M']"
D2M,"['B34', 'D33', 'D45', 'D53']"
G11M,"['B34', 'D33', 'D45', 'D53']"
D34,"['D2M', '47M', 'D6M', 'G11M']"
D41,"['D2M', '47M', 'D6M', 'G11M']"
D52,"['D2M', 'D6M', 'G11M', '43M']"
G6M,"['B34', 'D33', 'D34', 'D41', 'D52', 'D53']"
B35,"['D2M', 'G6M', '47M', 'G11M']"
D31,"['D2M', 'G6M', 'D6M', 'G11M']"
B67,"['D2M', 'G6M', '47M', 'D6M', 'G11M']"
7M,"['B35', 'B67', 'D31', 'D33', 'D34', 'D41']"
63M,"['B35', 'B67', 'D31', 'D33', 'D34', 'D41', 'D52']"
D22M,"['B34', 'B35', 'B67', 'D31', 'D33', 'D34', 'D41', 'D52']"
D37,"['D2M', 'G6M', 'D22M', '7M', '63M']"
