infectee,infectors
228,['SEED']
287,['228']
293,['287']
194,['287']
171,['287']
266,['287']
272,['287']
309,['287']
208,['287']
222,['287']
183,['287']
163,['287']
290,['287']
337,['287']
173,['287']
207,['287']
258,['287']
131,['207']
164,['194']
336,['131']
200,['287']
334,['131']
187,['287']
182,['287']
211,['334']
312,['211']
155,['287']
192,['312']
190,['211']
311,['211']
233,['211']
217,['312']
273,['217']
267,['217']
225,['267']
283,['217']
318,['211']
239,['217']
237,['283']
99,['267']
220,['217']
186,['211']
180,['283']
322,['267']
244,['211']
276,['283']
226,['267']
303,['226']
284,['267']
238,['284']
314,['217']
271,['217']
270,['303']
323,['211']
263,['284']
306,['271']
253,['283']
249,['283']
236,['284']
335,['217']
296,['217']
191,['283']
285,['217']
281,['217']
205,['217']
280,['217']
308,['283']
298,['217']
119,['306']
137,['335']
260,['217']
289,['217']
268,['217']
269,['207']
214,['289']
329,['211']
201,['217']
326,['217']
333,['281']
193,['217']
327,['211']
245,['211']
320,['217']
288,['211']
328,['288']
274,['288']
133,['318']
230,['288']
313,['288']
338,['217']
331,['288']
291,['289']
332,['211']
206,['217']
299,['288']
302,['217']
199,['281']
240,['288']
295,['280']
195,['288']
213,['217']
247,['213']
319,['217']
339,['217']
246,['288']
265,['260']
279,['213']
315,['217']
277,['217']
197,['217']
132,['329']
250,['217']
256,['288']
310,['217']
176,['211']
203,['217']
275,['176']
259,['280']
209,['288']
162,['217']
254,['318']
251,['288']
165,['339']
152,['217']
210,['329']
255,['211']
325,['217']
282,['211']
330,['217']
278,['282']
221,['268']
