infectee,infectors
Ant13,['SEED']
Ant159,['Ant13']
Ant191,"['Ant159', 'Ant13']"
Ant390,"['Ant191', 'Ant159']"
Ant2,"['Ant191', 'Ant159', 'Ant13']"
Ant433,"['Ant390', 'Ant159']"
Ant30,"['Ant390', 'Ant2']"
Ant376,"['Ant191', 'Ant390', 'Ant2', 'Ant13', 'Ant30']"
Ant226,"['Ant191', 'Ant2', 'Ant13', 'Ant376', 'Ant30']"
Ant81,"['Ant226', 'Ant390', 'Ant159', 'Ant2', 'Ant13', 'Ant376', 'Ant30']"
Ant20,"['Ant226', 'Ant191', 'Ant390', 'Ant159', 'Ant2', 'Ant13', 'Ant81', 'Ant376', 'Ant30', 'Ant433']"
Ant257,"['Ant226', 'Ant191', 'Ant20', 'Ant159', 'Ant390', 'Ant13', 'Ant81', 'Ant30', 'Ant433']"
Ant144,"['Ant226', 'Ant191', 'Ant20', 'Ant81', 'Ant376', 'Ant2', 'Ant13']"
Ant207,"['Ant191', 'Ant20', 'Ant257', 'Ant390', 'Ant159', 'Ant2', 'Ant13', 'Ant376', 'Ant30', 'Ant433']"
Ant604,"['Ant226', 'Ant20', 'Ant257', 'Ant390', 'Ant159', 'Ant13', 'Ant81', 'Ant30', 'Ant433']"
Ant646,"['Ant226', 'Ant191', 'Ant20', 'Ant390', 'Ant2', 'Ant13', 'Ant604', 'Ant376', 'Ant433']"
Ant580,"['Ant226', 'Ant191', 'Ant20', 'Ant257', 'Ant390', 'Ant144', 'Ant159', 'Ant2', 'Ant13', 'Ant604', 'Ant81', 'Ant207', 'Ant376', 'Ant30']"
Ant40,"['Ant226', 'Ant191', 'Ant20', 'Ant646', 'Ant144', 'Ant580', 'Ant159', 'Ant2', 'Ant13', 'Ant604', 'Ant81', 'Ant207', 'Ant376', 'Ant30']"
Ant475,"['Ant226', 'Ant191', 'Ant20', 'Ant257', 'Ant646', 'Ant390', 'Ant580', 'Ant159', 'Ant604', 'Ant81', 'Ant207', 'Ant30', 'Ant433']"
Ant278,"['Ant226', 'Ant191', 'Ant20', 'Ant257', 'Ant646', 'Ant390', 'Ant144', 'Ant40', 'Ant580', 'Ant2', 'Ant13', 'Ant604', 'Ant81', 'Ant207', 'Ant376', 'Ant30', 'Ant433']"
