infectee,infectors
073005057,['SEED']
072804561,['073005057']
072626077,['072804561']
072866061,['072626077']
073068539,['072626077']
072866016,['072866061']
073042617,['073068539']
079600287,['073068539']
073078602,['072866061']
072776818,['073068539']
079803101,['072866061']
072837348,['073068539']
073111827,['079803101']
072630863,['072837348']
073045077,['073111827']
079788875,['073005057']
072772518,['073111827']
079782801,['072630863']
072808594,['072630863']
072875539,['072808594']
073011638,['072808594']
067064870,['072626077']
079558788,['067064870']
073060117,['073045077']
073087845,['072630863']
067008379,['072875539']
073062781,['067064870']
072788035,['073087845']
073094005,['067008379']
073005783,['072788035']
072887272,['072788035']
072634523,['072887272']
079584535,['072634523']
072867012,['072634523']
079557881,['073062781']
073108884,['072887272']
