infectee,infectors
Ant226,['SEED']
Ant5,['Ant226']
Ant38,['Ant226']
Ant195,['Ant226']
Ant71,['Ant226']
Ant44,['Ant226']
Ant114,['Ant226']
Ant81,['Ant226']
Ant29,['Ant226']
Ant137,['Ant226']
Ant580,['Ant226']
Ant50,['Ant580']
Ant238,['Ant580']
Ant96,['Ant580']
Ant207,['Ant580']
Ant25,['Ant580']
Ant202,['Ant226']
Ant209,['Ant580']
Ant159,['Ant580']
Ant268,['Ant580']
Ant527,['Ant580']
Ant153,['Ant25']
Ant250,['Ant580']
Ant135,['Ant580']
Ant111,['Ant580']
Ant144,['Ant580']
Ant260,['Ant580']
Ant55,['Ant580']
Ant217,['Ant226']
Ant169,['Ant580']
Ant342,['Ant580']
Ant243,['Ant580']
Ant174,['Ant580']
Ant334,['Ant580']
Ant170,['Ant580']
Ant353,['Ant580']
Ant40,['Ant580']
Ant575,['Ant580']
Ant105,['Ant580']
Ant43,['Ant580']
Ant301,['Ant580']
Ant6,['Ant580']
Ant142,['Ant580']
Ant390,['Ant580']
Ant229,['Ant580']
Ant646,['Ant353']
Ant85,['Ant580']
Ant28,['Ant580']
Ant607,['Ant580']
Ant198,['Ant580']
Ant68,['Ant580']
Ant332,['Ant580']
Ant245,['Ant580']
Ant320,['Ant580']
Ant387,['Ant580']
Ant540,['Ant580']
Ant196,['Ant580']
Ant604,['Ant580']
Ant59,['Ant580']
Ant24,['Ant111']
Ant257,['Ant580']
Ant255,['Ant580']
Ant433,['Ant580']
Ant492,['Ant580']
Ant4,['Ant353']
Ant356,['Ant580']
Ant139,['Ant580']
Ant91,['Ant353']
Ant261,['Ant580']
Ant113,['Ant580']
Ant395,['Ant580']
Ant178,['Ant580']
Ant394,['Ant356']
Ant437,['Ant580']
Ant65,['Ant580']
Ant347,['Ant580']
Ant173,['Ant580']
Ant102,['Ant580']
Ant82,['Ant580']
Ant218,['Ant580']
Ant100,['Ant580']
Ant593,['Ant111']
Ant663,['Ant580']
Ant13,['Ant580']
Ant70,['Ant580']
Ant97,['Ant580']
Ant376,['Ant580']
Ant156,['Ant580']
Ant2,['Ant580']
Ant305,['Ant580']
Ant665,['Ant580']
Ant263,['Ant580']
Ant112,['Ant580']
Ant158,['Ant356']
Ant501,['Ant580']
Ant600,['Ant356']
Ant12,['Ant580']
Ant191,['Ant580']
Ant635,['Ant580']
Ant242,['Ant580']
Ant57,['Ant580']
Ant592,['Ant580']
Ant621,['Ant665']
Ant299,['Ant621']
Ant32,['Ant621']
Ant80,['Ant356']
Ant99,['Ant621']
Ant929,['Ant621']
Ant552,['Ant621']
Ant62,['Ant621']
Ant232,['Ant621']
Ant42,['Ant621']
Ant147,['Ant621']
Ant20,['Ant621']
Ant66,['Ant621']
Ant244,['Ant621']
Ant475,['Ant621']
Ant27,['Ant580']
Ant221,['Ant621']
Ant126,['Ant621']
Ant1,['Ant621']
Ant308,['Ant580']
Ant294,['Ant621']
Ant398,['Ant621']
Ant256,['Ant621']
Ant391,['Ant580']
Ant278,['Ant621']
Ant148,['Ant621']
Ant220,['Ant621']
Ant620,['Ant621']
Ant638,['Ant621']
Ant265,['Ant620']
Ant52,['Ant620']
Ant212,['Ant621']
Ant117,['Ant621']
Ant318,['Ant621']
Ant176,['Ant621']
Ant838,['Ant621']
Ant73,['Ant621']
Ant650,['Ant621']
Ant610,['Ant621']
Ant673,['Ant621']
Ant614,['Ant621']
Ant149,['Ant621']
Ant186,['Ant621']
Ant219,['Ant621']
Ant74,['Ant621']
Ant632,['Ant621']
Ant556,['Ant621']
Ant30,['Ant621']
Ant549,['Ant621']
Ant26,['Ant621']
