infectee,infectors
Ant4,['SEED']
Ant252,['Ant4']
Ant251,['Ant252']
Ant43,['Ant252']
Ant564,['Ant251']
Ant243,['Ant252']
Ant109,['Ant252']
Ant501,['Ant564']
Ant9,['Ant252']
Ant476,['Ant252']
Ant51,['Ant252']
Ant663,['Ant252']
Ant12,['Ant252']
Ant1,['Ant252']
Ant614,['Ant252']
Ant175,['Ant252']
Ant599,['Ant251']
Ant238,['Ant252']
Ant509,['Ant252']
Ant260,['Ant252']
Ant607,['Ant564']
Ant397,['Ant252']
Ant0,['Ant252']
Ant53,['Ant252']
Ant954,['Ant252']
Ant673,['Ant252']
Ant576,['Ant564']
Ant740,['Ant252']
Ant394,['Ant252']
Ant191,['Ant175']
Ant220,['Ant191']
Ant71,['Ant191']
Ant50,['Ant252']
Ant26,['Ant252']
Ant347,['Ant191']
Ant289,['Ant191']
Ant278,['Ant191']
Ant62,['Ant252']
Ant301,['Ant191']
Ant560,['Ant252']
Ant390,['Ant191']
Ant6,['Ant252']
Ant604,['Ant191']
Ant342,['Ant252']
Ant324,['Ant191']
Ant97,['Ant191']
Ant244,['Ant191']
Ant159,['Ant191']
Ant27,['Ant252']
Ant610,['Ant191']
Ant296,['Ant191']
Ant580,['Ant324']
Ant215,['Ant324']
Ant30,['Ant191']
Ant117,['Ant220']
Ant196,['Ant117']
Ant74,['Ant191']
Ant540,['Ant599']
Ant242,['Ant540']
Ant172,['Ant540']
Ant15,['Ant540']
Ant126,['Ant540']
Ant13,['Ant540']
Ant35,['Ant540']
Ant105,['Ant540']
Ant102,['Ant117']
Ant158,['Ant540']
Ant124,['Ant117']
Ant308,['Ant540']
Ant398,['Ant540']
Ant52,['Ant540']
Ant650,['Ant540']
Ant54,['Ant117']
Ant227,['Ant540']
Ant229,['Ant540']
Ant482,['Ant117']
Ant17,['Ant540']
Ant7,['Ant117']
Ant210,['Ant117']
Ant112,['Ant540']
Ant178,['Ant540']
Ant20,['Ant540']
Ant48,['Ant540']
Ant256,['Ant540']
Ant65,['Ant112']
Ant19,['Ant117']
Ant206,['Ant540']
Ant76,['Ant540']
Ant111,['Ant540']
Ant245,['Ant196']
Ant556,['Ant540']
Ant186,['Ant117']
Ant194,['Ant540']
Ant115,['Ant540']
Ant329,['Ant115']
Ant395,['Ant540']
Ant518,['Ant540']
Ant331,['Ant540']
Ant299,['Ant117']
Ant96,['Ant540']
Ant60,['Ant540']
Ant219,['Ant540']
Ant264,['Ant540']
Ant23,['Ant540']
Ant72,['Ant540']
Ant458,['Ant540']
Ant81,['Ant115']
Ant334,['Ant540']
Ant190,['Ant540']
Ant255,['Ant540']
Ant621,['Ant394']
Ant380,['Ant621']
Ant70,['Ant621']
Ant137,['Ant621']
Ant475,['Ant621']
