infectee,infectors
Ant176,['SEED']
Ant232,['Ant176']
Ant518,['Ant176']
Ant40,"['Ant176', 'Ant232']"
Ant210,"['Ant40', 'Ant518', 'Ant176']"
Ant243,"['Ant176', 'Ant518', 'Ant232', 'Ant40']"
Ant62,['Ant232']
Ant296,"['Ant40', 'Ant518', 'Ant232', 'Ant210']"
Ant564,"['Ant176', 'Ant296', 'Ant518', 'Ant210', 'Ant62', 'Ant243']"
Ant395,"['Ant243', 'Ant40', 'Ant518', 'Ant232']"
Ant324,"['Ant176', 'Ant296', 'Ant518', 'Ant232', 'Ant210', 'Ant62']"
Ant356,"['Ant324', 'Ant232', 'Ant62']"
Ant575,"['Ant324', 'Ant564', 'Ant176', 'Ant518', 'Ant210', 'Ant62']"
Ant556,"['Ant356', 'Ant395', 'Ant232', 'Ant62']"
Ant305,"['Ant356', 'Ant564', 'Ant243', 'Ant40', 'Ant395', 'Ant296', 'Ant518', 'Ant232', 'Ant210', 'Ant575']"
Ant98,"['Ant356', 'Ant324', 'Ant556', 'Ant564', 'Ant395', 'Ant296', 'Ant232', 'Ant210', 'Ant62']"
Ant398,"['Ant324', 'Ant564', 'Ant243', 'Ant305', 'Ant575', 'Ant40', 'Ant395', 'Ant176', 'Ant296', 'Ant518', 'Ant232', 'Ant210']"
Ant26,"['Ant356', 'Ant556', 'Ant176', 'Ant398', 'Ant305', 'Ant98', 'Ant210', 'Ant62']"
Ant632,"['Ant305', 'Ant40', 'Ant398', 'Ant176', 'Ant232']"
Ant99,"['Ant324', 'Ant556', 'Ant26', 'Ant305', 'Ant575', 'Ant40', 'Ant395', 'Ant296', 'Ant98', 'Ant210', 'Ant62']"
Ant262,"['Ant324', 'Ant556', 'Ant305', 'Ant575', 'Ant40', 'Ant398', 'Ant176', 'Ant632', 'Ant296', 'Ant99', 'Ant518', 'Ant232', 'Ant62']"
Ant264,"['Ant356', 'Ant324', 'Ant564', 'Ant243', 'Ant305', 'Ant575', 'Ant40', 'Ant262', 'Ant518', 'Ant395', 'Ant398', 'Ant296', 'Ant99', 'Ant98', 'Ant210', 'Ant62', 'Ant632', 'Ant176', 'Ant232']"
Ant20,"['Ant324', 'Ant556', 'Ant398', 'Ant262', 'Ant264', 'Ant176', 'Ant632', 'Ant564', 'Ant296', 'Ant305', 'Ant98', 'Ant518', 'Ant232', 'Ant210', 'Ant243', 'Ant40', 'Ant575', 'Ant62']"
Ant105,"['Ant356', 'Ant324', 'Ant556', 'Ant20', 'Ant564', 'Ant305', 'Ant264', 'Ant398', 'Ant296', 'Ant99', 'Ant518', 'Ant210', 'Ant62', 'Ant232']"
Ant212,"['Ant324', 'Ant20', 'Ant564', 'Ant243', 'Ant305', 'Ant40', 'Ant262', 'Ant264', 'Ant395', 'Ant398', 'Ant296', 'Ant176', 'Ant632', 'Ant232', 'Ant105']"
Ant172,"['Ant356', 'Ant324', 'Ant564', 'Ant243', 'Ant305', 'Ant40', 'Ant262', 'Ant264', 'Ant395', 'Ant398', 'Ant98', 'Ant518', 'Ant212', 'Ant632', 'Ant176', 'Ant232', 'Ant105']"
Ant215,"['Ant324', 'Ant556', 'Ant20', 'Ant564', 'Ant243', 'Ant575', 'Ant40', 'Ant262', 'Ant264', 'Ant395', 'Ant398', 'Ant172', 'Ant632', 'Ant176', 'Ant232', 'Ant212', 'Ant210']"
Ant12,"['Ant20', 'Ant564', 'Ant243', 'Ant40', 'Ant264', 'Ant398', 'Ant176', 'Ant632', 'Ant215', 'Ant212']"
Ant169,"['Ant324', 'Ant556', 'Ant26', 'Ant20', 'Ant564', 'Ant305', 'Ant575', 'Ant40', 'Ant262', 'Ant264', 'Ant398', 'Ant296', 'Ant99', 'Ant518', 'Ant232', 'Ant215', 'Ant210', 'Ant105', 'Ant62']"
Ant65,"['Ant324', 'Ant20', 'Ant243', 'Ant305', 'Ant575', 'Ant40', 'Ant262', 'Ant264', 'Ant398', 'Ant169', 'Ant296', 'Ant518', 'Ant215', 'Ant210', 'Ant632', 'Ant176', 'Ant105']"
Ant55,"['Ant356', 'Ant324', 'Ant556', 'Ant26', 'Ant20', 'Ant564', 'Ant243', 'Ant518', 'Ant305', 'Ant575', 'Ant40', 'Ant262', 'Ant264', 'Ant395', 'Ant398', 'Ant12', 'Ant296', 'Ant99', 'Ant98', 'Ant215', 'Ant212', 'Ant210', 'Ant65', 'Ant632', 'Ant172', 'Ant176', 'Ant232', 'Ant105']"
Ant178,"['Ant20', 'Ant564', 'Ant243', 'Ant55', 'Ant40', 'Ant264', 'Ant12', 'Ant215', 'Ant212', 'Ant172', 'Ant176', 'Ant632']"
Ant540,"['Ant178', 'Ant264', 'Ant176', 'Ant243', 'Ant398', 'Ant55', 'Ant632', 'Ant12', 'Ant215', 'Ant212', 'Ant40', 'Ant20']"
Ant552,"['Ant324', 'Ant264', 'Ant40', 'Ant176', 'Ant564', 'Ant398', 'Ant55', 'Ant98', 'Ant296', 'Ant305', 'Ant99', 'Ant518', 'Ant232', 'Ant215', 'Ant212', 'Ant210', 'Ant105', 'Ant26', 'Ant575', 'Ant62', 'Ant65', 'Ant169']"
Ant294,"['Ant540', 'Ant20', 'Ant564', 'Ant243', 'Ant55', 'Ant40', 'Ant264', 'Ant12', 'Ant296', 'Ant178', 'Ant176', 'Ant632', 'Ant518', 'Ant232', 'Ant215', 'Ant212', 'Ant65']"
Ant607,"['Ant540', 'Ant324', 'Ant552', 'Ant26', 'Ant20', 'Ant564', 'Ant243', 'Ant55', 'Ant305', 'Ant575', 'Ant40', 'Ant262', 'Ant264', 'Ant395', 'Ant398', 'Ant12', 'Ant169', 'Ant296', 'Ant294', 'Ant518', 'Ant215', 'Ant212', 'Ant210', 'Ant62', 'Ant65', 'Ant172', 'Ant632', 'Ant176', 'Ant232', 'Ant105', 'Ant178']"
Ant265,"['Ant20', 'Ant564', 'Ant55', 'Ant305', 'Ant575', 'Ant262', 'Ant398', 'Ant607', 'Ant264', 'Ant632', 'Ant296', 'Ant294', 'Ant518', 'Ant215', 'Ant212', 'Ant210', 'Ant62', 'Ant65']"
Ant217,"['Ant540', 'Ant607', 'Ant178', 'Ant264', 'Ant176', 'Ant564', 'Ant243', 'Ant55', 'Ant632', 'Ant12', 'Ant294', 'Ant232', 'Ant215', 'Ant212', 'Ant40', 'Ant20']"
Ant268,"['Ant356', 'Ant540', 'Ant217', 'Ant324', 'Ant20', 'Ant564', 'Ant243', 'Ant55', 'Ant305', 'Ant40', 'Ant262', 'Ant264', 'Ant398', 'Ant607', 'Ant172', 'Ant176', 'Ant12', 'Ant632', 'Ant296', 'Ant294', 'Ant98', 'Ant518', 'Ant232', 'Ant215', 'Ant212', 'Ant395', 'Ant178']"
Ant256,"['Ant356', 'Ant540', 'Ant217', 'Ant324', 'Ant552', 'Ant398', 'Ant607', 'Ant264', 'Ant262', 'Ant265', 'Ant172', 'Ant268', 'Ant176', 'Ant632', 'Ant564', 'Ant55', 'Ant12', 'Ant305', 'Ant294', 'Ant518', 'Ant232', 'Ant215', 'Ant212', 'Ant210', 'Ant40', 'Ant178', 'Ant20', 'Ant62', 'Ant65']"
Ant140,"['Ant324', 'Ant556', 'Ant552', 'Ant256', 'Ant20', 'Ant243', 'Ant55', 'Ant607', 'Ant264', 'Ant262', 'Ant172', 'Ant268', 'Ant294', 'Ant395', 'Ant398', 'Ant296', 'Ant305', 'Ant518', 'Ant232', 'Ant215', 'Ant212', 'Ant210', 'Ant105', 'Ant40', 'Ant575', 'Ant65']"
Ant202,"['Ant540', 'Ant217', 'Ant256', 'Ant20', 'Ant564', 'Ant243', 'Ant55', 'Ant140', 'Ant264', 'Ant268', 'Ant398', 'Ant607', 'Ant178', 'Ant176', 'Ant632', 'Ant12', 'Ant294', 'Ant232', 'Ant215', 'Ant212', 'Ant65']"
Ant63,"['Ant324', 'Ant556', 'Ant552', 'Ant26', 'Ant20', 'Ant564', 'Ant140', 'Ant305', 'Ant575', 'Ant40', 'Ant264', 'Ant169', 'Ant99', 'Ant98', 'Ant518', 'Ant212', 'Ant210', 'Ant62', 'Ant607', 'Ant105', 'Ant65']"
Ant311,"['Ant324', 'Ant552', 'Ant256', 'Ant20', 'Ant564', 'Ant243', 'Ant55', 'Ant140', 'Ant305', 'Ant575', 'Ant40', 'Ant262', 'Ant265', 'Ant264', 'Ant398', 'Ant395', 'Ant169', 'Ant296', 'Ant294', 'Ant99', 'Ant518', 'Ant215', 'Ant210', 'Ant62', 'Ant63', 'Ant65', 'Ant607', 'Ant172', 'Ant176', 'Ant202', 'Ant232', 'Ant105']"
Ant437,"['Ant324', 'Ant556', 'Ant26', 'Ant20', 'Ant564', 'Ant55', 'Ant305', 'Ant575', 'Ant262', 'Ant264', 'Ant311', 'Ant268', 'Ant398', 'Ant169', 'Ant296', 'Ant99', 'Ant518', 'Ant215', 'Ant210', 'Ant62', 'Ant63', 'Ant607', 'Ant105']"
Ant289,"['Ant324', 'Ant256', 'Ant20', 'Ant564', 'Ant243', 'Ant55', 'Ant140', 'Ant305', 'Ant575', 'Ant40', 'Ant265', 'Ant264', 'Ant311', 'Ant268', 'Ant395', 'Ant398', 'Ant202', 'Ant169', 'Ant296', 'Ant294', 'Ant99', 'Ant518', 'Ant215', 'Ant212', 'Ant210', 'Ant63', 'Ant65', 'Ant607', 'Ant172', 'Ant632', 'Ant176', 'Ant232']"
Ant502,"['Ant356', 'Ant540', 'Ant217', 'Ant324', 'Ant256', 'Ant20', 'Ant564', 'Ant243', 'Ant55', 'Ant305', 'Ant575', 'Ant289', 'Ant265', 'Ant264', 'Ant311', 'Ant268', 'Ant632', 'Ant202', 'Ant398', 'Ant12', 'Ant518', 'Ant232', 'Ant215', 'Ant212', 'Ant395', 'Ant210', 'Ant40', 'Ant178', 'Ant65']"
