infectee,infectors
092300260,['SEED']
,['092300260']
079588127,['092299856']
092617082,['092556609']
092284318,['079618257']
092592540,['092290527']
106109291,['092592540']
092315865,['092556609']
079568632,"['092556609', '092592540']"
092629616,"['092556609', '079568632']"
092341593,"['092556609', '092629616', '092592540', '092290527', '079568632']"
092598556,"['092629616', '079568632']"
092521852,"['092592540', '079568632', '092341593']"
092262531,"['092556609', '092629616', '092341593', '079568632']"
095566347,"['092592540', '092290527', '092341593']"
092598784,"['092290527', '092341593', '095566347']"
092630879,"['092598556', '079568632']"
092119858,"['092629616', '092598556']"
096528344,['079618257']
082352304,"['092521852', '092341593', '079568632']"
092370621,"['079618257', '092284318', '096528344']"
092307561,['079568632']
092582097,"['079618257', '096528344', '092370621']"
092627849,"['079618257', '092370621']"
082312769,"['092521852', '092592540', '092341593', '082352304', '079568632']"
092770770,"['082312769', '079568632']"
095573052,['082312769']
095594529,"['092770770', '082312769', '079568632']"
092339088,"['079618257', '092300260', '096528344', '092582097', '092370621']"
082298010,"['095565363', '079588127', '092299856', '092284013']"
092631584,"['095573052', '082329100', '082312769']"
092107608,"['079618257', '092370621', '092627849']"
092626841,['096528344']
092275546,"['092626841', '096528344']"
092597077,['092275546']
092313542,"['092597077', '092626841', '096528344', '092275546']"
095595287,"['082298010', '095565363']"
092083079,"['082298010', '095565363', '095595287']"
096363085,"['092556609', '092315865']"
082361537,"['082298010', '092083079', '095565363', '095595287']"
092343513,"['096363085', '092556609', '092315865']"
096382789,"['082298010', '082361537']"
092107376,"['082298010', '092284013']"
095572260,"['082298010', '092107376', '082361537', '096382789', '092284013']"
092580266,"['092343513', '096363085']"
095592821,"['082298010', '092107376', '095572260', '092284013']"
082368312,"['082298010', '092107376', '082361537', '095592821', '095572260', '096382789', '092284013']"
095593012,"['082298010', '092107376', '095592821', '082368312', '092284013', '095572260']"
082319560,"['092278020', '082329100', '092631584']"
095594327,"['079618257', '092284318', '082319560', '082329100', '092278020', '092107608', '092631584']"
092315545,"['082319560', '092631584', '095594327']"
082263383,"['092299856', '095593012']"
092555794,"['082319560', '092278020', '095594327']"
092589373,"['082319560', '092315545', '092278020', '095594327']"
095593859,"['082263383', '092299856']"
096355332,['095594327']
092523114,"['092555794', '092107608', '082319560', '095594327']"
092114376,"['092555794', '095594327']"
092580107,"['092523114', '092313542', '092114376', '095594327', '095593012', '092598556', '082352304', '082263383']"
092116274,['095593012']
095595031,"['092580107', '082368312', '096382789']"
096523304,['095593859']
079597118,"['092580107', '092114376', '095594327']"
092542035,"['095593859', '096523304']"
092522033,['079597118']
092260344,"['092523114', '092107608', '095594327']"
095566527,"['092556609', '092617082', '092580107', '092119858', '095595031']"
092577818,"['082263383', '095593012']"
095572617,['079597118']
092601877,"['092523114', '092107608', '092260344', '079597118', '095594327']"
092589299,['092260344']
095594609,"['092523114', '092580107']"
092622365,"['095566527', '082368312', '095595031']"
092312121,"['092580107', '095566527', '095595031']"
095566122,"['092556609', '092577818', '082263383']"
092269529,"['092556609', '092577818', '082263383', '092622365', '095566122', '095566527', '095595031', '082368312']"
096517861,"['092260344', '092589299']"
092296566,"['092577818', '092269529', '095566122', '082263383']"
092556514,"['092343513', '096363085', '092580266']"
082301268,"['092296566', '092580107', '095566527', '095593012', '092119858', '082263383']"
095593637,"['092556609', '095566527', '092556514']"
092545861,"['092542035', '096523304', '095593859']"
082356120,"['092296566', '092580107', '082301268', '082263383', '095593012']"
092637000,"['095593637', '092556514']"
095572795,"['092622365', '082301268', '092269529', '082368312', '092296566', '082356120']"
092275887,"['095572795', '092296566', '082301268', '082356120']"
092639042,"['095593637', '092637000', '092556514']"
092336607,"['092639042', '095593637', '092637000', '092556514', '095566347']"
092281875,"['092336607', '095566347']"
092122127,"['092281875', '092336607']"
096545016,"['095572795', '092542035', '092296566', '082301268', '096523304', '092545861', '092275887', '082356120', '095593859']"
092312773,"['092580266', '092281875', '096363085', '092336607', '092122127']"
095595572,"['092315545', '092631584']"
095593872,['095595572']
095594009,['095595572']
092319808,"['095595572', '095594009']"
092331045,"['095595572', '095594009', '092319808']"
096536348,['096545016']
095565110,['096536348']
092315299,['096536348']
092344114,['096536348']
106335095,"['092344114', '096536348']"
092778082,"['106335095', '096536348', '092315299', '092344114']"
092598848,"['106335095', '096536348', '092778082', '092344114']"
