infectee,infectors
Ant82,['SEED']
Ant600,['Ant82']
Ant265,"['Ant600', 'Ant82']"
Ant593,"['Ant265', 'Ant600', 'Ant82']"
Ant198,"['Ant265', 'Ant593', 'Ant600', 'Ant82']"
Ant650,"['Ant198', 'Ant265', 'Ant593', 'Ant600', 'Ant82', 'Ant232']"
Ant620,"['Ant82', 'Ant265', 'Ant198', 'Ant593', 'Ant650', 'Ant232']"
Ant580,"['Ant620', 'Ant198', 'Ant650', 'Ant265', 'Ant600', 'Ant82', 'Ant232']"
Ant66,"['Ant620', 'Ant198', 'Ant650', 'Ant580', 'Ant82']"
Ant646,"['Ant600', 'Ant232', 'Ant66']"
Ant159,"['Ant620', 'Ant650', 'Ant646', 'Ant593', 'Ant232']"
Ant102,"['Ant620', 'Ant198', 'Ant650', 'Ant580', 'Ant265', 'Ant66', 'Ant600', 'Ant82']"
Ant105,"['Ant620', 'Ant650', 'Ant580', 'Ant159', 'Ant66', 'Ant82', 'Ant232']"
Ant100,"['Ant620', 'Ant198', 'Ant650', 'Ant580', 'Ant265', 'Ant66', 'Ant600', 'Ant82', 'Ant232', 'Ant105', 'Ant102']"
Ant219,"['Ant620', 'Ant198', 'Ant650', 'Ant580', 'Ant265', 'Ant593', 'Ant600', 'Ant82', 'Ant105', 'Ant102']"
Ant195,"['Ant620', 'Ant198', 'Ant650', 'Ant580', 'Ant265', 'Ant159', 'Ant593', 'Ant600', 'Ant82', 'Ant102', 'Ant100']"
Ant62,"['Ant198', 'Ant646', 'Ant159', 'Ant600', 'Ant232', 'Ant102', 'Ant100']"
Ant334,"['Ant650', 'Ant600', 'Ant580', 'Ant105', 'Ant102', 'Ant100', 'Ant66']"
Ant604,"['Ant198', 'Ant650', 'Ant334', 'Ant265', 'Ant593', 'Ant219', 'Ant62', 'Ant600', 'Ant82', 'Ant232', 'Ant105', 'Ant100']"
Ant218,"['Ant620', 'Ant195', 'Ant198', 'Ant650', 'Ant580', 'Ant265', 'Ant593', 'Ant66', 'Ant600', 'Ant82', 'Ant105', 'Ant102', 'Ant100']"
Ant299,"['Ant195', 'Ant198', 'Ant650', 'Ant265', 'Ant159', 'Ant593', 'Ant600', 'Ant604', 'Ant218', 'Ant82', 'Ant102', 'Ant100', 'Ant219', 'Ant62']"
Ant178,"['Ant620', 'Ant198', 'Ant650', 'Ant265', 'Ant593', 'Ant299', 'Ant219', 'Ant600', 'Ant604', 'Ant82', 'Ant102']"
Ant97,"['Ant620', 'Ant195', 'Ant198', 'Ant650', 'Ant580', 'Ant265', 'Ant159', 'Ant593', 'Ant218', 'Ant219', 'Ant66', 'Ant600', 'Ant604', 'Ant82', 'Ant232', 'Ant105', 'Ant102']"
Ant527,"['Ant620', 'Ant195', 'Ant198', 'Ant650', 'Ant334', 'Ant646', 'Ant580', 'Ant265', 'Ant159', 'Ant97', 'Ant218', 'Ant66', 'Ant600', 'Ant82', 'Ant232', 'Ant105', 'Ant102', 'Ant100']"
Ant25,"['Ant195', 'Ant198', 'Ant650', 'Ant334', 'Ant580', 'Ant265', 'Ant593', 'Ant97', 'Ant299', 'Ant218', 'Ant527', 'Ant66', 'Ant600', 'Ant604', 'Ant178', 'Ant82', 'Ant232', 'Ant105', 'Ant102', 'Ant100']"
Ant27,"['Ant620', 'Ant195', 'Ant198', 'Ant650', 'Ant25', 'Ant334', 'Ant646', 'Ant580', 'Ant265', 'Ant159', 'Ant593', 'Ant218', 'Ant527', 'Ant62', 'Ant66', 'Ant82', 'Ant105', 'Ant100']"
Ant308,"['Ant620', 'Ant195', 'Ant198', 'Ant650', 'Ant25', 'Ant27', 'Ant580', 'Ant265', 'Ant159', 'Ant97', 'Ant218', 'Ant219', 'Ant527', 'Ant66', 'Ant604', 'Ant82', 'Ant232', 'Ant105', 'Ant102', 'Ant100']"
Ant20,"['Ant620', 'Ant195', 'Ant198', 'Ant650', 'Ant25', 'Ant27', 'Ant334', 'Ant308', 'Ant580', 'Ant265', 'Ant159', 'Ant593', 'Ant97', 'Ant299', 'Ant218', 'Ant219', 'Ant527', 'Ant62', 'Ant66', 'Ant600', 'Ant604', 'Ant82', 'Ant232', 'Ant105', 'Ant102', 'Ant100']"
Ant592,"['Ant620', 'Ant195', 'Ant198', 'Ant650', 'Ant25', 'Ant27', 'Ant20', 'Ant334', 'Ant308', 'Ant265', 'Ant593', 'Ant97', 'Ant299', 'Ant218', 'Ant219', 'Ant600', 'Ant604', 'Ant178', 'Ant82', 'Ant232', 'Ant105', 'Ant102', 'Ant100', 'Ant527']"
