infectee,infectors
Ant740,['SEED']
Ant252,['Ant740']
Ant44,['Ant740']
Ant299,['Ant740']
Ant475,['Ant299']
Ant17,['Ant740']
Ant593,['Ant299']
Ant954,['Ant299']
Ant140,['Ant299']
Ant534,['Ant140']
Ant71,['Ant140']
Ant4,['Ant299']
Ant564,['Ant140']
Ant632,['Ant140']
Ant5,['Ant140']
Ant599,['Ant140']
Ant6,['Ant140']
Ant32,['Ant140']
Ant2,['Ant140']
Ant27,['Ant140']
Ant929,['Ant140']
Ant334,['Ant140']
Ant117,['Ant140']
Ant540,['Ant140']
Ant227,['Ant740']
Ant263,['Ant140']
Ant73,['Ant227']
Ant289,['Ant299']
Ant1,['Ant227']
Ant530,['Ant299']
Ant115,['Ant227']
Ant476,['Ant140']
Ant148,['Ant227']
Ant356,['Ant140']
Ant24,['Ant227']
Ant25,['Ant227']
Ant311,['Ant140']
Ant332,['Ant227']
Ant51,['Ant227']
Ant96,['Ant227']
Ant176,['Ant227']
Ant502,['Ant299']
Ant170,['Ant227']
Ant305,['Ant227']
Ant97,['Ant227']
Ant158,['Ant140']
Ant210,['Ant227']
Ant217,['Ant140']
Ant507,['Ant227']
Ant62,['Ant227']
Ant650,['Ant227']
Ant120,['Ant227']
Ant607,['Ant299']
Ant256,['Ant607']
Ant638,['Ant607']
Ant838,['Ant607']
Ant242,['Ant299']
Ant646,['Ant242']
Ant264,['Ant242']
Ant250,['Ant242']
Ant153,['Ant242']
Ant191,['Ant227']
Ant237,['Ant242']
Ant49,['Ant242']
Ant647,['Ant607']
Ant320,['Ant647']
Ant298,['Ant647']
Ant326,['Ant647']
Ant391,['Ant242']
Ant262,['Ant242']
Ant59,['Ant242']
Ant19,['Ant242']
Ant592,['Ant647']
