infectee,infectors
Ant243,['SEED']
Ant329,['Ant243']
Ant147,"['Ant329', 'Ant243']"
Ant207,"['Ant329', 'Ant147']"
Ant301,"['Ant243', 'Ant147', 'Ant207']"
Ant356,"['Ant329', 'Ant147', 'Ant301', 'Ant207']"
Ant15,"['Ant356', 'Ant329', 'Ant147', 'Ant301', 'Ant207']"
Ant260,"['Ant356', 'Ant329', 'Ant243', 'Ant147', 'Ant301', 'Ant15', 'Ant207']"
Ant52,"['Ant356', 'Ant329', 'Ant243', 'Ant260', 'Ant207', 'Ant15', 'Ant147', 'Ant301']"
Ant332,"['Ant356', 'Ant329', 'Ant260', 'Ant207', 'Ant52', 'Ant15', 'Ant301', 'Ant147']"
Ant650,"['Ant356', 'Ant329', 'Ant332', 'Ant52', 'Ant147', 'Ant301', 'Ant260', 'Ant15', 'Ant207']"
Ant313,"['Ant356', 'Ant329', 'Ant650', 'Ant332', 'Ant52', 'Ant147', 'Ant301', 'Ant260', 'Ant15', 'Ant207']"
Ant44,"['Ant356', 'Ant329', 'Ant650', 'Ant332', 'Ant243', 'Ant52', 'Ant147', 'Ant301', 'Ant260', 'Ant313', 'Ant15', 'Ant207']"
Ant12,"['Ant329', 'Ant243', 'Ant313']"
Ant492,"['Ant356', 'Ant329', 'Ant650', 'Ant52', 'Ant147', 'Ant301', 'Ant44', 'Ant260', 'Ant313', 'Ant15', 'Ant207']"
Ant599,"['Ant492', 'Ant329', 'Ant650', 'Ant332', 'Ant52', 'Ant147', 'Ant301', 'Ant44', 'Ant260', 'Ant313', 'Ant15', 'Ant207']"
Ant400,"['Ant356', 'Ant492', 'Ant329', 'Ant650', 'Ant332', 'Ant52', 'Ant147', 'Ant301', 'Ant44', 'Ant260', 'Ant313', 'Ant15', 'Ant207', 'Ant599']"
Ant433,"['Ant356', 'Ant492', 'Ant329', 'Ant650', 'Ant332', 'Ant243', 'Ant52', 'Ant147', 'Ant301', 'Ant44', 'Ant260', 'Ant313', 'Ant15', 'Ant400', 'Ant207', 'Ant599']"
Ant237,"['Ant356', 'Ant492', 'Ant329', 'Ant650', 'Ant332', 'Ant52', 'Ant301', 'Ant44', 'Ant260', 'Ant313', 'Ant15', 'Ant400', 'Ant207', 'Ant433']"
Ant209,"['Ant356', 'Ant492', 'Ant650', 'Ant332', 'Ant52', 'Ant147', 'Ant301', 'Ant44', 'Ant260', 'Ant313', 'Ant15', 'Ant237', 'Ant400', 'Ant207', 'Ant599', 'Ant433']"
Ant96,"['Ant492', 'Ant329', 'Ant650', 'Ant332', 'Ant243', 'Ant52', 'Ant147', 'Ant301', 'Ant44', 'Ant260', 'Ant15', 'Ant237', 'Ant400', 'Ant207', 'Ant209', 'Ant599', 'Ant433']"
Ant289,"['Ant356', 'Ant492', 'Ant329', 'Ant650', 'Ant332', 'Ant243', 'Ant52', 'Ant147', 'Ant301', 'Ant44', 'Ant260', 'Ant313', 'Ant15', 'Ant96', 'Ant237', 'Ant400', 'Ant207', 'Ant209', 'Ant599', 'Ant433']"
Ant144,"['Ant356', 'Ant492', 'Ant329', 'Ant650', 'Ant332', 'Ant243', 'Ant52', 'Ant147', 'Ant301', 'Ant44', 'Ant260', 'Ant313', 'Ant15', 'Ant96', 'Ant237', 'Ant400', 'Ant289', 'Ant207', 'Ant209', 'Ant599', 'Ant433']"
Ant580,"['Ant356', 'Ant492', 'Ant329', 'Ant650', 'Ant243', 'Ant52', 'Ant147', 'Ant144', 'Ant301', 'Ant44', 'Ant400', 'Ant260', 'Ant313', 'Ant15', 'Ant96', 'Ant237', 'Ant289', 'Ant207', 'Ant209', 'Ant599', 'Ant433']"
Ant296,"['Ant329', 'Ant650', 'Ant52', 'Ant147', 'Ant144', 'Ant301', 'Ant44', 'Ant580', 'Ant260', 'Ant313', 'Ant15', 'Ant96', 'Ant400', 'Ant237', 'Ant289', 'Ant207', 'Ant209', 'Ant433']"
Ant217,"['Ant580', 'Ant289', 'Ant313', 'Ant207', 'Ant12', 'Ant329', 'Ant433', 'Ant243']"
Ant102,"['Ant356', 'Ant217', 'Ant492', 'Ant650', 'Ant332', 'Ant52', 'Ant147', 'Ant144', 'Ant301', 'Ant44', 'Ant260', 'Ant15', 'Ant96', 'Ant296', 'Ant237', 'Ant400', 'Ant207', 'Ant209', 'Ant599', 'Ant433']"
Ant665,"['Ant356', 'Ant492', 'Ant329', 'Ant650', 'Ant332', 'Ant52', 'Ant147', 'Ant144', 'Ant301', 'Ant44', 'Ant260', 'Ant313', 'Ant15', 'Ant96', 'Ant296', 'Ant400', 'Ant289', 'Ant207', 'Ant209', 'Ant599', 'Ant237', 'Ant433', 'Ant102']"
Ant647,"['Ant356', 'Ant492', 'Ant650', 'Ant332', 'Ant260', 'Ant209', 'Ant301', 'Ant400', 'Ant147', 'Ant144', 'Ant296', 'Ant102', 'Ant44']"
Ant324,"['Ant665', 'Ant356', 'Ant492', 'Ant329', 'Ant650', 'Ant332', 'Ant52', 'Ant147', 'Ant144', 'Ant44', 'Ant580', 'Ant260', 'Ant313', 'Ant15', 'Ant96', 'Ant296', 'Ant237', 'Ant400', 'Ant289', 'Ant207', 'Ant209', 'Ant599', 'Ant433', 'Ant102']"
Ant294,"['Ant217', 'Ant329', 'Ant243', 'Ant12']"
Ant43,"['Ant665', 'Ant356', 'Ant217', 'Ant492', 'Ant329', 'Ant650', 'Ant243', 'Ant147', 'Ant144', 'Ant301', 'Ant400', 'Ant44', 'Ant580', 'Ant260', 'Ant313', 'Ant12', 'Ant96', 'Ant296', 'Ant294', 'Ant289', 'Ant207', 'Ant433']"
Ant507,"['Ant217', 'Ant324', 'Ant329', 'Ant650', 'Ant243', 'Ant147', 'Ant144', 'Ant43', 'Ant580', 'Ant260', 'Ant289', 'Ant313', 'Ant207', 'Ant96', 'Ant296', 'Ant237', 'Ant433']"
Ant50,"['Ant356', 'Ant324', 'Ant329', 'Ant650', 'Ant332', 'Ant260', 'Ant313', 'Ant209', 'Ant301', 'Ant599', 'Ant52', 'Ant400', 'Ant15', 'Ant96', 'Ant147', 'Ant144', 'Ant296', 'Ant237', 'Ant433']"
Ant268,"['Ant356', 'Ant217', 'Ant324', 'Ant329', 'Ant332', 'Ant243', 'Ant144', 'Ant43', 'Ant580', 'Ant507', 'Ant260', 'Ant313', 'Ant289', 'Ant207', 'Ant12', 'Ant96', 'Ant294', 'Ant237', 'Ant433']"
Ant170,"['Ant665', 'Ant356', 'Ant492', 'Ant324', 'Ant329', 'Ant650', 'Ant332', 'Ant50', 'Ant52', 'Ant147', 'Ant144', 'Ant301', 'Ant44', 'Ant580', 'Ant507', 'Ant260', 'Ant313', 'Ant15', 'Ant96', 'Ant296', 'Ant237', 'Ant400', 'Ant289', 'Ant207', 'Ant209', 'Ant433', 'Ant102']"
Ant256,"['Ant356', 'Ant492', 'Ant324', 'Ant329', 'Ant650', 'Ant332', 'Ant243', 'Ant50', 'Ant52', 'Ant147', 'Ant144', 'Ant301', 'Ant43', 'Ant44', 'Ant580', 'Ant507', 'Ant260', 'Ant313', 'Ant268', 'Ant599', 'Ant12', 'Ant96', 'Ant237', 'Ant400', 'Ant289', 'Ant170', 'Ant207', 'Ant209', 'Ant433', 'Ant102']"
Ant14,"['Ant217', 'Ant492', 'Ant329', 'Ant650', 'Ant256', 'Ant243', 'Ant50', 'Ant147', 'Ant144', 'Ant43', 'Ant44', 'Ant580', 'Ant507', 'Ant260', 'Ant313', 'Ant268', 'Ant15', 'Ant400', 'Ant12', 'Ant96', 'Ant296', 'Ant289', 'Ant170', 'Ant207', 'Ant209', 'Ant599', 'Ant102']"
Ant26,"['Ant356', 'Ant217', 'Ant492', 'Ant324', 'Ant329', 'Ant650', 'Ant256', 'Ant400', 'Ant50', 'Ant52', 'Ant147', 'Ant144', 'Ant301', 'Ant43', 'Ant44', 'Ant580', 'Ant260', 'Ant313', 'Ant268', 'Ant15', 'Ant14', 'Ant96', 'Ant332', 'Ant289', 'Ant207', 'Ant209', 'Ant599', 'Ant433', 'Ant102']"
Ant673,"['Ant356', 'Ant217', 'Ant324', 'Ant329', 'Ant650', 'Ant332', 'Ant243', 'Ant50', 'Ant52', 'Ant144', 'Ant599', 'Ant580', 'Ant260', 'Ant289', 'Ant268', 'Ant207', 'Ant507', 'Ant301', 'Ant400', 'Ant15', 'Ant14', 'Ant96', 'Ant296', 'Ant433', 'Ant44']"
Ant604,"['Ant665', 'Ant492', 'Ant324', 'Ant329', 'Ant650', 'Ant256', 'Ant26', 'Ant243', 'Ant147', 'Ant144', 'Ant673', 'Ant301', 'Ant43', 'Ant44', 'Ant580', 'Ant507', 'Ant260', 'Ant313', 'Ant268', 'Ant14', 'Ant96', 'Ant296', 'Ant400', 'Ant599', 'Ant289', 'Ant170', 'Ant209', 'Ant102']"
Ant262,"['Ant665', 'Ant356', 'Ant492', 'Ant324', 'Ant329', 'Ant650', 'Ant256', 'Ant26', 'Ant52', 'Ant147', 'Ant144', 'Ant301', 'Ant43', 'Ant44', 'Ant580', 'Ant507', 'Ant400', 'Ant260', 'Ant313', 'Ant15', 'Ant14', 'Ant96', 'Ant604', 'Ant289', 'Ant207', 'Ant209', 'Ant599', 'Ant237', 'Ant433']"
