infectee,infectors
ME,['SEED']
LS,['ME']
MZ,['LS']
LK,"['ME', 'LS', 'MZ']"
MM,"['LK', 'LS']"
LV,"['LK', 'LS', 'ME', 'MM', 'MZ']"
MD,"['LK', 'LV', 'ME']"
LE,"['ME', 'MD', 'MM', 'LS']"
MT,"['LV', 'LS', 'ME']"
MU,"['LE', 'LV']"
LT,"['LE', 'LV', 'ME', 'MD', 'MT', 'LS', 'MZ']"
MK,"['LE', 'LK', 'LV', 'LS', 'MM']"
LU,"['LV', 'MU', 'MK', 'LS', 'MZ']"
LO,"['ME', 'MD', 'MM', 'MU', 'LV', 'MT', 'LT', 'LS']"
LD,"['ME', 'MD', 'MU', 'LU', 'MZ']"
MO,"['LD', 'LE', 'LO', 'LU']"
LH,"['MM', 'MK', 'LV', 'LU', 'MZ']"
MA,"['LO', 'LH', 'LV', 'ME', 'MU', 'MZ']"
MX,"['LD', 'LO', 'LH', 'LV', 'LS', 'MD', 'MA', 'MO', 'MK', 'MU', 'MT', 'MZ']"
MV,"['LD', 'LV', 'LS', 'ME', 'MT']"
LL,"['LD', 'LE', 'LO', 'ME', 'MD', 'MA', 'MU', 'MT', 'LT', 'MX', 'MZ']"
LZ,"['LD', 'LO', 'LL', 'LV', 'ME', 'MD', 'MA', 'MV', 'MZ']"
LP,"['LL', 'LH', 'LV', 'ME', 'MD', 'MU', 'MV', 'LZ']"
MC,"['LD', 'LV', 'LT', 'LP', 'LZ', 'ME', 'MD', 'MV']"
LX,"['LK', 'LH', 'LV', 'LS', 'LP', 'LZ', 'ME', 'MD', 'MC', 'MT', 'MK', 'MV', 'MX']"
MP,"['LO', 'LV', 'LX', 'ME', 'MC']"
LC,"['ME', 'MD', 'MC', 'MM', 'MO', 'LH', 'MV', 'LS', 'LP', 'MZ', 'MX', 'LX', 'MP']"
MH,"['LZ', 'MA', 'MV']"
LA,"['LC', 'ME', 'MA', 'LK', 'LH', 'MH', 'MT', 'MV', 'MP', 'LZ']"
MS,"['LA', 'LK', 'LV', 'LT', 'LU', 'LS', 'LX', 'MO', 'MK', 'MU', 'MP', 'MZ']"
