infectee,infectors
Ant6,['SEED']
Ant268,['Ant6']
Ant49,['Ant268']
Ant665,['Ant49']
Ant70,['Ant49']
Ant227,['Ant665']
Ant51,['Ant227']
Ant126,['Ant227']
Ant144,['Ant227']
Ant607,['Ant227']
Ant118,['Ant6']
Ant52,['Ant227']
Ant261,['Ant126']
Ant170,['Ant51']
Ant647,['Ant118']
Ant509,['Ant227']
Ant530,['Ant227']
Ant20,['Ant227']
Ant458,['Ant20']
Ant137,['Ant227']
Ant311,['Ant227']
Ant190,['Ant665']
Ant161,['Ant227']
Ant209,['Ant227']
Ant308,['Ant227']
Ant376,['Ant227']
Ant55,['Ant118']
Ant593,['Ant227']
Ant638,['Ant137']
Ant27,['Ant227']
Ant507,['Ant27']
Ant140,['Ant190']
Ant232,['Ant227']
Ant19,['Ant227']
Ant131,['Ant227']
Ant301,['Ant227']
Ant210,['Ant227']
Ant929,['Ant227']
Ant433,['Ant118']
Ant620,['Ant665']
Ant313,['Ant620']
Ant23,['Ant118']
Ant740,['Ant118']
Ant175,['Ant227']
Ant54,['Ant620']
Ant576,['Ant227']
Ant332,['Ant620']
Ant26,['Ant620']
Ant124,['Ant227']
Ant80,['Ant620']
Ant196,['Ant118']
Ant954,['Ant620']
Ant592,['Ant620']
Ant9,['Ant620']
Ant260,['Ant620']
Ant621,['Ant665']
Ant673,['Ant620']
Ant62,['Ant621']
Ant24,['Ant118']
Ant169,['Ant118']
Ant380,['Ant20']
Ant159,['Ant621']
Ant91,['Ant621']
Ant534,['Ant190']
Ant492,['Ant621']
Ant604,['Ant620']
Ant299,['Ant620']
Ant650,['Ant621']
Ant195,['Ant118']
Ant57,['Ant621']
Ant262,['Ant620']
Ant635,['Ant621']
Ant29,['Ant227']
Ant838,['Ant621']
Ant149,['Ant621']
Ant74,['Ant620']
Ant174,['Ant621']
Ant13,['Ant621']
Ant263,['Ant620']
Ant614,['Ant621']
Ant113,['Ant621']
Ant0,['Ant620']
Ant120,['Ant620']
Ant97,['Ant621']
Ant206,['Ant621']
Ant66,['Ant621']
Ant7,['Ant621']
Ant64,['Ant620']
Ant12,['Ant621']
Ant135,['Ant621']
Ant109,['Ant620']
