infectee,infectors
Ant27,['SEED']
Ant210,['Ant27']
Ant26,['Ant210']
Ant51,['Ant26']
Ant74,['Ant26']
Ant232,['Ant26']
Ant12,['Ant27']
Ant159,['Ant26']
Ant301,['Ant26']
Ant311,['Ant26']
Ant263,['Ant26']
Ant161,['Ant26']
Ant607,['Ant51']
Ant576,['Ant26']
Ant592,['Ant26']
Ant838,['Ant26']
Ant620,['Ant263']
Ant593,['Ant620']
Ant120,['Ant311']
Ant509,['Ant120']
Ant170,['Ant26']
Ant144,['Ant26']
Ant261,['Ant620']
Ant190,['Ant838']
Ant66,['Ant120']
Ant209,['Ant26']
Ant118,['Ant592']
Ant268,['Ant26']
Ant433,['Ant190']
Ant175,['Ant118']
Ant20,['Ant190']
Ant55,['Ant26']
Ant492,['Ant118']
Ant621,['Ant607']
Ant52,['Ant621']
Ant9,['Ant492']
Ant62,['Ant492']
Ant6,['Ant621']
Ant647,['Ant621']
Ant332,['Ant190']
Ant149,['Ant621']
Ant91,['Ant621']
Ant740,['Ant118']
Ant54,['Ant620']
Ant13,['Ant621']
Ant57,['Ant621']
Ant113,['Ant621']
Ant507,['Ant621']
Ant140,['Ant120']
Ant126,['Ant621']
Ant19,['Ant620']
Ant80,['Ant621']
Ant673,['Ant113']
Ant458,['Ant621']
Ant29,['Ant621']
Ant206,['Ant621']
Ant135,['Ant621']
Ant64,['Ant621']
Ant299,['Ant190']
Ant604,['Ant621']
Ant24,['Ant118']
Ant70,['Ant118']
Ant227,['Ant621']
Ant195,['Ant118']
Ant174,['Ant621']
Ant131,['Ant621']
Ant308,['Ant227']
Ant23,['Ant621']
Ant376,['Ant621']
Ant49,['Ant621']
Ant380,['Ant144']
Ant534,['Ant621']
Ant7,['Ant118']
Ant196,['Ant621']
Ant262,['Ant621']
Ant954,['Ant621']
Ant109,['Ant621']
Ant638,['Ant621']
Ant124,['Ant621']
Ant665,['Ant621']
Ant929,['Ant621']
Ant169,['Ant118']
Ant0,['Ant621']
Ant313,['Ant621']
Ant137,['Ant621']
Ant97,['Ant621']
Ant260,['Ant621']
Ant614,['Ant621']
Ant530,['Ant227']
Ant635,['Ant621']
Ant650,['Ant621']
