infectee,infectors
062339003,['SEED']
052798809,['062339003']
062350063,['062339003']
062785880,['062339003']
053266370,['062339003']
053577270,['053266370']
062792073,['053577270']
053615605,['062785880']
061790284,['062792073']
062260610,['053615605']
062311066,['053577270']
052837101,['062785880']
062599301,['052837101']
062350037,['052837101']
052633601,['062350037']
053297002,['062260610']
062000830,['053297002']
052769842,['062350037']
062584768,['062000830']
062632607,['062584768']
062352556,['062584768']
062127266,['052633601']
062304871,['052769842']
052835526,['062584768']
062347783,['062311066']
067125317,['062350063']
062331632,['062347783']
062032793,['053297002']
062312379,['062032793']
052845117,['053577270']
062117260,['062127266']
062123365,['052845117']
062629534,['062347783']
062335568,['062599301']
062590600,['062331632']
052630522,['062584768']
066844008,['062590600']
062803879,['062335568']
067070591,['062123365']
062348025,['062123365']
061893887,['062123365']
059786112,['062350037']
053031587,['062599301']
062787576,['062335568']
062318339,['062787576']
052842780,['062123365']
053041514,['062123365']
061797005,['062348025']
062320807,['062304871']
062377614,['062331632']
062865064,['062787576']
053368266,['062335568']
062639824,['062787576']
062815126,['052630522']
062590031,['053368266']
062381630,['062815126']
061822603,['062312379']
053116089,['061797005']
062329363,['062381630']
