infectee,infectors
Ant97,['SEED']
Ant356,['Ant97']
Ant170,['Ant356']
Ant638,['Ant356']
Ant242,['Ant170']
Ant256,['Ant170']
Ant227,['Ant170']
Ant592,['Ant170']
Ant502,['Ant170']
Ant252,['Ant170']
Ant263,['Ant356']
Ant475,['Ant263']
Ant49,['Ant263']
Ant476,['Ant263']
Ant117,['Ant263']
Ant2,['Ant263']
Ant148,['Ant263']
Ant73,['Ant263']
Ant25,['Ant263']
Ant593,['Ant263']
Ant262,['Ant263']
Ant599,['Ant263']
Ant264,['Ant263']
Ant391,['Ant263']
Ant44,['Ant263']
Ant299,['Ant263']
Ant176,['Ant263']
Ant27,['Ant263']
Ant24,['Ant263']
Ant51,['Ant263']
Ant954,['Ant263']
Ant305,['Ant170']
Ant650,['Ant954']
Ant6,['Ant954']
Ant191,['Ant6']
