infectee,infectors
Ant109,['SEED']
Ant6,['Ant109']
Ant105,['Ant6']
Ant117,['Ant6']
Ant102,['Ant117']
Ant12,['Ant117']
Ant556,['Ant117']
Ant85,['Ant117']
Ant673,['Ant117']
Ant20,['Ant117']
Ant604,['Ant556']
Ant212,['Ant117']
Ant347,['Ant556']
Ant395,['Ant117']
Ant2,['Ant117']
Ant255,['Ant117']
Ant380,['Ant117']
Ant170,['Ant117']
Ant518,['Ant117']
Ant9,['Ant117']
Ant311,['Ant117']
Ant65,['Ant117']
Ant70,['Ant117']
Ant53,['Ant117']
Ant610,['Ant117']
Ant263,['Ant117']
Ant229,['Ant117']
Ant621,['Ant229']
Ant48,['Ant229']
Ant475,['Ant621']
Ant15,['Ant621']
Ant112,['Ant621']
Ant206,['Ant621']
Ant391,['Ant621']
Ant264,['Ant229']
Ant59,['Ant229']
Ant650,['Ant621']
Ant159,['Ant229']
Ant242,['Ant229']
Ant7,['Ant229']
Ant458,['Ant229']
Ant156,['Ant621']
Ant390,['Ant229']
Ant74,['Ant621']
Ant30,['Ant229']
Ant301,['Ant621']
Ant115,['Ant621']
Ant576,['Ant229']
Ant35,['Ant621']
Ant62,['Ant229']
Ant209,['Ant621']
Ant331,['Ant621']
Ant27,['Ant621']
Ant638,['Ant621']
Ant252,['Ant621']
Ant32,['Ant621']
Ant96,['Ant621']
Ant501,['Ant229']
Ant530,['Ant621']
Ant238,['Ant621']
Ant607,['Ant229']
Ant245,['Ant117']
Ant194,['Ant621']
Ant534,['Ant621']
Ant1,['Ant621']
Ant437,['Ant621']
Ant26,['Ant621']
Ant219,['Ant229']
Ant298,['Ant621']
Ant509,['Ant621']
Ant158,['Ant621']
Ant178,['Ant621']
Ant68,['Ant621']
Ant124,['Ant621']
Ant127,['Ant621']
Ant71,['Ant621']
Ant28,['Ant621']
Ant149,['Ant621']
Ant398,['Ant229']
Ant215,['Ant621']
Ant186,['Ant621']
Ant196,['Ant621']
Ant614,['Ant621']
Ant217,['Ant621']
Ant13,['Ant621']
Ant54,['Ant621']
Ant342,['Ant621']
Ant207,['Ant621']
Ant250,['Ant621']
Ant482,['Ant621']
Ant278,['Ant621']
Ant256,['Ant621']
Ant131,['Ant621']
Ant72,['Ant229']
Ant191,['Ant621']
Ant329,['Ant621']
Ant244,['Ant229']
Ant161,['Ant621']
Ant632,['Ant621']
Ant251,['Ant621']
Ant397,['Ant621']
Ant296,['Ant229']
Ant52,['Ant621']
Ant260,['Ant621']
Ant592,['Ant621']
Ant394,['Ant621']
Ant227,['Ant621']
Ant118,['Ant621']
Ant172,['Ant621']
Ant19,['Ant621']
Ant17,['Ant621']
Ant218,['Ant621']
Ant308,['Ant118']
Ant476,['Ant229']
Ant334,['Ant621']
Ant76,['Ant621']
Ant221,['Ant621']
Ant43,['Ant621']
Ant289,['Ant118']
Ant142,['Ant621']
Ant599,['Ant118']
Ant740,['Ant621']
Ant356,['Ant621']
Ant313,['Ant621']
Ant220,['Ant621']
Ant538,['Ant356']
Ant126,['Ant356']
Ant299,['Ant621']
Ant954,['Ant621']
Ant111,['Ant621']
Ant176,['Ant621']
Ant560,['Ant621']
Ant580,['Ant356']
Ant137,['Ant621']
Ant665,['Ant621']
Ant210,['Ant621']
Ant38,['Ant665']
Ant190,['Ant621']
Ant492,['Ant621']
Ant462,['Ant621']
Ant60,['Ant621']
Ant169,['Ant621']
Ant97,['Ant621']
Ant50,['Ant621']
Ant663,['Ant621']
Ant0,['Ant621']
Ant540,['Ant229']
Ant175,['Ant621']
Ant44,['Ant621']
Ant198,['Ant621']
Ant564,['Ant665']
Ant23,['Ant621']
Ant51,['Ant621']
Ant4,['Ant621']
Ant173,['Ant621']
Ant57,['Ant621']
Ant324,['Ant621']
Ant81,['Ant621']
Ant243,['Ant621']
