infectee,infectors
092072519,['SEED']
092630365,['092072519']
082359638,['092072519']
092772016,['092630365']
092570093,['092630365']
095571809,['092630365']
092550628,['095571809']
092343085,['092630365']
095582572,['092072519']
092096628,['092630365']
092123583,['095582572']
092298778,['095582572']
092591000,['095582572']
092785819,['092591000']
092621824,['095571809']
092770118,['092123583']
092597891,['092123583']
092554615,['095582572']
095572877,['092298778']
092524294,['095572877']
092091604,['092123583']
092309126,['092091604']
092787028,['092309126']
095593052,['092309126']
092637279,['092298778']
092296382,['092524294']
