infectee,infectors
Ant62,['SEED']
Ant59,['Ant62']
Ant221,['Ant59']
Ant954,"['Ant59', 'Ant62']"
Ant390,"['Ant59', 'Ant62']"
Ant96,"['Ant59', 'Ant390', 'Ant954', 'Ant62']"
Ant159,"['Ant390', 'Ant954', 'Ant62']"
Ant218,"['Ant221', 'Ant59', 'Ant390', 'Ant96']"
Ant638,"['Ant221', 'Ant59', 'Ant390', 'Ant218', 'Ant62']"
Ant191,"['Ant59', 'Ant954', 'Ant159', 'Ant390', 'Ant96', 'Ant218', 'Ant62', 'Ant638']"
Ant48,"['Ant221', 'Ant191', 'Ant59', 'Ant390', 'Ant954', 'Ant159', 'Ant96', 'Ant218', 'Ant62', 'Ant638']"
Ant663,"['Ant191', 'Ant59', 'Ant390', 'Ant48', 'Ant954', 'Ant159', 'Ant96', 'Ant218', 'Ant62', 'Ant638']"
Ant607,"['Ant191', 'Ant59', 'Ant390', 'Ant48', 'Ant663', 'Ant954', 'Ant159', 'Ant96', 'Ant62']"
Ant72,"['Ant221', 'Ant191', 'Ant59', 'Ant48', 'Ant663', 'Ant954', 'Ant159', 'Ant96', 'Ant62', 'Ant607']"
Ant53,"['Ant191', 'Ant59', 'Ant663', 'Ant954', 'Ant159', 'Ant390', 'Ant72', 'Ant96', 'Ant62', 'Ant607', 'Ant638']"
Ant482,"['Ant191', 'Ant53', 'Ant59', 'Ant48', 'Ant663', 'Ant954', 'Ant159', 'Ant72', 'Ant96', 'Ant218', 'Ant62', 'Ant607', 'Ant638']"
Ant260,"['Ant59', 'Ant48', 'Ant663', 'Ant607', 'Ant218', 'Ant72', 'Ant638']"
Ant206,"['Ant191', 'Ant53', 'Ant59', 'Ant48', 'Ant663', 'Ant954', 'Ant159', 'Ant482', 'Ant72', 'Ant96', 'Ant62', 'Ant607']"
Ant397,"['Ant221', 'Ant191', 'Ant53', 'Ant59', 'Ant390', 'Ant48', 'Ant663', 'Ant954', 'Ant260', 'Ant482', 'Ant96', 'Ant218', 'Ant62', 'Ant607', 'Ant206', 'Ant638']"
Ant97,"['Ant221', 'Ant191', 'Ant53', 'Ant59', 'Ant390', 'Ant397', 'Ant48', 'Ant663', 'Ant954', 'Ant260', 'Ant159', 'Ant482', 'Ant72', 'Ant96', 'Ant218', 'Ant62', 'Ant607', 'Ant206', 'Ant638']"
Ant102,"['Ant221', 'Ant397', 'Ant48', 'Ant663', 'Ant260', 'Ant218', 'Ant638']"
Ant560,"['Ant191', 'Ant59', 'Ant390', 'Ant48', 'Ant663', 'Ant954', 'Ant72', 'Ant97', 'Ant96', 'Ant218', 'Ant638', 'Ant102']"
Ant518,"['Ant221', 'Ant191', 'Ant59', 'Ant397', 'Ant48', 'Ant260', 'Ant638', 'Ant206', 'Ant102', 'Ant218']"
Ant238,"['Ant221', 'Ant59', 'Ant390', 'Ant48', 'Ant260', 'Ant518', 'Ant218', 'Ant638', 'Ant102']"
Ant149,"['Ant221', 'Ant560', 'Ant390', 'Ant397', 'Ant518', 'Ant48', 'Ant663', 'Ant260', 'Ant97', 'Ant218', 'Ant607', 'Ant638', 'Ant238', 'Ant102']"
Ant296,"['Ant221', 'Ant191', 'Ant560', 'Ant53', 'Ant59', 'Ant390', 'Ant397', 'Ant149', 'Ant48', 'Ant663', 'Ant260', 'Ant159', 'Ant482', 'Ant72', 'Ant96', 'Ant518', 'Ant218', 'Ant638', 'Ant238']"
Ant43,"['Ant221', 'Ant191', 'Ant560', 'Ant53', 'Ant59', 'Ant390', 'Ant397', 'Ant149', 'Ant663', 'Ant954', 'Ant159', 'Ant482', 'Ant72', 'Ant97', 'Ant96', 'Ant296', 'Ant218', 'Ant62', 'Ant607', 'Ant206', 'Ant638', 'Ant238']"
Ant534,"['Ant221', 'Ant191', 'Ant560', 'Ant53', 'Ant59', 'Ant390', 'Ant397', 'Ant149', 'Ant43', 'Ant48', 'Ant663', 'Ant954', 'Ant482', 'Ant72', 'Ant296', 'Ant218', 'Ant607', 'Ant638', 'Ant238']"
Ant604,"['Ant191', 'Ant53', 'Ant59', 'Ant390', 'Ant43', 'Ant48', 'Ant663', 'Ant954', 'Ant260', 'Ant159', 'Ant72', 'Ant97', 'Ant96', 'Ant62', 'Ant607', 'Ant206']"
Ant599,"['Ant191', 'Ant560', 'Ant53', 'Ant59', 'Ant390', 'Ant397', 'Ant43', 'Ant48', 'Ant663', 'Ant954', 'Ant159', 'Ant482', 'Ant72', 'Ant97', 'Ant96', 'Ant62', 'Ant604', 'Ant607', 'Ant206', 'Ant534']"
