infectee,infectors
096383301,['SEED']
096554052,['096383301']
096551107,['096383301']
096554769,['096383301']
096529614,['096383301']
079799110,['096383301']
096356084,['079799110']
096355036,['096356084']
079627289,['096355036']
096535100,['096551107']
096362844,['096551107']
079581084,['096535100']
073073256,['079581084']
079622316,['079581084']
096372342,['073073256']
096364294,['073073256']
096361577,['073073256']
096522314,['096361577']
079568558,['096361577']
096527542,['096362844']
096534590,['073073256']
