infectee,infectors
Ant251,['SEED']
Ant607,['Ant251']
Ant593,['Ant251']
Ant476,['Ant251']
Ant518,['Ant607']
Ant592,['Ant518']
Ant17,['Ant251']
Ant262,['Ant518']
Ant638,['Ant518']
Ant148,['Ant518']
Ant650,['Ant518']
Ant250,['Ant607']
Ant320,['Ant518']
Ant117,['Ant320']
Ant387,['Ant262']
Ant261,['Ant387']
Ant2,['Ant387']
Ant929,['Ant117']
Ant353,['Ant387']
Ant334,['Ant387']
Ant220,['Ant387']
Ant97,['Ant220']
Ant264,['Ant353']
Ant26,['Ant117']
Ant391,['Ant387']
Ant299,['Ant387']
Ant507,['Ant353']
Ant1,['Ant387']
Ant49,['Ant117']
Ant534,['Ant117']
Ant24,['Ant353']
Ant6,['Ant353']
Ant192,['Ant387']
Ant245,['Ant387']
Ant647,['Ant387']
Ant44,['Ant353']
Ant25,['Ant387']
Ant614,['Ant387']
Ant298,['Ant387']
Ant263,['Ant387']
Ant210,['Ant117']
Ant96,['Ant387']
Ant482,['Ant387']
Ant255,['Ant387']
Ant227,['Ant387']
Ant176,['Ant353']
Ant0,['Ant227']
Ant502,['Ant353']
Ant252,['Ant387']
Ant32,['Ant387']
Ant610,['Ant387']
Ant23,['Ant387']
Ant289,['Ant353']
Ant221,['Ant387']
Ant326,['Ant387']
Ant564,['Ant387']
Ant838,['Ant387']
Ant149,['Ant387']
Ant740,['Ant353']
Ant5,['Ant387']
Ant242,['Ant387']
Ant153,['Ant387']
Ant14,['Ant387']
Ant332,['Ant387']
Ant114,['Ant387']
Ant71,['Ant353']
Ant433,['Ant387']
Ant599,['Ant387']
Ant397,['Ant353']
Ant191,['Ant227']
Ant186,['Ant387']
Ant256,['Ant387']
Ant51,['Ant387']
Ant540,['Ant353']
Ant646,['Ant540']
Ant501,['Ant387']
Ant530,['Ant353']
Ant65,['Ant387']
Ant296,['Ant387']
Ant632,['Ant387']
Ant27,['Ant387']
Ant173,['Ant387']
Ant356,['Ant242']
Ant170,['Ant387']
Ant172,['Ant356']
Ant62,['Ant356']
Ant115,['Ant356']
Ant158,['Ant356']
Ant120,['Ant387']
Ant237,['Ant356']
Ant217,['Ant356']
Ant126,['Ant387']
Ant202,['Ant353']
Ant311,['Ant387']
Ant954,['Ant356']
Ant73,['Ant356']
Ant4,['Ant387']
Ant305,['Ant356']
Ant475,['Ant387']
Ant19,['Ant356']
Ant140,['Ant387']
Ant59,['Ant356']
