infectee,infectors
Ant646,['SEED']
Ant607,['Ant646']
Ant242,['Ant607']
Ant632,['Ant607']
Ant19,['Ant646']
Ant298,['Ant607']
Ant740,['Ant607']
Ant252,['Ant607']
Ant650,['Ant607']
Ant59,['Ant607']
Ant289,['Ant607']
Ant32,['Ant607']
Ant475,['Ant607']
Ant115,['Ant740']
Ant356,['Ant607']
Ant71,['Ant740']
Ant51,['Ant607']
Ant227,['Ant740']
Ant250,['Ant740']
Ant502,['Ant740']
Ant838,['Ant607']
Ant564,['Ant607']
Ant476,['Ant607']
Ant44,['Ant740']
Ant534,['Ant740']
Ant638,['Ant607']
Ant2,['Ant607']
Ant24,['Ant607']
Ant540,['Ant607']
Ant311,['Ant740']
Ant97,['Ant607']
Ant96,['Ant607']
Ant148,['Ant607']
Ant530,['Ant607']
Ant954,['Ant740']
Ant599,['Ant607']
Ant334,['Ant607']
Ant17,['Ant607']
Ant262,['Ant740']
Ant264,['Ant740']
Ant210,['Ant607']
Ant507,['Ant607']
Ant25,['Ant607']
Ant217,['Ant740']
Ant73,['Ant740']
Ant593,['Ant607']
Ant263,['Ant607']
Ant929,['Ant740']
Ant592,['Ant607']
Ant158,['Ant607']
Ant5,['Ant607']
Ant256,['Ant263']
Ant4,['Ant740']
Ant49,['Ant607']
Ant237,['Ant607']
Ant326,['Ant607']
Ant27,['Ant607']
Ant140,['Ant607']
Ant299,['Ant607']
Ant1,['Ant607']
Ant153,['Ant607']
Ant6,['Ant299']
Ant176,['Ant6']
Ant117,['Ant6']
Ant62,['Ant607']
Ant120,['Ant6']
Ant647,['Ant6']
Ant332,['Ant6']
Ant320,['Ant607']
Ant305,['Ant6']
Ant170,['Ant6']
Ant191,['Ant227']
Ant391,['Ant6']
