infectee,infectors
052827340,['SEED']
053380852,['052827340']
052777595,['052827340']
053281277,['053380852']
053612349,['053380852']
052631832,['052827340']
053036841,['053380852']
056008286,['052827340']
053835086,['056008286']
053032127,['053835086']
055885109,['052631832']
052866570,['052827340']
053528063,['053032127']
053382553,['056008286']
052821083,['053281277']
053300349,['052866570']
053113768,['052821083']
052546568,['052821083']
053514034,['053380852']
052613548,['053032127']
053021063,['052546568']
053299622,['053382553']
052772770,['052821083']
053341608,['052866570']
053581604,['053032127']
053789847,['053032127']
053096002,['052866570']
055542003,['053032127']
053539060,['053096002']
053364358,['053032127']
053366576,['053032127']
053307865,['053581604']
053601263,['053307865']
053121876,['052821083']
053289593,['053380852']
053776554,['053380852']
052530123,['052866570']
053352877,['053835086']
052612545,['053581604']
053523029,['053032127']
052555297,['055542003']
053076057,['053581604']
052630522,['053021063']
053783524,['053307865']
053345603,['053307865']
052845117,['053345603']
053537538,['053523029']
053628548,['052612545']
052596077,['052827340']
052838117,['053523029']
053126008,['052555297']
056003620,['053612349']
053592091,['053021063']
053831799,['052845117']
052556274,['052821083']
052892515,['053032127']
053287863,['053021063']
052606894,['053364358']
053359026,['053776554']
052867540,['053121876']
055518046,['053382553']
052531888,['052892515']
055537127,['052845117']
053326594,['055537127']
053521794,['053021063']
053108798,['052892515']
052633840,['056003620']
053127849,['053382553']
052549532,['053581604']
053846795,['053592091']
053531512,['053581604']
052559814,['052892515']
053363274,['053523029']
053027353,['053628548']
053356769,['053581604']
053788039,['052892515']
053268863,['053831799']
053104882,['053021063']
053090861,['053382553']
053558281,['053788039']
053797860,['052845117']
053007288,['053797860']
053382122,['052866570']
053030809,['052892515']
053521866,['053326594']
053267855,['053007288']
052842780,['053356769']
053257518,['052892515']
053632276,['055537127']
053315802,['055537127']
052875802,['053126008']
052601626,['053531512']
052607322,['055885109']
053109014,['052845117']
052768324,['053027353']
052623116,['053007288']
053011778,['052845117']
052527590,['053788039']
052631578,['052607322']
052546358,['053007288']
053816263,['053797860']
053116053,['053797860']
053840845,['055518046']
055814813,['053531512']
053275522,['053116053']
053566520,['053116053']
053866800,['053788039']
053587892,['053007288']
053377535,['053021063']
052776772,['053531512']
056008121,['055537127']
053003091,['052596077']
053587845,['053116053']
052543127,['052845117']
052541773,['053797860']
052773284,['052892515']
053541887,['052596077']
053566049,['053587845']
053832367,['052773284']
062366311,['053832367']
052825369,['052892515']
052625587,['053587845']
053026562,['052875802']
053383784,['053116053']
053024548,['053116053']
053373574,['053587845']
052877043,['052875802']
053528037,['053840845']
053357637,['052541773']
053838513,['053377535']
053534608,['052541773']
