infectee,infectors
Ant170,['SEED']
Ant395,['Ant170']
Ant158,['Ant395']
Ant5,['Ant158']
Ant50,['Ant170']
Ant202,['Ant158']
Ant215,['Ant158']
Ant342,['Ant50']
Ant99,['Ant50']
Ant174,['Ant50']
Ant35,['Ant50']
Ant219,['Ant50']
Ant673,['Ant50']
Ant476,['Ant50']
Ant332,['Ant50']
Ant260,['Ant50']
Ant592,['Ant476']
Ant26,['Ant332']
Ant294,['Ant673']
Ant19,['Ant26']
Ant244,['Ant260']
Ant437,['Ant26']
Ant102,['Ant26']
Ant232,['Ant26']
Ant256,['Ant158']
Ant311,['Ant256']
Ant72,['Ant256']
Ant301,['Ant244']
Ant593,['Ant26']
Ant169,['Ant26']
Ant647,['Ant476']
Ant264,['Ant256']
Ant98,['Ant26']
Ant195,['Ant264']
Ant262,['Ant195']
Ant0,['Ant195']
Ant356,['Ant0']
Ant161,['Ant356']
Ant144,['Ant356']
Ant40,['Ant256']
Ant604,['Ant356']
Ant52,['Ant356']
Ant560,['Ant195']
Ant148,['Ant356']
Ant96,['Ant356']
Ant38,['Ant356']
Ant257,['Ant604']
Ant212,['Ant195']
Ant518,['Ant356']
Ant20,['Ant195']
Ant140,['Ant356']
Ant324,['Ant356']
Ant575,['Ant356']
Ant665,['Ant257']
Ant172,['Ant356']
Ant313,['Ant665']
Ant638,['Ant256']
Ant15,['Ant665']
Ant112,['Ant356']
Ant6,['Ant356']
Ant298,['Ant665']
Ant650,['Ant665']
Ant209,['Ant665']
Ant176,['Ant256']
Ant44,['Ant665']
Ant147,['Ant665']
Ant509,['Ant665']
Ant65,['Ant356']
Ant580,['Ant356']
Ant137,['Ant665']
Ant14,['Ant112']
Ant289,['Ant356']
Ant227,['Ant665']
Ant60,['Ant665']
Ant62,['Ant356']
Ant507,['Ant227']
Ant398,['Ant665']
Ant607,['Ant227']
Ant268,['Ant356']
Ant97,['Ant665']
Ant237,['Ant665']
Ant43,['Ant665']
Ant114,['Ant665']
Ant105,['Ant665']
Ant540,['Ant580']
Ant32,['Ant665']
Ant502,['Ant540']
Ant564,['Ant665']
Ant2,['Ant227']
Ant30,['Ant665']
Ant621,['Ant665']
Ant206,['Ant621']
Ant632,['Ant621']
Ant55,['Ant621']
Ant243,['Ant540']
Ant12,['Ant540']
Ant296,['Ant621']
Ant552,['Ant621']
Ant556,['Ant621']
Ant265,['Ant621']
Ant178,['Ant540']
Ant305,['Ant621']
Ant610,['Ant621']
Ant126,['Ant621']
Ant492,['Ant621']
Ant217,['Ant540']
Ant7,['Ant621']
Ant400,['Ant621']
Ant210,['Ant621']
Ant599,['Ant621']
Ant63,['Ant621']
