infectee,infectors
D54,['SEED']
D32,['D12M']
D35,['2907M']
E1M,['D35']
D23M,['D35']
D44,['D23M']
C16,"['2907M', 'D12M', 'D23M']"
G9M,"['C16', 'D32', 'D35', 'D44', 'D54']"
31M,"['C16', 'D44']"
37M,['C16']
D47,"['31M', 'G9M']"
D43,"['31M', '2907M', 'G9M']"
G10M,"['C16', 'D43', 'D44', 'D47', 'D54']"
D46,"['G9M', 'G10M']"
71M,"['C16', 'D43']"
D30,"['71M', 'D12M', 'G9M', 'G10M']"
D38,"['G9M', 'G10M']"
D48,"['37M', 'G9M', 'G10M']"
D13M,"['C16', 'D30', 'D38', 'D43', 'D44', 'D46', 'D47', 'D48', 'D54']"
