infectee,infectors
Ant117,['SEED']
Ant176,['Ant117']
Ant127,['Ant176']
Ant38,['Ant176']
Ant153,['Ant176']
Ant538,['Ant153']
Ant55,['Ant153']
Ant32,['Ant176']
Ant19,['Ant153']
Ant255,['Ant153']
Ant394,['Ant153']
Ant400,['Ant394']
Ant0,['Ant153']
Ant178,['Ant394']
Ant202,['Ant394']
Ant518,['Ant394']
Ant380,['Ant394']
Ant139,['Ant178']
Ant482,['Ant394']
Ant219,['Ant482']
Ant156,['Ant482']
Ant63,['Ant394']
Ant64,['Ant394']
Ant501,['Ant394']
Ant347,['Ant394']
Ant268,['Ant394']
Ant26,['Ant394']
Ant560,['Ant400']
Ant42,['Ant394']
Ant4,['Ant394']
Ant207,['Ant394']
Ant215,['Ant394']
Ant173,['Ant394']
Ant621,['Ant501']
Ant614,['Ant394']
Ant76,['Ant394']
Ant44,['Ant394']
Ant356,['Ant394']
Ant593,['Ant394']
Ant294,['Ant176']
Ant115,['Ant501']
Ant23,['Ant394']
Ant29,['Ant394']
Ant390,['Ant394']
Ant243,['Ant394']
Ant242,['Ant394']
Ant540,['Ant394']
Ant387,['Ant394']
Ant190,['Ant501']
Ant191,['Ant394']
Ant97,['Ant394']
Ant109,['Ant394']
Ant564,['Ant394']
Ant218,['Ant482']
Ant30,['Ant115']
Ant60,['Ant394']
