infectee,infectors
Ant268,['SEED']
Ant81,['Ant30']
Ant646,"['Ant81', 'Ant55']"
Ant196,"['Ant81', 'Ant646', 'Ant268', 'Ant30']"
Ant592,"['Ant196', 'Ant646', 'Ant55', 'Ant268', 'Ant81', 'Ant30']"
Ant97,"['Ant196', 'Ant646', 'Ant268', 'Ant592', 'Ant30']"
Ant111,"['Ant81', 'Ant646', 'Ant268', 'Ant196', 'Ant55', 'Ant592', 'Ant30', 'Ant97']"
Ant255,"['Ant111', 'Ant646', 'Ant592', 'Ant30']"
Ant353,"['Ant111', 'Ant81', 'Ant646', 'Ant196', 'Ant592', 'Ant30', 'Ant255']"
Ant663,"['Ant353', 'Ant111', 'Ant255', 'Ant646', 'Ant81', 'Ant268', 'Ant592', 'Ant30', 'Ant97']"
Ant100,"['Ant353', 'Ant111', 'Ant196', 'Ant255', 'Ant646', 'Ant663', 'Ant268', 'Ant592', 'Ant97', 'Ant81', 'Ant30']"
Ant68,"['Ant353', 'Ant111', 'Ant196', 'Ant255', 'Ant663', 'Ant268', 'Ant592', 'Ant97', 'Ant81', 'Ant30', 'Ant100']"
Ant342,"['Ant353', 'Ant111', 'Ant196', 'Ant255', 'Ant646', 'Ant663', 'Ant268', 'Ant592', 'Ant97', 'Ant68', 'Ant81', 'Ant30', 'Ant100']"
Ant62,"['Ant353', 'Ant111', 'Ant196', 'Ant255', 'Ant646', 'Ant663', 'Ant268', 'Ant592', 'Ant97', 'Ant68', 'Ant81', 'Ant30', 'Ant100']"
Ant57,"['Ant111', 'Ant196', 'Ant255', 'Ant646', 'Ant55', 'Ant663', 'Ant81', 'Ant342', 'Ant268', 'Ant592', 'Ant30', 'Ant97', 'Ant100', 'Ant68', 'Ant62']"
Ant250,"['Ant111', 'Ant81', 'Ant268', 'Ant57', 'Ant592', 'Ant30', 'Ant97', 'Ant342', 'Ant100', 'Ant255', 'Ant68', 'Ant62']"
