infectee,infectors
Ant353,['SEED']
Ant268,['Ant353']
Ant261,['Ant353']
Ant114,['Ant268']
Ant40,['Ant353']
Ant376,['Ant353']
Ant255,['Ant114']
Ant663,['Ant353']
Ant242,['Ant353']
Ant492,['Ant114']
Ant126,['Ant114']
Ant607,['Ant114']
Ant196,['Ant114']
Ant52,['Ant353']
Ant245,['Ant114']
Ant25,['Ant353']
Ant97,['Ant114']
Ant74,['Ant353']
Ant105,['Ant353']
Ant68,['Ant353']
Ant580,['Ant114']
Ant91,['Ant353']
Ant650,['Ant353']
Ant148,['Ant114']
Ant81,['Ant114']
Ant5,['Ant353']
Ant27,['Ant353']
Ant195,['Ant353']
Ant332,['Ant114']
Ant218,['Ant114']
Ant113,['Ant353']
Ant159,['Ant114']
Ant226,['Ant114']
Ant243,['Ant353']
Ant592,['Ant113']
Ant646,['Ant353']
Ant673,['Ant114']
Ant57,['Ant114']
Ant43,['Ant114']
Ant100,['Ant353']
Ant256,['Ant114']
Ant55,['Ant196']
Ant638,['Ant114']
Ant174,['Ant353']
Ant632,['Ant114']
Ant318,['Ant114']
Ant207,['Ant114']
Ant66,['Ant353']
Ant229,['Ant580']
Ant294,['Ant229']
Ant391,['Ant229']
Ant209,['Ant229']
Ant929,['Ant353']
Ant142,['Ant353']
Ant665,['Ant580']
Ant6,['Ant229']
Ant111,['Ant665']
Ant334,['Ant665']
Ant614,['Ant665']
Ant198,['Ant229']
Ant135,['Ant229']
Ant99,['Ant256']
Ant263,['Ant665']
Ant347,['Ant229']
Ant139,['Ant114']
Ant156,['Ant198']
Ant102,['Ant229']
Ant29,['Ant665']
Ant305,['Ant665']
Ant30,['Ant665']
Ant169,['Ant665']
Ant59,['Ant665']
Ant437,['Ant665']
Ant387,['Ant665']
Ant50,['Ant665']
Ant320,['Ant198']
Ant71,['Ant665']
Ant32,['Ant665']
Ant20,['Ant665']
Ant13,['Ant229']
Ant250,['Ant665']
Ant620,['Ant592']
Ant26,['Ant620']
Ant549,['Ant229']
Ant191,['Ant665']
Ant342,['Ant665']
Ant308,['Ant665']
Ant62,['Ant665']
Ant170,['Ant665']
