infectee,infectors
VU,['SEED']
PK,"['VU', 'VX']"
PH,"['PK', 'VX']"
VV,"['PK', 'PH', 'VU', 'VX']"
VK,['VX']
PX,"['VK', 'VU', 'VX', 'PK']"
VL,"['PX', 'PK', 'VU']"
VO,"['PX', 'PK', 'PH', 'VU', 'VV', 'VX']"
PU,"['VO', 'VU', 'VV', 'VX', 'PK', 'PH']"
VE,"['PU', 'PH', 'VL', 'VO', 'VX']"
PM,"['PU', 'PX', 'VE', 'VL', 'VU', 'VX']"
PO,"['PX', 'PK', 'VE', 'VO', 'VX']"
PZ,"['PU', 'VE', 'VK', 'VV', 'VX', 'PK', 'PH']"
PA,"['PZ', 'VV', 'VL', 'VO', 'VU', 'VX', 'PH']"
VZ,"['PU', 'PZ', 'PX', 'PA', 'PH', 'PO', 'VK']"
PL,"['PU', 'PA', 'PH', 'VV', 'VL', 'VO', 'VU', 'VX', 'PM']"
VT,"['PZ', 'PA', 'PO', 'PL']"
VC,"['PU', 'PZ', 'PK', 'PH', 'PL', 'VT', 'VZ']"
VH,"['PU', 'PZ', 'PA', 'PH', 'PL', 'VC', 'VO']"
VD,"['PU', 'PZ', 'PA', 'PK', 'PH', 'PO', 'PL', 'PM', 'VZ', 'VL', 'VO']"
PS,"['VE', 'VH', 'VL', 'VO', 'PA', 'PK', 'VZ']"
VA,"['PS', 'PZ', 'PA', 'PH', 'PL', 'VD', 'VH', 'VZ']"
VS,"['PS', 'PU', 'PZ', 'PX', 'PA', 'PK', 'PH', 'PO', 'PL', 'PM', 'VA', 'VC', 'VO', 'VV', 'VU']"
PT,"['VC', 'VD', 'VE', 'PZ', 'VO', 'VH', 'VS', 'VX', 'PK', 'VZ']"
PD,"['PS', 'PT', 'PZ', 'PA', 'VC', 'VL', 'VS', 'VH', 'VT', 'PK', 'VZ', 'PL']"
VM,"['PS', 'VA', 'VZ']"
PP,"['VA', 'VC', 'VD', 'PT', 'VH', 'VS', 'PA', 'PD', 'PK', 'PH', 'PM']"
PE,"['PS', 'VA', 'VD', 'VM', 'VO', 'VS', 'VX', 'PK', 'VZ', 'PO', 'PM']"
