infectee,infectors
Ant40,['SEED']
Ant294,['Ant40']
Ant209,['Ant40']
Ant149,['Ant40']
Ant552,['Ant149']
Ant250,['Ant149']
Ant650,['Ant149']
Ant81,['Ant149']
Ant43,['Ant650']
Ant929,['Ant149']
Ant74,['Ant149']
Ant158,['Ant149']
Ant229,['Ant149']
Ant261,['Ant149']
Ant159,['Ant149']
Ant356,['Ant929']
Ant148,['Ant356']
Ant117,['Ant356']
Ant113,['Ant149']
Ant217,['Ant149']
Ant111,['Ant356']
Ant169,['Ant356']
Ant549,['Ant356']
Ant196,['Ant356']
Ant244,['Ant356']
Ant391,['Ant356']
Ant226,['Ant356']
Ant621,['Ant356']
Ant82,['Ant621']
Ant256,['Ant621']
Ant195,['Ant621']
Ant632,['Ant621']
Ant556,['Ant621']
Ant390,['Ant621']
Ant62,['Ant621']
Ant71,['Ant621']
Ant475,['Ant621']
Ant174,['Ant621']
Ant318,['Ant621']
Ant387,['Ant621']
Ant263,['Ant621']
Ant395,['Ant621']
Ant268,['Ant621']
Ant492,['Ant621']
Ant614,['Ant621']
Ant243,['Ant621']
Ant114,['Ant621']
Ant607,['Ant621']
Ant600,['Ant621']
Ant135,['Ant621']
Ant604,['Ant149']
Ant65,['Ant621']
Ant100,['Ant621']
Ant376,['Ant621']
Ant80,['Ant149']
Ant610,['Ant621']
Ant26,['Ant621']
Ant320,['Ant621']
Ant28,['Ant621']
Ant540,['Ant356']
Ant527,['Ant621']
Ant12,['Ant621']
Ant635,['Ant621']
Ant663,['Ant356']
Ant334,['Ant356']
Ant580,['Ant621']
Ant27,['Ant356']
Ant501,['Ant650']
Ant20,['Ant621']
Ant32,['Ant356']
Ant52,['Ant621']
Ant4,['Ant621']
Ant575,['Ant621']
Ant170,['Ant621']
Ant308,['Ant621']
Ant592,['Ant621']
Ant2,['Ant621']
Ant353,['Ant356']
Ant332,['Ant621']
Ant97,['Ant621']
Ant173,['Ant621']
Ant57,['Ant621']
Ant29,['Ant621']
Ant646,['Ant353']
Ant260,['Ant621']
Ant301,['Ant353']
Ant13,['Ant621']
Ant265,['Ant149']
Ant6,['Ant621']
Ant59,['Ant621']
Ant126,['Ant621']
Ant838,['Ant621']
Ant91,['Ant356']
Ant342,['Ant621']
Ant305,['Ant356']
Ant212,['Ant621']
Ant50,['Ant621']
Ant245,['Ant621']
Ant191,['Ant356']
Ant219,['Ant621']
Ant218,['Ant621']
Ant55,['Ant356']
Ant70,['Ant621']
Ant68,['Ant356']
Ant156,['Ant621']
Ant102,['Ant621']
Ant347,['Ant621']
Ant673,['Ant621']
Ant25,['Ant621']
Ant38,['Ant621']
Ant202,['Ant650']
Ant620,['Ant621']
Ant139,['Ant621']
Ant257,['Ant621']
Ant198,['Ant621']
Ant394,['Ant356']
Ant242,['Ant621']
Ant437,['Ant621']
Ant207,['Ant621']
Ant255,['Ant356']
Ant5,['Ant621']
Ant278,['Ant621']
Ant42,['Ant621']
Ant665,['Ant621']
Ant30,['Ant621']
Ant137,['Ant621']
Ant142,['Ant621']
Ant112,['Ant621']
Ant99,['Ant621']
Ant105,['Ant621']
Ant638,['Ant621']
Ant66,['Ant621']
Ant299,['Ant198']
