infectee,infectors
Ant245,['SEED']
Ant81,['Ant245']
Ant96,['Ant81']
Ant1,['Ant96']
Ant48,['Ant81']
Ant54,['Ant81']
Ant137,['Ant1']
Ant540,['Ant137']
Ant7,['Ant245']
Ant301,['Ant54']
Ant124,['Ant245']
Ant299,['Ant124']
Ant289,['Ant301']
Ant599,['Ant301']
Ant560,['Ant124']
Ant251,['Ant7']
Ant70,['Ant124']
Ant76,['Ant251']
Ant278,['Ant124']
Ant604,['Ant301']
Ant4,['Ant251']
Ant13,['Ant54']
Ant501,['Ant301']
Ant12,['Ant124']
Ant229,['Ant540']
Ant158,['Ant229']
Ant580,['Ant54']
Ant43,['Ant229']
Ant331,['Ant229']
Ant260,['Ant229']
Ant347,['Ant229']
Ant482,['Ant229']
Ant51,['Ant229']
Ant576,['Ant229']
Ant509,['Ant229']
Ant115,['Ant229']
Ant255,['Ant229']
Ant395,['Ant229']
Ant256,['Ant229']
Ant172,['Ant229']
Ant308,['Ant229']
Ant264,['Ant229']
Ant244,['Ant229']
Ant215,['Ant229']
Ant243,['Ant229']
Ant191,['Ant229']
Ant614,['Ant229']
Ant210,['Ant229']
Ant52,['Ant229']
Ant458,['Ant229']
Ant954,['Ant229']
Ant178,['Ant191']
Ant650,['Ant229']
Ant324,['Ant229']
Ant296,['Ant229']
Ant238,['Ant229']
Ant71,['Ant229']
Ant20,['Ant229']
Ant17,['Ant229']
Ant380,['Ant229']
Ant65,['Ant324']
Ant607,['Ant191']
Ant159,['Ant229']
Ant397,['Ant229']
Ant196,['Ant229']
Ant329,['Ant229']
Ant0,['Ant229']
Ant190,['Ant229']
Ant105,['Ant229']
Ant126,['Ant229']
Ant621,['Ant509']
Ant6,['Ant621']
Ant390,['Ant621']
Ant242,['Ant191']
Ant227,['Ant621']
Ant19,['Ant621']
Ant219,['Ant229']
Ant30,['Ant621']
Ant23,['Ant229']
Ant15,['Ant621']
Ant26,['Ant229']
Ant109,['Ant229']
Ant194,['Ant621']
Ant102,['Ant621']
Ant252,['Ant621']
Ant9,['Ant621']
Ant220,['Ant229']
Ant27,['Ant621']
Ant476,['Ant621']
Ant53,['Ant621']
Ant610,['Ant227']
Ant740,['Ant621']
Ant35,['Ant227']
Ant111,['Ant229']
Ant206,['Ant229']
Ant112,['Ant621']
Ant175,['Ant621']
Ant62,['Ant220']
Ant117,['Ant621']
Ant74,['Ant229']
Ant50,['Ant117']
Ant475,['Ant621']
Ant556,['Ant621']
Ant60,['Ant621']
Ant394,['Ant621']
Ant72,['Ant621']
Ant398,['Ant621']
Ant342,['Ant621']
Ant186,['Ant621']
Ant334,['Ant229']
Ant518,['Ant62']
Ant663,['Ant621']
Ant97,['Ant621']
Ant673,['Ant621']
Ant564,['Ant227']
