infectee,infectors
Ant149,['SEED']
Ant391,['Ant149']
Ant170,"['Ant149', 'Ant391']"
Ant26,['Ant149']
Ant540,"['Ant26', 'Ant149', 'Ant391', 'Ant170']"
Ant19,"['Ant540', 'Ant149', 'Ant391', 'Ant170']"
Ant534,"['Ant540', 'Ant149', 'Ant391', 'Ant19', 'Ant170']"
Ant96,"['Ant540', 'Ant149', 'Ant391', 'Ant19', 'Ant170', 'Ant534']"
Ant23,"['Ant540', 'Ant534', 'Ant170', 'Ant391', 'Ant96', 'Ant149']"
Ant51,"['Ant540', 'Ant23', 'Ant149', 'Ant391', 'Ant19', 'Ant96', 'Ant534']"
Ant592,"['Ant540', 'Ant23', 'Ant51', 'Ant149', 'Ant391', 'Ant19', 'Ant96', 'Ant170', 'Ant534']"
Ant638,"['Ant540', 'Ant26', 'Ant23', 'Ant51', 'Ant149', 'Ant592', 'Ant19', 'Ant96', 'Ant170']"
Ant599,"['Ant540', 'Ant26', 'Ant23', 'Ant51', 'Ant149', 'Ant391', 'Ant19', 'Ant96', 'Ant170', 'Ant638', 'Ant534']"
Ant120,"['Ant540', 'Ant26', 'Ant23', 'Ant51', 'Ant149', 'Ant391', 'Ant592', 'Ant19', 'Ant599', 'Ant96', 'Ant170', 'Ant638', 'Ant534']"
Ant353,"['Ant592', 'Ant540', 'Ant51', 'Ant19', 'Ant638', 'Ant96', 'Ant149', 'Ant26', 'Ant120']"
Ant252,"['Ant353', 'Ant540', 'Ant391', 'Ant170', 'Ant51', 'Ant592', 'Ant19', 'Ant599', 'Ant96', 'Ant149', 'Ant120', 'Ant638', 'Ant23']"
Ant17,"['Ant540', 'Ant252', 'Ant23', 'Ant120', 'Ant51', 'Ant149', 'Ant391', 'Ant592', 'Ant19', 'Ant599', 'Ant170']"
Ant501,"['Ant540', 'Ant252', 'Ant120', 'Ant51', 'Ant149', 'Ant391', 'Ant592', 'Ant170', 'Ant19', 'Ant599', 'Ant17', 'Ant96', 'Ant534']"
Ant237,"['Ant540', 'Ant252', 'Ant23', 'Ant120', 'Ant51', 'Ant149', 'Ant501', 'Ant592', 'Ant19', 'Ant599', 'Ant17', 'Ant96', 'Ant638', 'Ant534']"
Ant158,"['Ant353', 'Ant540', 'Ant252', 'Ant23', 'Ant120', 'Ant51', 'Ant149', 'Ant391', 'Ant170', 'Ant592', 'Ant19', 'Ant599', 'Ant17', 'Ant96', 'Ant534', 'Ant237', 'Ant638']"
Ant217,"['Ant353', 'Ant540', 'Ant158', 'Ant391', 'Ant51', 'Ant501', 'Ant592', 'Ant19', 'Ant638', 'Ant599', 'Ant17', 'Ant534', 'Ant149', 'Ant237']"
Ant646,"['Ant540', 'Ant217', 'Ant252', 'Ant120', 'Ant158', 'Ant170', 'Ant391', 'Ant51', 'Ant501', 'Ant592', 'Ant19', 'Ant599', 'Ant17', 'Ant96', 'Ant534', 'Ant237']"
Ant192,"['Ant353', 'Ant540', 'Ant158', 'Ant170', 'Ant391', 'Ant51', 'Ant501', 'Ant592', 'Ant638', 'Ant599', 'Ant96', 'Ant534', 'Ant149', 'Ant237', 'Ant120', 'Ant26', 'Ant23']"
Ant518,"['Ant353', 'Ant192', 'Ant252', 'Ant26', 'Ant23', 'Ant120', 'Ant51', 'Ant149', 'Ant592', 'Ant599', 'Ant170', 'Ant638', 'Ant534', 'Ant237']"
Ant5,"['Ant353', 'Ant540', 'Ant192', 'Ant252', 'Ant26', 'Ant23', 'Ant120', 'Ant51', 'Ant149', 'Ant391', 'Ant501', 'Ant170', 'Ant592', 'Ant19', 'Ant638', 'Ant17', 'Ant96', 'Ant518', 'Ant237']"
Ant326,"['Ant353', 'Ant540', 'Ant192', 'Ant217', 'Ant158', 'Ant646', 'Ant391', 'Ant170', 'Ant5', 'Ant51', 'Ant592', 'Ant19', 'Ant599', 'Ant17', 'Ant96', 'Ant534', 'Ant149', 'Ant252', 'Ant638', 'Ant23', 'Ant120']"
Ant838,"['Ant540', 'Ant192', 'Ant217', 'Ant326', 'Ant252', 'Ant23', 'Ant120', 'Ant158', 'Ant170', 'Ant391', 'Ant19', 'Ant599', 'Ant17', 'Ant96', 'Ant534', 'Ant149', 'Ant237', 'Ant638']"
Ant73,"['Ant353', 'Ant540', 'Ant217', 'Ant326', 'Ant252', 'Ant23', 'Ant120', 'Ant838', 'Ant646', 'Ant51', 'Ant149', 'Ant158', 'Ant391', 'Ant5', 'Ant501', 'Ant592', 'Ant170', 'Ant19', 'Ant599', 'Ant17', 'Ant96', 'Ant534', 'Ant237', 'Ant638']"
