infectee,infectors
Ant27,['SEED']
Ant593,['Ant27']
Ant4,['Ant593']
Ant120,['Ant4']
Ant227,['Ant4']
Ant217,['Ant4']
Ant299,['Ant227']
Ant592,['Ant299']
Ant332,['Ant299']
Ant25,['Ant299']
Ant97,['Ant299']
Ant117,['Ant299']
Ant250,['Ant299']
Ant242,['Ant299']
Ant507,['Ant299']
Ant740,['Ant299']
Ant356,['Ant242']
Ant252,['Ant242']
Ant540,['Ant242']
Ant264,['Ant242']
Ant646,['Ant242']
Ant44,['Ant242']
Ant334,['Ant242']
Ant32,['Ant242']
Ant263,['Ant242']
Ant564,['Ant242']
Ant2,['Ant242']
Ant647,['Ant740']
Ant262,['Ant242']
Ant1,['Ant242']
Ant256,['Ant242']
Ant320,['Ant242']
Ant210,['Ant647']
Ant607,['Ant242']
Ant158,['Ant242']
Ant59,['Ant242']
Ant71,['Ant607']
Ant502,['Ant242']
Ant650,['Ant607']
Ant148,['Ant607']
Ant115,['Ant607']
Ant298,['Ant242']
Ant954,['Ant242']
Ant140,['Ant607']
Ant96,['Ant242']
Ant632,['Ant607']
Ant51,['Ant242']
Ant176,['Ant242']
Ant475,['Ant242']
Ant19,['Ant242']
Ant153,['Ant242']
Ant311,['Ant242']
Ant530,['Ant242']
Ant191,['Ant1']
Ant49,['Ant242']
Ant391,['Ant242']
Ant237,['Ant242']
Ant24,['Ant242']
Ant62,['Ant242']
Ant305,['Ant242']
Ant5,['Ant607']
Ant17,['Ant242']
Ant929,['Ant242']
Ant599,['Ant242']
Ant289,['Ant242']
Ant534,['Ant242']
Ant638,['Ant242']
Ant476,['Ant242']
Ant838,['Ant242']
Ant73,['Ant242']
Ant326,['Ant242']
Ant170,['Ant242']
Ant6,['Ant242']
