infectee,infectors
Ant334,['SEED']
Ant256,['Ant334']
Ant115,['Ant256']
Ant126,['Ant256']
Ant71,['Ant256']
Ant48,['Ant256']
Ant331,['Ant256']
Ant117,['Ant256']
Ant564,['Ant334']
Ant159,['Ant117']
Ant289,['Ant334']
Ant53,['Ant117']
Ant604,['Ant564']
Ant324,['Ant117']
Ant26,['Ant117']
Ant96,['Ant117']
Ant482,['Ant117']
Ant560,['Ant117']
Ant35,['Ant324']
Ant12,['Ant117']
Ant105,['Ant117']
Ant260,['Ant117']
Ant244,['Ant324']
Ant196,['Ant117']
Ant380,['Ant117']
Ant190,['Ant117']
Ant43,['Ant190']
Ant610,['Ant324']
Ant52,['Ant117']
Ant97,['Ant117']
Ant124,['Ant117']
Ant215,['Ant117']
Ant1,['Ant117']
Ant576,['Ant196']
Ant242,['Ant256']
Ant954,['Ant117']
Ant70,['Ant117']
Ant264,['Ant190']
Ant191,['Ant117']
Ant347,['Ant324']
Ant81,['Ant117']
Ant301,['Ant117']
Ant62,['Ant117']
Ant30,['Ant117']
Ant109,['Ant117']
Ant650,['Ant117']
Ant219,['Ant117']
Ant172,['Ant117']
Ant27,['Ant117']
Ant252,['Ant117']
Ant556,['Ant117']
Ant102,['Ant117']
Ant329,['Ant196']
Ant342,['Ant117']
Ant607,['Ant117']
Ant206,['Ant191']
Ant9,['Ant117']
Ant475,['Ant117']
Ant186,['Ant117']
Ant178,['Ant191']
Ant158,['Ant117']
Ant194,['Ant117']
Ant390,['Ant117']
Ant74,['Ant117']
Ant4,['Ant117']
Ant540,['Ant117']
Ant51,['Ant117']
Ant673,['Ant117']
Ant614,['Ant117']
Ant243,['Ant117']
Ant72,['Ant117']
Ant245,['Ant194']
Ant111,['Ant607']
Ant17,['Ant191']
Ant397,['Ant117']
Ant6,['Ant194']
Ant251,['Ant117']
Ant663,['Ant117']
Ant175,['Ant117']
Ant13,['Ant117']
Ant229,['Ant663']
Ant54,['Ant117']
Ant220,['Ant229']
Ant0,['Ant229']
Ant518,['Ant220']
Ant137,['Ant111']
Ant112,['Ant229']
Ant476,['Ant229']
Ant227,['Ant229']
Ant621,['Ant556']
Ant398,['Ant229']
Ant20,['Ant621']
Ant23,['Ant621']
Ant60,['Ant621']
Ant580,['Ant621']
