infectee,infectors
Ant356,['SEED']
Ant117,['Ant356']
Ant120,['Ant117']
Ant954,['Ant117']
Ant97,['Ant954']
Ant593,['Ant954']
Ant170,['Ant954']
Ant262,['Ant954']
Ant27,['Ant954']
Ant299,['Ant954']
Ant73,['Ant299']
Ant44,['Ant299']
Ant256,['Ant299']
Ant176,['Ant299']
Ant599,['Ant299']
Ant153,['Ant299']
Ant250,['Ant299']
Ant305,['Ant299']
Ant475,['Ant299']
Ant51,['Ant299']
Ant564,['Ant299']
Ant740,['Ant299']
Ant2,['Ant299']
Ant476,['Ant740']
Ant332,['Ant299']
Ant540,['Ant299']
Ant534,['Ant299']
Ant647,['Ant740']
Ant227,['Ant299']
Ant237,['Ant299']
Ant298,['Ant299']
Ant650,['Ant299']
Ant264,['Ant299']
Ant59,['Ant299']
Ant25,['Ant299']
Ant646,['Ant299']
Ant607,['Ant299']
Ant252,['Ant299']
Ant6,['Ant299']
Ant592,['Ant607']
Ant1,['Ant607']
Ant148,['Ant740']
Ant263,['Ant299']
Ant502,['Ant607']
Ant115,['Ant607']
Ant242,['Ant607']
Ant638,['Ant607']
Ant17,['Ant242']
Ant191,['Ant607']
Ant24,['Ant242']
Ant334,['Ant242']
Ant71,['Ant242']
Ant391,['Ant242']
Ant311,['Ant242']
Ant49,['Ant242']
