infectee,infectors
Ant237,['SEED']
Ant600,['Ant237']
Ant23,['Ant600']
Ant55,['Ant23']
Ant190,['Ant23']
Ant540,['Ant190']
Ant109,['Ant540']
Ant395,['Ant540']
Ant227,['Ant540']
Ant650,['Ant540']
Ant149,['Ant540']
Ant635,['Ant149']
Ant482,['Ant149']
Ant264,['Ant149']
Ant147,['Ant149']
Ant14,['Ant149']
Ant262,['Ant149']
Ant509,['Ant540']
Ant534,['Ant149']
Ant476,['Ant149']
Ant610,['Ant149']
Ant196,['Ant149']
Ant35,['Ant149']
Ant607,['Ant149']
Ant212,['Ant149']
Ant42,['Ant149']
Ant195,['Ant149']
Ant229,['Ant149']
Ant43,['Ant149']
Ant507,['Ant540']
Ant592,['Ant540']
Ant219,['Ant149']
Ant9,['Ant227']
Ant60,['Ant149']
Ant501,['Ant149']
Ant331,['Ant149']
Ant296,['Ant149']
Ant638,['Ant540']
Ant102,['Ant149']
Ant604,['Ant149']
Ant308,['Ant149']
Ant261,['Ant540']
Ant51,['Ant195']
Ant342,['Ant149']
Ant305,['Ant149']
Ant6,['Ant149']
Ant391,['Ant149']
Ant20,['Ant149']
Ant19,['Ant149']
Ant289,['Ant149']
Ant62,['Ant540']
Ant599,['Ant149']
Ant665,['Ant540']
Ant97,['Ant149']
Ant332,['Ant149']
Ant70,['Ant540']
Ant299,['Ant540']
Ant215,['Ant540']
Ant74,['Ant540']
Ant242,['Ant540']
Ant614,['Ant149']
Ant263,['Ant540']
Ant131,['Ant540']
Ant96,['Ant149']
Ant954,['Ant149']
Ant268,['Ant149']
Ant250,['Ant540']
Ant564,['Ant149']
Ant115,['Ant149']
Ant458,['Ant149']
Ant27,['Ant540']
Ant30,['Ant149']
Ant198,['Ant149']
Ant334,['Ant149']
Ant144,['Ant149']
Ant54,['Ant149']
Ant838,['Ant540']
Ant353,['Ant540']
Ant313,['Ant353']
Ant49,['Ant353']
Ant549,['Ant353']
Ant376,['Ant353']
Ant135,['Ant353']
Ant72,['Ant149']
Ant257,['Ant353']
Ant0,['Ant540']
Ant17,['Ant353']
Ant57,['Ant353']
Ant118,['Ant353']
Ant98,['Ant540']
Ant175,['Ant353']
Ant552,['Ant353']
Ant260,['Ant353']
Ant38,['Ant353']
Ant255,['Ant353']
Ant433,['Ant353']
Ant63,['Ant353']
Ant64,['Ant353']
Ant159,['Ant353']
Ant48,['Ant353']
Ant13,['Ant353']
Ant153,['Ant353']
Ant12,['Ant353']
Ant380,['Ant353']
Ant252,['Ant353']
Ant7,['Ant149']
Ant126,['Ant353']
Ant29,['Ant353']
Ant156,['Ant353']
Ant66,['Ant353']
Ant210,['Ant353']
Ant356,['Ant540']
Ant206,['Ant353']
Ant673,['Ant353']
Ant245,['Ant356']
Ant576,['Ant356']
Ant462,['Ant353']
Ant170,['Ant356']
Ant140,['Ant356']
Ant202,['Ant356']
Ant91,['Ant356']
Ant113,['Ant353']
Ant740,['Ant353']
Ant68,['Ant356']
Ant232,['Ant356']
Ant174,['Ant356']
Ant1,['Ant353']
Ant158,['Ant356']
Ant127,['Ant353']
Ant120,['Ant356']
Ant169,['Ant353']
Ant137,['Ant356']
Ant593,['Ant356']
Ant324,['Ant353']
Ant26,['Ant356']
Ant646,['Ant353']
Ant24,['Ant353']
Ant186,['Ant353']
Ant161,['Ant353']
Ant207,['Ant353']
Ant301,['Ant353']
Ant80,['Ant356']
Ant100,['Ant356']
Ant326,['Ant353']
Ant209,['Ant356']
Ant124,['Ant356']
Ant397,['Ant353']
Ant311,['Ant356']
Ant172,['Ant356']
Ant318,['Ant356']
Ant437,['Ant353']
Ant52,['Ant356']
Ant82,['Ant356']
Ant621,['Ant353']
Ant620,['Ant356']
Ant929,['Ant621']
Ant387,['Ant621']
Ant560,['Ant621']
Ant2,['Ant621']
Ant530,['Ant621']
Ant176,['Ant620']
Ant647,['Ant621']
Ant139,['Ant621']
Ant492,['Ant621']
