infectee,infectors
Ant190,['SEED']
Ant289,['Ant190']
Ant191,['Ant190']
Ant70,['Ant191']
Ant159,['Ant191']
Ant126,['Ant191']
Ant111,['Ant191']
Ant4,['Ant111']
Ant614,['Ant111']
Ant105,['Ant111']
Ant607,['Ant191']
Ant475,['Ant111']
Ant102,['Ant126']
Ant186,['Ant111']
Ant255,['Ant111']
Ant206,['Ant111']
Ant394,['Ant191']
Ant48,['Ant191']
Ant117,['Ant394']
Ant308,['Ant117']
Ant74,['Ant117']
Ant518,['Ant117']
Ant301,['Ant117']
Ant72,['Ant190']
Ant576,['Ant117']
Ant175,['Ant117']
Ant604,['Ant191']
Ant71,['Ant117']
Ant52,['Ant117']
Ant9,['Ant117']
Ant20,['Ant111']
Ant196,['Ant117']
Ant398,['Ant191']
Ant509,['Ant117']
Ant229,['Ant117']
Ant178,['Ant229']
Ant12,['Ant229']
Ant13,['Ant229']
Ant610,['Ant229']
Ant342,['Ant229']
Ant564,['Ant229']
Ant27,['Ant229']
Ant243,['Ant229']
Ant299,['Ant117']
Ant650,['Ant229']
Ant242,['Ant229']
Ant347,['Ant229']
Ant599,['Ant229']
Ant540,['Ant229']
Ant334,['Ant229']
Ant109,['Ant229']
Ant137,['Ant229']
Ant219,['Ant229']
Ant556,['Ant229']
Ant124,['Ant229']
Ant26,['Ant124']
Ant172,['Ant124']
Ant329,['Ant229']
Ant296,['Ant124']
Ant76,['Ant124']
Ant43,['Ant124']
Ant54,['Ant124']
Ant7,['Ant124']
Ant51,['Ant124']
Ant60,['Ant124']
Ant210,['Ant124']
Ant112,['Ant124']
Ant6,['Ant124']
Ant81,['Ant124']
Ant380,['Ant124']
Ant194,['Ant124']
Ant238,['Ant124']
Ant220,['Ant124']
Ant252,['Ant124']
Ant397,['Ant124']
Ant560,['Ant124']
Ant50,['Ant124']
Ant740,['Ant124']
Ant0,['Ant124']
Ant244,['Ant229']
Ant673,['Ant124']
Ant97,['Ant124']
Ant395,['Ant124']
Ant19,['Ant124']
Ant954,['Ant229']
Ant621,['Ant175']
Ant256,['Ant621']
Ant96,['Ant621']
Ant580,['Ant229']
Ant482,['Ant621']
Ant15,['Ant621']
Ant65,['Ant621']
Ant264,['Ant229']
Ant260,['Ant621']
Ant35,['Ant229']
Ant501,['Ant229']
Ant390,['Ant621']
Ant245,['Ant117']
Ant158,['Ant621']
Ant1,['Ant621']
Ant331,['Ant621']
Ant251,['Ant124']
Ant227,['Ant621']
Ant663,['Ant621']
Ant17,['Ant621']
Ant324,['Ant621']
Ant215,['Ant621']
Ant53,['Ant229']
Ant115,['Ant621']
Ant30,['Ant621']
Ant476,['Ant621']
Ant23,['Ant621']
Ant62,['Ant621']
Ant278,['Ant621']
Ant458,['Ant621']
