infectee,infectors
092611599,['SEED']
096381895,['092611599']
092520599,['096381895']
092089316,['096381895']
095595349,['096381895']
094883855,['095595349']
092618051,['095595349']
106307370,['092520599']
095566516,['094883855']
095594895,['094883855']
079570341,['095594895']
092559614,['095594895']
092103636,['095594895']
095572837,['094883855']
082374553,['095594895']
092091822,['095572837']
096365343,['095594895']
106311574,['092091822']
092633529,['106311574']
095581263,['082374553']
095565868,['095581263']
079621078,['095566516']
095565528,['095581263']
092557314,['095565528']
092611589,['092557314']
092276330,['095565528']
082285382,['095565528']
092604557,['079621078']
092616317,['082285382']
092120321,['092604557']
092625096,['092557314']
092085349,['092611589']
082370512,['095581263']
096383299,['095565528']
092086836,['082370512']
096370621,['106311574']
095593788,['095565528']
082328628,['092085349']
092635354,['082328628']
095570793,['092085349']
092637052,['096383299']
095596052,['096383299']
095593015,['095596052']
092621574,['079621078']
092125800,['092637052']
092300024,['092616317']
095570883,['095596052']
