infectee,infectors
Ant395,['SEED']
Ant32,['Ant395']
Ant207,['Ant395']
Ant538,['Ant395']
Ant475,['Ant395']
Ant198,['Ant475']
Ant252,['Ant198']
Ant70,['Ant252']
Ant54,['Ant198']
Ant342,['Ant198']
Ant97,['Ant54']
Ant2,['Ant198']
Ant26,['Ant198']
Ant115,['Ant198']
Ant0,['Ant198']
Ant176,['Ant198']
Ant298,['Ant198']
Ant221,['Ant207']
Ant227,['Ant115']
Ant53,['Ant227']
Ant210,['Ant227']
Ant251,['Ant227']
Ant394,['Ant227']
Ant256,['Ant227']
Ant74,['Ant198']
Ant244,['Ant227']
Ant576,['Ant227']
Ant20,['Ant227']
Ant9,['Ant227']
Ant191,['Ant227']
Ant604,['Ant191']
Ant518,['Ant227']
Ant6,['Ant227']
Ant68,['Ant227']
Ant638,['Ant227']
Ant260,['Ant227']
Ant137,['Ant227']
Ant126,['Ant227']
Ant112,['Ant227']
Ant242,['Ant191']
Ant194,['Ant227']
Ant255,['Ant227']
Ant458,['Ant227']
Ant229,['Ant227']
Ant650,['Ant227']
Ant632,['Ant227']
Ant43,['Ant227']
Ant607,['Ant227']
Ant178,['Ant227']
Ant72,['Ant227']
Ant96,['Ant227']
Ant50,['Ant227']
Ant663,['Ant227']
Ant391,['Ant112']
Ant102,['Ant221']
Ant76,['Ant227']
Ant238,['Ant227']
Ant380,['Ant227']
Ant308,['Ant227']
Ant1,['Ant227']
Ant220,['Ant227']
Ant30,['Ant227']
Ant329,['Ant227']
Ant324,['Ant227']
Ant534,['Ant227']
Ant111,['Ant227']
Ant218,['Ant227']
Ant610,['Ant191']
Ant219,['Ant227']
Ant264,['Ant227']
Ant250,['Ant227']
Ant158,['Ant227']
Ant296,['Ant227']
Ant954,['Ant227']
Ant398,['Ant227']
Ant278,['Ant227']
Ant243,['Ant227']
Ant196,['Ant227']
Ant621,['Ant227']
Ant347,['Ant227']
Ant299,['Ant621']
Ant509,['Ant621']
Ant105,['Ant621']
Ant12,['Ant621']
Ant301,['Ant227']
Ant159,['Ant621']
Ant7,['Ant112']
Ant482,['Ant227']
Ant397,['Ant227']
Ant540,['Ant621']
Ant476,['Ant621']
Ant71,['Ant540']
Ant13,['Ant540']
Ant334,['Ant540']
Ant215,['Ant621']
Ant81,['Ant621']
Ant62,['Ant540']
Ant564,['Ant540']
Ant52,['Ant621']
Ant501,['Ant540']
Ant124,['Ant621']
Ant44,['Ant621']
Ant51,['Ant540']
Ant65,['Ant227']
Ant149,['Ant621']
Ant4,['Ant149']
Ant592,['Ant621']
Ant35,['Ant540']
Ant109,['Ant621']
Ant331,['Ant621']
Ant27,['Ant621']
Ant614,['Ant621']
Ant15,['Ant621']
Ant60,['Ant621']
Ant172,['Ant621']
Ant57,['Ant621']
Ant127,['Ant621']
Ant19,['Ant621']
Ant289,['Ant540']
Ant169,['Ant112']
Ant390,['Ant149']
Ant59,['Ant621']
Ant190,['Ant621']
Ant186,['Ant621']
Ant560,['Ant621']
Ant48,['Ant621']
Ant23,['Ant540']
Ant580,['Ant621']
Ant740,['Ant621']
Ant492,['Ant621']
Ant599,['Ant149']
Ant117,['Ant621']
Ant206,['Ant621']
Ant118,['Ant621']
Ant131,['Ant118']
Ant673,['Ant621']
Ant38,['Ant621']
Ant175,['Ant621']
Ant556,['Ant118']
Ant245,['Ant250']
Ant17,['Ant149']
