infectee,infectors
Ant62,['SEED']
Ant650,['Ant62']
Ant740,['Ant62']
Ant332,"['Ant740', 'Ant650', 'Ant62']"
Ant2,"['Ant740', 'Ant332', 'Ant650', 'Ant62']"
Ant51,"['Ant740', 'Ant332', 'Ant2', 'Ant650', 'Ant62']"
Ant96,"['Ant332', 'Ant2', 'Ant51', 'Ant650', 'Ant62']"
Ant210,"['Ant740', 'Ant332', 'Ant2', 'Ant51', 'Ant96', 'Ant650', 'Ant62']"
Ant237,"['Ant740', 'Ant332', 'Ant2', 'Ant51', 'Ant96', 'Ant650', 'Ant62']"
Ant954,"['Ant740', 'Ant332', 'Ant2', 'Ant51', 'Ant96', 'Ant650', 'Ant210', 'Ant237', 'Ant62']"
Ant263,"['Ant740', 'Ant954', 'Ant332', 'Ant2', 'Ant51', 'Ant96', 'Ant650', 'Ant210', 'Ant237', 'Ant62']"
Ant117,"['Ant740', 'Ant954', 'Ant263', 'Ant332', 'Ant2', 'Ant51', 'Ant96', 'Ant650', 'Ant210', 'Ant237']"
Ant49,"['Ant740', 'Ant954', 'Ant263', 'Ant117', 'Ant2', 'Ant51', 'Ant96', 'Ant210', 'Ant237', 'Ant62']"
Ant120,"['Ant740', 'Ant954', 'Ant263', 'Ant332', 'Ant117', 'Ant2', 'Ant51', 'Ant96', 'Ant650', 'Ant210', 'Ant237', 'Ant62', 'Ant49']"
Ant502,"['Ant740', 'Ant954', 'Ant263', 'Ant332', 'Ant117', 'Ant2', 'Ant51', 'Ant650', 'Ant237', 'Ant120', 'Ant49']"
Ant97,"['Ant954', 'Ant263', 'Ant332', 'Ant117', 'Ant2', 'Ant51', 'Ant96', 'Ant650', 'Ant210', 'Ant120', 'Ant62', 'Ant49']"
Ant540,"['Ant740', 'Ant954', 'Ant263', 'Ant332', 'Ant117', 'Ant2', 'Ant51', 'Ant502', 'Ant97', 'Ant96', 'Ant650', 'Ant210', 'Ant237', 'Ant120', 'Ant62', 'Ant49']"
Ant148,"['Ant740', 'Ant954', 'Ant263', 'Ant332', 'Ant117', 'Ant2', 'Ant51', 'Ant97', 'Ant96', 'Ant540', 'Ant650', 'Ant210', 'Ant120', 'Ant62', 'Ant49']"
Ant158,"['Ant740', 'Ant954', 'Ant263', 'Ant332', 'Ant540', 'Ant117', 'Ant2', 'Ant51', 'Ant502', 'Ant97', 'Ant96', 'Ant148', 'Ant650', 'Ant210', 'Ant237', 'Ant120', 'Ant62', 'Ant49']"
Ant5,"['Ant740', 'Ant954', 'Ant263', 'Ant332', 'Ant158', 'Ant540', 'Ant117', 'Ant2', 'Ant51', 'Ant502', 'Ant97', 'Ant96', 'Ant148', 'Ant650', 'Ant210', 'Ant120', 'Ant62', 'Ant49']"
Ant256,"['Ant740', 'Ant5', 'Ant332', 'Ant2', 'Ant51', 'Ant502', 'Ant97', 'Ant96', 'Ant148', 'Ant650', 'Ant210', 'Ant120']"
Ant140,"['Ant954', 'Ant5', 'Ant332', 'Ant158', 'Ant117', 'Ant2', 'Ant51', 'Ant502', 'Ant97', 'Ant96', 'Ant148', 'Ant650', 'Ant540', 'Ant210', 'Ant237', 'Ant120', 'Ant256', 'Ant62']"
Ant320,"['Ant954', 'Ant5', 'Ant332', 'Ant158', 'Ant117', 'Ant2', 'Ant51', 'Ant97', 'Ant96', 'Ant148', 'Ant650', 'Ant540', 'Ant237', 'Ant120', 'Ant140', 'Ant62', 'Ant49']"
Ant227,"['Ant740', 'Ant954', 'Ant263', 'Ant332', 'Ant158', 'Ant540', 'Ant5', 'Ant117', 'Ant2', 'Ant51', 'Ant97', 'Ant96', 'Ant148', 'Ant650', 'Ant237', 'Ant256', 'Ant140', 'Ant320', 'Ant120', 'Ant62', 'Ant49']"
Ant242,"['Ant954', 'Ant263', 'Ant158', 'Ant540', 'Ant5', 'Ant117', 'Ant51', 'Ant502', 'Ant140', 'Ant96', 'Ant148', 'Ant650', 'Ant237', 'Ant320', 'Ant120', 'Ant49']"
Ant326,"['Ant242', 'Ant740', 'Ant954', 'Ant5', 'Ant263', 'Ant332', 'Ant158', 'Ant117', 'Ant2', 'Ant51', 'Ant502', 'Ant97', 'Ant96', 'Ant540', 'Ant148', 'Ant650', 'Ant210', 'Ant120', 'Ant140', 'Ant320', 'Ant62', 'Ant49']"
Ant25,"['Ant227', 'Ant740', 'Ant954', 'Ant5', 'Ant263', 'Ant332', 'Ant158', 'Ant117', 'Ant2', 'Ant51', 'Ant502', 'Ant97', 'Ant96', 'Ant326', 'Ant148', 'Ant650', 'Ant540', 'Ant210', 'Ant237', 'Ant120', 'Ant256', 'Ant140', 'Ant320', 'Ant62', 'Ant49']"
Ant638,"['Ant227', 'Ant740', 'Ant954', 'Ant5', 'Ant263', 'Ant332', 'Ant158', 'Ant117', 'Ant2', 'Ant51', 'Ant540', 'Ant25', 'Ant502', 'Ant97', 'Ant96', 'Ant326', 'Ant148', 'Ant650', 'Ant210', 'Ant237', 'Ant256', 'Ant140', 'Ant320', 'Ant120', 'Ant62', 'Ant49']"
Ant19,"['Ant242', 'Ant227', 'Ant740', 'Ant954', 'Ant5', 'Ant263', 'Ant332', 'Ant158', 'Ant117', 'Ant2', 'Ant51', 'Ant540', 'Ant638', 'Ant502', 'Ant96', 'Ant326', 'Ant650', 'Ant210', 'Ant237', 'Ant256', 'Ant120', 'Ant62', 'Ant49']"
Ant176,"['Ant227', 'Ant740', 'Ant954', 'Ant5', 'Ant263', 'Ant332', 'Ant158', 'Ant540', 'Ant25', 'Ant2', 'Ant51', 'Ant638', 'Ant502', 'Ant97', 'Ant96', 'Ant326', 'Ant148', 'Ant650', 'Ant210', 'Ant237', 'Ant256', 'Ant140', 'Ant320', 'Ant120', 'Ant62']"
Ant1,"['Ant740', 'Ant954', 'Ant5', 'Ant263', 'Ant332', 'Ant176', 'Ant117', 'Ant540', 'Ant2', 'Ant51', 'Ant638', 'Ant97', 'Ant96', 'Ant148', 'Ant650', 'Ant210', 'Ant237', 'Ant120', 'Ant256', 'Ant140', 'Ant502', 'Ant320', 'Ant62', 'Ant49']"
Ant32,"['Ant242', 'Ant227', 'Ant740', 'Ant954', 'Ant5', 'Ant332', 'Ant158', 'Ant176', 'Ant117', 'Ant1', 'Ant2', 'Ant51', 'Ant540', 'Ant25', 'Ant19', 'Ant638', 'Ant97', 'Ant96', 'Ant326', 'Ant148', 'Ant650', 'Ant210', 'Ant237', 'Ant256', 'Ant140', 'Ant120', 'Ant62']"
Ant250,"['Ant242', 'Ant740', 'Ant954', 'Ant5', 'Ant263', 'Ant158', 'Ant117', 'Ant1', 'Ant2', 'Ant51', 'Ant32', 'Ant19', 'Ant638', 'Ant502', 'Ant97', 'Ant96', 'Ant326', 'Ant148', 'Ant650', 'Ant540', 'Ant210', 'Ant237', 'Ant120', 'Ant140', 'Ant25', 'Ant320', 'Ant62', 'Ant49']"
Ant298,"['Ant242', 'Ant227', 'Ant740', 'Ant954', 'Ant5', 'Ant263', 'Ant158', 'Ant176', 'Ant117', 'Ant1', 'Ant2', 'Ant51', 'Ant32', 'Ant19', 'Ant638', 'Ant502', 'Ant97', 'Ant96', 'Ant326', 'Ant540', 'Ant25', 'Ant148', 'Ant650', 'Ant210', 'Ant250', 'Ant256', 'Ant140', 'Ant320', 'Ant120', 'Ant62', 'Ant49']"
