infectee,infectors
Ant250,['SEED']
Ant198,['Ant250']
Ant126,['Ant198']
Ant26,['Ant198']
Ant13,['Ant198']
Ant229,['Ant126']
Ant100,['Ant229']
Ant305,['Ant198']
Ant71,['Ant126']
Ant135,['Ant229']
Ant663,['Ant229']
Ant929,['Ant229']
Ant268,['Ant229']
Ant632,['Ant229']
Ant256,['Ant229']
Ant40,['Ant229']
Ant243,['Ant929']
Ant102,['Ant229']
Ant5,['Ant198']
Ant308,['Ant229']
Ant614,['Ant229']
Ant68,['Ant229']
Ant320,['Ant229']
Ant638,['Ant229']
Ant207,['Ant229']
Ant263,['Ant229']
Ant376,['Ant229']
Ant387,['Ant229']
Ant549,['Ant229']
Ant437,['Ant229']
Ant55,['Ant198']
Ant59,['Ant126']
Ant673,['Ant229']
Ant97,['Ant229']
Ant209,['Ant549']
Ant580,['Ant229']
Ant29,['Ant229']
Ant114,['Ant229']
Ant391,['Ant229']
Ant113,['Ant114']
Ant156,['Ant113']
Ant195,['Ant229']
Ant25,['Ant229']
Ant159,['Ant229']
Ant353,['Ant580']
Ant105,['Ant353']
Ant492,['Ant114']
Ant27,['Ant353']
Ant74,['Ant353']
Ant50,['Ant353']
Ant191,['Ant353']
Ant294,['Ant229']
Ant43,['Ant229']
Ant170,['Ant353']
Ant32,['Ant353']
Ant347,['Ant229']
Ant66,['Ant353']
Ant169,['Ant353']
Ant218,['Ant229']
Ant52,['Ant353']
Ant6,['Ant353']
Ant650,['Ant229']
Ant62,['Ant353']
Ant592,['Ant229']
Ant142,['Ant353']
Ant261,['Ant353']
Ant57,['Ant114']
Ant255,['Ant353']
Ant620,['Ant592']
Ant607,['Ant353']
Ant334,['Ant353']
Ant20,['Ant353']
Ant174,['Ant353']
Ant111,['Ant620']
Ant148,['Ant353']
Ant99,['Ant620']
Ant342,['Ant229']
Ant318,['Ant620']
Ant30,['Ant353']
Ant196,['Ant229']
Ant139,['Ant620']
Ant245,['Ant353']
Ant91,['Ant353']
Ant646,['Ant353']
Ant226,['Ant353']
Ant81,['Ant353']
Ant242,['Ant353']
Ant665,['Ant580']
Ant332,['Ant665']
