infectee,infectors
047035542,['SEED']
047095616,['047035542']
047036868,['047095616']
047089101,['047036868']
047089283,['047035542']
047098326,['047036868']
047019813,['047035542']
047096815,['047089283']
047043542,['047098326']
047068626,['047036868']
047024818,['047036868']
045068615,['047089283']
047033263,['047036868']
047027806,['045068615']
047000366,['047043542']
047053602,['047024818']
046877624,['047027806']
047094533,['047043542']
046861588,['047098326']
047083798,['047036868']
047029594,['047024818']
046888611,['047024818']
047017853,['045068615']
047105818,['047024818']
047025869,['047024818']
047096801,['046888611']
047019584,['047095616']
047047804,['047017853']
047056768,['047105818']
046895639,['047027806']
047001572,['047047804']
044879350,['047094533']
047014892,['047056768']
047099514,['046877624']
047085260,['047047804']
047012067,['047047804']
047048867,['047019584']
047015528,['047105818']
047062293,['047019584']
046863777,['047105818']
045068574,['047056768']
044031359,['047048867']
047092080,['046861588']
045043350,['047056768']
046876370,['047047804']
047026106,['047056768']
046863589,['047000366']
045107302,['047096801']
047010770,['047056768']
047086076,['047056768']
047043053,['047048867']
045062873,['045043350']
047070521,['047015528']
047044534,['047027806']
046881325,['047048867']
047073094,['047105818']
047112067,['046877624']
047027114,['047105818']
047019383,['044031359']
047027597,['047043053']
047102064,['047047804']
047094527,['047099514']
047070569,['047026106']
045101345,['046876370']
047061116,['047102064']
045089577,['047043053']
047070624,['046877624']
043873356,['047025869']
047059336,['047056768']
044015624,['046877624']
047084346,['047092080']
047089373,['047026106']
047028384,['045089577']
047017122,['047102064']
047095048,['047089283']
047043085,['047056768']
046893021,['044015624']
047002320,['047095048']
044887880,['047043085']
