infectee,infectors
X67,['SEED']
X84,['X67']
X61,['X67']
X44,['X61']
X74,['X44']
X11,['X67']
X49,['X11']
X77,['X67']
X58,['X74']
X35,['X44']
X13,['X58']
X53,['X11']
X30,['X58']
X33,['X11']
X15,['X11']
X41,['X11']
X36,['X11']
X76,['X44']
X79,['X44']
X32,['X15']
X48,['X32']
X42,['X44']
X19,['X13']
X20,['X19']
X82,['X67']
X46,['X19']
X5,['X32']
X6,['X44']
X21,['X11']
X23,['X11']
X26,['X11']
X64,['X11']
X29,['X23']
X31,['X21']
X25,['X23']
X2,['X11']
X85,['X33']
X55,['X11']
X7,['X19']
X38,['X23']
X17,['X29']
X57,['X7']
X78,['X29']
X1,['X11']
X12,['X23']
X69,['X23']
X70,['X1']
X72,['X5']
X56,['X21']
X47,['X11']
X8,['X19']
X65,['X15']
X66,['X21']
X75,['X67']
X62,['X11']
X10,['X1']
X54,['X41']
X73,['X32']
X43,['X79']
X45,['X10']
X52,['X70']
X37,['X31']
X50,['X23']
X71,['X10']
X18,['X1']
X24,['X11']
X22,['X1']
X51,['X10']
X39,['X32']
X86,['X11']
X60,['X11']
X34,['X21']
X28,['X1']
X4,['X1']
X40,['X4']
X59,['X19']
X83,['X32']
X3,['X4']
X14,['X21']
X68,['X22']
X9,['X10']
X80,['X69']
X16,['X10']
X63,['X21']
X27,['X4']
X81,['X19']
