infectee,infectors
Ant65,['SEED']
Ant250,['Ant65']
Ant243,"['Ant250', 'Ant65']"
Ant437,"['Ant250', 'Ant243', 'Ant65']"
Ant117,"['Ant250', 'Ant243', 'Ant65', 'Ant437']"
Ant26,"['Ant117', 'Ant250', 'Ant65', 'Ant437']"
Ant70,"['Ant117', 'Ant250', 'Ant26', 'Ant437']"
Ant139,"['Ant117', 'Ant250', 'Ant26', 'Ant243', 'Ant70', 'Ant437']"
Ant263,"['Ant117', 'Ant250', 'Ant26', 'Ant139', 'Ant243', 'Ant65', 'Ant437']"
Ant66,"['Ant117', 'Ant250', 'Ant26', 'Ant139', 'Ant263', 'Ant65']"
Ant28,"['Ant117', 'Ant250', 'Ant26', 'Ant139', 'Ant243', 'Ant263', 'Ant70', 'Ant593', 'Ant65', 'Ant66', 'Ant437']"
Ant391,"['Ant117', 'Ant250', 'Ant26', 'Ant28', 'Ant139', 'Ant243', 'Ant263', 'Ant66', 'Ant437']"
Ant126,"['Ant117', 'Ant250', 'Ant26', 'Ant28', 'Ant139', 'Ant243', 'Ant263', 'Ant391', 'Ant70', 'Ant65', 'Ant66', 'Ant437']"
Ant97,"['Ant117', 'Ant250', 'Ant126', 'Ant26', 'Ant28', 'Ant139', 'Ant243', 'Ant263', 'Ant70', 'Ant65', 'Ant66', 'Ant437']"
Ant105,"['Ant117', 'Ant126', 'Ant139', 'Ant243', 'Ant263', 'Ant391', 'Ant70', 'Ant97', 'Ant65', 'Ant66']"
Ant632,"['Ant117', 'Ant250', 'Ant126', 'Ant26', 'Ant28', 'Ant139', 'Ant243', 'Ant263', 'Ant391', 'Ant70', 'Ant97', 'Ant65', 'Ant66', 'Ant105', 'Ant437']"
Ant255,"['Ant117', 'Ant126', 'Ant26', 'Ant139', 'Ant243', 'Ant263', 'Ant391', 'Ant97', 'Ant65', 'Ant66', 'Ant632', 'Ant105', 'Ant437']"
Ant232,"['Ant117', 'Ant126', 'Ant255', 'Ant243', 'Ant263', 'Ant391', 'Ant65', 'Ant632', 'Ant105', 'Ant437']"
Ant111,"['Ant117', 'Ant250', 'Ant126', 'Ant255', 'Ant26', 'Ant28', 'Ant139', 'Ant243', 'Ant263', 'Ant391', 'Ant70', 'Ant97', 'Ant65', 'Ant66', 'Ant632', 'Ant232', 'Ant105', 'Ant437']"
Ant5,"['Ant117', 'Ant111', 'Ant250', 'Ant126', 'Ant255', 'Ant26', 'Ant28', 'Ant139', 'Ant243', 'Ant263', 'Ant391', 'Ant70', 'Ant97', 'Ant65', 'Ant66', 'Ant632', 'Ant232', 'Ant105']"
Ant663,"['Ant117', 'Ant111', 'Ant250', 'Ant126', 'Ant255', 'Ant26', 'Ant28', 'Ant139', 'Ant243', 'Ant263', 'Ant391', 'Ant5', 'Ant70', 'Ant97', 'Ant65', 'Ant66', 'Ant632', 'Ant232', 'Ant105', 'Ant437']"
Ant29,"['Ant117', 'Ant111', 'Ant126', 'Ant255', 'Ant139', 'Ant243', 'Ant663', 'Ant391', 'Ant5', 'Ant65', 'Ant66', 'Ant632', 'Ant232', 'Ant105', 'Ant437']"
Ant501,"['Ant117', 'Ant126', 'Ant28', 'Ant29', 'Ant139', 'Ant437', 'Ant632', 'Ant70', 'Ant593', 'Ant232', 'Ant105', 'Ant66']"
Ant347,"['Ant117', 'Ant111', 'Ant250', 'Ant126', 'Ant255', 'Ant26', 'Ant28', 'Ant139', 'Ant243', 'Ant501', 'Ant663', 'Ant263', 'Ant391', 'Ant97', 'Ant65', 'Ant593', 'Ant632', 'Ant105', 'Ant437']"
Ant44,"['Ant111', 'Ant250', 'Ant126', 'Ant255', 'Ant28', 'Ant29', 'Ant139', 'Ant243', 'Ant663', 'Ant391', 'Ant5', 'Ant70', 'Ant97', 'Ant65', 'Ant66', 'Ant632', 'Ant105', 'Ant437', 'Ant347']"
Ant556,"['Ant111', 'Ant250', 'Ant126', 'Ant255', 'Ant26', 'Ant28', 'Ant139', 'Ant243', 'Ant501', 'Ant663', 'Ant263', 'Ant391', 'Ant5', 'Ant70', 'Ant97', 'Ant65', 'Ant632', 'Ant105', 'Ant437', 'Ant347']"
Ant153,"['Ant117', 'Ant111', 'Ant556', 'Ant250', 'Ant126', 'Ant255', 'Ant28', 'Ant29', 'Ant139', 'Ant44', 'Ant501', 'Ant263', 'Ant391', 'Ant5', 'Ant97', 'Ant65', 'Ant66', 'Ant232', 'Ant105']"
Ant59,"['Ant117', 'Ant111', 'Ant556', 'Ant126', 'Ant255', 'Ant26', 'Ant29', 'Ant139', 'Ant243', 'Ant153', 'Ant44', 'Ant663', 'Ant263', 'Ant391', 'Ant5', 'Ant70', 'Ant97', 'Ant65', 'Ant66', 'Ant632', 'Ant232', 'Ant105', 'Ant437']"
Ant245,"['Ant117', 'Ant111', 'Ant250', 'Ant126', 'Ant26', 'Ant28', 'Ant29', 'Ant139', 'Ant243', 'Ant59', 'Ant44', 'Ant663', 'Ant153', 'Ant391', 'Ant5', 'Ant97', 'Ant65', 'Ant66', 'Ant632', 'Ant232', 'Ant105', 'Ant347']"
Ant52,"['Ant117', 'Ant250', 'Ant126', 'Ant255', 'Ant26', 'Ant28', 'Ant29', 'Ant139', 'Ant245', 'Ant59', 'Ant44', 'Ant663', 'Ant263', 'Ant153', 'Ant391', 'Ant5', 'Ant70', 'Ant66', 'Ant632', 'Ant232', 'Ant105', 'Ant437']"
Ant178,"['Ant111', 'Ant556', 'Ant250', 'Ant126', 'Ant255', 'Ant26', 'Ant28', 'Ant139', 'Ant243', 'Ant245', 'Ant44', 'Ant501', 'Ant663', 'Ant263', 'Ant391', 'Ant5', 'Ant70', 'Ant97', 'Ant65', 'Ant66', 'Ant593', 'Ant632', 'Ant232', 'Ant437', 'Ant347']"
Ant2,"['Ant117', 'Ant126', 'Ant255', 'Ant29', 'Ant243', 'Ant245', 'Ant52', 'Ant59', 'Ant44', 'Ant663', 'Ant263', 'Ant153', 'Ant391', 'Ant5', 'Ant65', 'Ant66', 'Ant178', 'Ant632', 'Ant232', 'Ant105', 'Ant437']"
Ant12,"['Ant117', 'Ant111', 'Ant556', 'Ant250', 'Ant126', 'Ant255', 'Ant26', 'Ant28', 'Ant29', 'Ant139', 'Ant243', 'Ant245', 'Ant52', 'Ant59', 'Ant44', 'Ant663', 'Ant263', 'Ant153', 'Ant391', 'Ant5', 'Ant70', 'Ant97', 'Ant178', 'Ant632', 'Ant437', 'Ant347']"
Ant80,"['Ant117', 'Ant111', 'Ant556', 'Ant255', 'Ant26', 'Ant28', 'Ant139', 'Ant245', 'Ant501', 'Ant663', 'Ant263', 'Ant391', 'Ant2', 'Ant12', 'Ant97', 'Ant593', 'Ant632', 'Ant178', 'Ant437', 'Ant347']"
Ant50,"['Ant117', 'Ant111', 'Ant556', 'Ant250', 'Ant126', 'Ant255', 'Ant26', 'Ant28', 'Ant29', 'Ant139', 'Ant243', 'Ant245', 'Ant52', 'Ant59', 'Ant44', 'Ant663', 'Ant263', 'Ant153', 'Ant391', 'Ant5', 'Ant2', 'Ant70', 'Ant12', 'Ant97', 'Ant65', 'Ant66', 'Ant178', 'Ant80', 'Ant501', 'Ant632', 'Ant232', 'Ant105', 'Ant437', 'Ant347']"
