infectee,infectors
Ant126,['SEED']
Ant243,['Ant126']
Ant398,['Ant126']
Ant673,['Ant126']
Ant296,['Ant126']
Ant99,['Ant126']
Ant112,['Ant243']
Ant14,['Ant126']
Ant507,['Ant126']
Ant6,['Ant112']
Ant262,['Ant112']
Ant217,['Ant243']
Ant40,['Ant112']
Ant592,['Ant126']
Ant260,['Ant112']
Ant5,['Ant112']
Ant147,['Ant112']
Ant237,['Ant112']
Ant215,['Ant112']
Ant210,['Ant112']
Ant610,['Ant112']
Ant158,['Ant112']
Ant12,['Ant217']
Ant32,['Ant147']
Ant212,['Ant217']
Ant2,['Ant126']
Ant257,['Ant112']
Ant98,['Ant257']
Ant437,['Ant112']
Ant38,['Ant112']
Ant518,['Ant112']
Ant52,['Ant437']
Ant324,['Ant112']
Ant395,['Ant112']
Ant169,['Ant112']
Ant298,['Ant112']
Ant593,['Ant112']
Ant604,['Ant112']
Ant638,['Ant217']
Ant102,['Ant112']
Ant72,['Ant112']
Ant50,['Ant112']
Ant140,['Ant112']
Ant650,['Ant112']
Ant26,['Ant324']
Ant244,['Ant112']
Ant65,['Ant112']
Ant552,['Ant112']
Ant96,['Ant112']
Ant178,['Ant112']
Ant476,['Ant324']
Ant20,['Ant217']
Ant202,['Ant217']
Ant7,['Ant112']
Ant227,['Ant112']
Ant502,['Ant227']
Ant35,['Ant227']
Ant256,['Ant217']
Ant313,['Ant227']
Ant161,['Ant227']
Ant621,['Ant227']
Ant647,['Ant324']
Ant170,['Ant227']
Ant176,['Ant621']
Ant575,['Ant324']
Ant55,['Ant621']
Ant43,['Ant621']
Ant0,['Ant621']
Ant492,['Ant621']
Ant19,['Ant621']
Ant632,['Ant621']
Ant607,['Ant621']
Ant30,['Ant621']
Ant63,['Ant621']
Ant268,['Ant621']
Ant172,['Ant621']
Ant265,['Ant621']
Ant564,['Ant621']
Ant206,['Ant621']
Ant311,['Ant621']
Ant342,['Ant621']
Ant400,['Ant621']
Ant15,['Ant621']
Ant289,['Ant621']
Ant305,['Ant621']
Ant232,['Ant621']
Ant509,['Ant621']
Ant301,['Ant227']
Ant97,['Ant492']
Ant62,['Ant621']
Ant195,['Ant621']
Ant599,['Ant227']
Ant44,['Ant621']
Ant137,['Ant227']
Ant580,['Ant621']
Ant356,['Ant580']
Ant105,['Ant621']
Ant209,['Ant621']
Ant144,['Ant621']
Ant560,['Ant621']
Ant665,['Ant621']
Ant148,['Ant621']
Ant332,['Ant621']
Ant60,['Ant621']
Ant540,['Ant580']
Ant219,['Ant621']
Ant114,['Ant621']
Ant556,['Ant621']
Ant264,['Ant540']
Ant294,['Ant621']
Ant174,['Ant621']
