infectee,infectors
117F,['SEED']
96M,['117F']
112F,['96M']
95M,['112F']
127F,['95M']
94M,['112F']
124F,['94M']
85M,['117F']
84M,['127F']
129F,['85M']
71M,['112F']
88M,['112F']
119F,['94M']
77M,['119F']
74M,['119F']
86M,['112F']
97M,['117F']
121F,['94M']
125F,['71M']
76M,['112F']
87M,['124F']
118F,['86M']
120F,['74M']
93M,['112F']
91M,['129F']
115F,['77M']
114F,['74M']
98M,['125F']
113F,['97M']
111F,['74M']
73M,['111F']
80M,['112F']
126F,['74M']
81M,['120F']
78M,['112F']
133F,['73M']
72M,['124F']
82M,['133F']
116F,['73M']
75M,['112F']
123F,['77M']
128F,['72M']
89M,['114F']
131F,['76M']
130F,['72M']
122F,['71M']
79M,['130F']
90M,['130F']
135F,['73M']
132F,['73M']
