infectee,infectors
Ant80,['SEED']
Ant260,['Ant80']
Ant332,['Ant260']
Ant647,['Ant332']
Ant929,['Ant260']
Ant135,['Ant929']
Ant534,['Ant929']
Ant74,['Ant929']
Ant492,['Ant929']
Ant137,['Ant929']
Ant131,['Ant492']
Ant62,['Ant137']
Ant621,['Ant137']
Ant124,['Ant621']
Ant64,['Ant621']
Ant263,['Ant929']
Ant740,['Ant621']
Ant140,['Ant621']
Ant232,['Ant929']
Ant23,['Ant621']
Ant70,['Ant621']
Ant66,['Ant621']
Ant261,['Ant929']
Ant149,['Ant492']
Ant433,['Ant621']
Ant26,['Ant929']
Ant227,['Ant621']
Ant91,['Ant621']
Ant118,['Ant621']
Ant159,['Ant621']
Ant52,['Ant621']
Ant175,['Ant621']
Ant49,['Ant621']
Ant576,['Ant621']
Ant838,['Ant621']
Ant55,['Ant621']
Ant12,['Ant621']
Ant311,['Ant621']
Ant190,['Ant227']
Ant0,['Ant190']
Ant638,['Ant621']
Ant593,['Ant621']
Ant169,['Ant118']
Ant530,['Ant190']
Ant196,['Ant621']
Ant507,['Ant118']
Ant262,['Ant227']
Ant299,['Ant190']
Ant665,['Ant621']
Ant604,['Ant621']
Ant19,['Ant621']
Ant57,['Ant621']
Ant109,['Ant190']
Ant24,['Ant118']
Ant301,['Ant621']
Ant126,['Ant621']
Ant29,['Ant196']
Ant144,['Ant621']
Ant376,['Ant621']
Ant20,['Ant621']
Ant592,['Ant621']
Ant170,['Ant621']
Ant54,['Ant621']
Ant13,['Ant621']
Ant607,['Ant621']
Ant650,['Ant621']
Ant206,['Ant227']
Ant308,['Ant621']
Ant161,['Ant227']
Ant51,['Ant621']
Ant6,['Ant621']
Ant97,['Ant621']
Ant673,['Ant929']
Ant209,['Ant621']
Ant380,['Ant929']
Ant313,['Ant118']
Ant210,['Ant621']
Ant120,['Ant190']
Ant509,['Ant621']
Ant9,['Ant621']
Ant954,['Ant621']
Ant268,['Ant118']
Ant27,['Ant621']
Ant174,['Ant621']
Ant195,['Ant118']
Ant458,['Ant621']
Ant614,['Ant621']
Ant635,['Ant621']
Ant7,['Ant621']
Ant113,['Ant621']
Ant620,['Ant604']
