infectee,infectors
XE,['SEED']
XO,['XE']
CE,"['XO', 'CU']"
XP,"['XO', 'CE', 'CU']"
XA,"['CE', 'XP', 'CU']"
CC,"['XA', 'CE', 'XE', 'XP']"
XZ,"['CC', 'XA', 'CE', 'XP']"
CS,"['XA', 'CE', 'XZ', 'XP', 'CU']"
CD,"['XO', 'CC', 'XA', 'CE', 'XE', 'XZ']"
XS,"['XO', 'CC', 'XA', 'XZ', 'CS', 'CD', 'XP']"
CL,"['XO', 'XE', 'XA', 'CE', 'CD', 'CS', 'XS', 'XP']"
XH,"['XO', 'CL', 'XA', 'CE', 'XE', 'XS', 'XP', 'CU']"
CO,"['XH', 'XE', 'CL', 'XA', 'CD', 'XZ', 'CS', 'XS']"
XX,"['CO', 'XO', 'CC', 'XA', 'CE', 'XZ', 'CD', 'CU']"
XU,"['XH', 'CO', 'XO', 'CL', 'CC', 'CE', 'XE', 'XX', 'CS', 'XS']"
XD,"['CO', 'CL', 'CE', 'XX', 'CD', 'CS', 'XS', 'XU']"
XV,"['CO', 'XA', 'XU']"
CP,"['XH', 'CO', 'CL', 'XA', 'XX', 'XE', 'CS', 'XS', 'XP', 'XU', 'XV', 'CU']"
CA,"['CP', 'XH', 'XE', 'XV', 'XU']"
CH,"['CP', 'XH', 'CO', 'XO', 'CA', 'XV', 'XU']"
XT,"['XH', 'CH', 'XO', 'CL', 'XS']"
CZ,"['XT', 'XH', 'CA', 'XE', 'XX', 'XS', 'CU', 'XU']"
CV,"['CP', 'CH', 'XU']"
XL,"['XT', 'CH', 'CO', 'CL', 'CA', 'XA', 'XX', 'CE', 'CD', 'XZ', 'CZ', 'XD', 'CS', 'XS', 'XP', 'XU']"
CM,"['CP', 'XH', 'XA', 'CZ', 'XX', 'CV', 'CU']"
CK,"['XH', 'CV']"
CT,"['CP', 'CM', 'XT', 'CO', 'XO', 'XA', 'CE', 'XE', 'XV', 'CV', 'XU']"
XM,"['CP', 'CM', 'CH', 'XL', 'CL', 'XD', 'XS', 'CV', 'XT', 'CT']"
XK,"['CP', 'XM', 'XT', 'CT', 'XU', 'XX', 'XE', 'CH', 'CO', 'XO', 'CL', 'CC', 'CA', 'XA', 'XH', 'CE', 'CD', 'XZ', 'CZ', 'XP', 'XV']"
