infectee,infectors
Ant1,['SEED']
Ant117,['Ant1']
Ant6,['Ant117']
Ant252,['Ant117']
Ant96,['Ant117']
Ant263,['Ant117']
Ant140,['Ant263']
Ant599,['Ant263']
Ant332,['Ant117']
Ant298,['Ant263']
Ant391,['Ant263']
Ant242,['Ant263']
Ant32,['Ant242']
Ant176,['Ant263']
Ant646,['Ant242']
Ant475,['Ant242']
Ant237,['Ant263']
Ant17,['Ant242']
Ant356,['Ant242']
Ant170,['Ant242']
Ant115,['Ant242']
Ant148,['Ant242']
Ant256,['Ant242']
Ant97,['Ant263']
Ant607,['Ant356']
Ant5,['Ant607']
Ant24,['Ant242']
Ant740,['Ant607']
Ant305,['Ant242']
Ant51,['Ant242']
Ant299,['Ant242']
Ant217,['Ant242']
Ant210,['Ant242']
Ant71,['Ant242']
Ant227,['Ant607']
Ant4,['Ant242']
Ant838,['Ant242']
Ant311,['Ant242']
Ant62,['Ant242']
Ant44,['Ant242']
Ant120,['Ant242']
Ant59,['Ant242']
Ant73,['Ant242']
Ant638,['Ant607']
Ant530,['Ant242']
Ant320,['Ant299']
Ant191,['Ant227']
Ant632,['Ant242']
Ant507,['Ant242']
Ant534,['Ant242']
Ant264,['Ant242']
Ant540,['Ant242']
Ant49,['Ant242']
Ant647,['Ant242']
Ant592,['Ant607']
Ant158,['Ant242']
Ant564,['Ant242']
Ant650,['Ant242']
Ant19,['Ant242']
Ant326,['Ant242']
Ant954,['Ant242']
Ant593,['Ant242']
Ant25,['Ant242']
Ant153,['Ant242']
Ant250,['Ant607']
Ant502,['Ant242']
Ant929,['Ant242']
Ant262,['Ant647']
Ant289,['Ant242']
Ant27,['Ant242']
Ant476,['Ant242']
Ant334,['Ant242']
Ant2,['Ant242']
